"Sample","N^-0.5","N^-0.75","N^-1","White Noise","Golden Ratio","Golden Ratio2","Hammersley","Sobol","Blue Noise","Projective Blue Noise","Projective Blue Noise 2"
"935","0.032703","0.005914","0.001070","0.009381","0.000827","0.002090","0.026010","0.000039","0.001307","0.000095","0.003625"
"936","0.032686","0.005909","0.001068","0.009026","0.001117","0.001770","0.025593","0.000231","0.001060","0.000189","0.003512"
"937","0.032669","0.005905","0.001067","0.009217","0.001018","0.001840","0.025430","0.000137","0.001353","0.000387","0.003818"
"938","0.032651","0.005900","0.001066","0.009592","0.000871","0.001622","0.025136","0.000357","0.001609","0.000222","0.003454"
"939","0.032634","0.005895","0.001065","0.009775","0.001041","0.001831","0.024927","0.000471","0.001594","0.000226","0.003632"
"940","0.032616","0.005891","0.001064","0.010085","0.001128","0.001757","0.024535","0.000148","0.001583","0.000206","0.003924"
"941","0.032599","0.005886","0.001063","0.010271","0.001565","0.001633","0.024354","0.000400","0.001479","0.000144","0.003966"
"942","0.032582","0.005881","0.001062","0.010588","0.001284","0.001931","0.024012","0.000360","0.001556","0.000116","0.003525"
"943","0.032564","0.005876","0.001060","0.010356","0.001376","0.001890","0.023763","0.000461","0.001675","0.000345","0.003747"
"944","0.032547","0.005872","0.001059","0.010638","0.001232","0.001729","0.023328","0.000114","0.001631","0.000421","0.003514"
"945","0.032530","0.005867","0.001058","0.010175","0.001511","0.001432","0.023164","0.000333","0.001451","0.000252","0.003077"
"946","0.032513","0.005862","0.001057","0.010086","0.001106","0.001563","0.022882","0.000401","0.001645","0.000128","0.003398"
"947","0.032496","0.005858","0.001056","0.010243","0.001039","0.002003","0.022679","0.000324","0.001848","0.000159","0.003512"
"948","0.032478","0.005853","0.001055","0.010438","0.001353","0.001733","0.022302","0.000098","0.001586","0.000026","0.003285"
"949","0.032461","0.005849","0.001054","0.010244","0.001392","0.001822","0.022124","0.000434","0.001796","0.000274","0.003207"
"950","0.032444","0.005844","0.001053","0.010152","0.001253","0.001716","0.021795","0.000510","0.002141","0.000419","0.003164"
"951","0.032427","0.005839","0.001052","0.010440","0.001008","0.002030","0.021555","0.000698","0.002522","0.000069","0.003307"
"952","0.032410","0.005835","0.001050","0.010213","0.001180","0.001639","0.021134","0.000257","0.002081","0.000251","0.003700"
"953","0.032393","0.005830","0.001049","0.010205","0.000980","0.001583","0.020963","0.000320","0.001620","0.000482","0.003330"
"954","0.032376","0.005826","0.001048","0.010285","0.000737","0.001871","0.020658","0.000472","0.001933","0.000597","0.003055"
"955","0.032359","0.005821","0.001047","0.010468","0.000825","0.001971","0.020436","0.000567","0.001753","0.000987","0.003114"
"956","0.032342","0.005816","0.001046","0.010649","0.000785","0.001813","0.020039","0.000324","0.002145","0.000723","0.002879"
"957","0.032325","0.005812","0.001045","0.010437","0.001149","0.001591","0.019847","0.000652","0.002214","0.000591","0.002530"
"958","0.032309","0.005807","0.001044","0.010574","0.000789","0.001773","0.019496","0.000459","0.002439","0.000831","0.002729"
"959","0.032292","0.005803","0.001043","0.010639","0.000768","0.001619","0.019235","0.000358","0.002225","0.000859","0.002479"
"960","0.032275","0.005798","0.001042","0.011059","0.000520","0.001378","0.018797","0.000100","0.002034","0.000891","0.002812"
"961","0.032258","0.005794","0.001041","0.010894","0.000686","0.001433","0.018629","0.000109","0.001753","0.000569","0.003027"
"962","0.032241","0.005789","0.001040","0.010586","0.000531","0.001430","0.018360","0.000057","0.001743","0.000621","0.002904"
"963","0.032225","0.005785","0.001038","0.010724","0.000353","0.001805","0.018162","0.000012","0.001823","0.000711","0.002526"
"964","0.032208","0.005780","0.001037","0.010618","0.000570","0.001451","0.017804","0.000152","0.001961","0.000915","0.002361"
"965","0.032191","0.005776","0.001036","0.010509","0.000494","0.001427","0.017626","0.000227","0.001559","0.001093","0.002559"
"966","0.032174","0.005771","0.001035","0.010236","0.000270","0.001211","0.017313","0.000139","0.001333","0.001329","0.002692"
"967","0.032158","0.005767","0.001034","0.010414","0.000062","0.001410","0.017084","0.000073","0.001331","0.001569","0.002876"
"968","0.032141","0.005762","0.001033","0.010279","0.000014","0.001221","0.016682","0.000220","0.001043","0.001428","0.002518"
"969","0.032125","0.005758","0.001032","0.010111","0.000382","0.001063","0.016509","0.000057","0.000765","0.000984","0.002216"
"970","0.032108","0.005753","0.001031","0.009656","0.000059","0.001267","0.016218","0.000222","0.001107","0.001149","0.001973"
"971","0.032092","0.005749","0.001030","0.009624","0.000052","0.001243","0.016005","0.000220","0.001296","0.001005","0.001725"
"972","0.032075","0.005744","0.001029","0.009598","0.000104","0.001010","0.015625","0.000079","0.001457","0.001102","0.002101"
"973","0.032059","0.005740","0.001028","0.009735","0.000160","0.000697","0.015437","0.000195","0.001558","0.001451","0.001742"
"974","0.032042","0.005736","0.001027","0.009940","0.000260","0.000756","0.015103","0.000188","0.001119","0.001802","0.001888"
"975","0.032026","0.005731","0.001026","0.010039","0.000389","0.001140","0.014853","0.000375","0.001201","0.001409","0.001903"
"976","0.032009","0.005727","0.001025","0.009938","0.000173","0.001269","0.014434","0.000124","0.000875","0.001497","0.002224"
"977","0.031993","0.005722","0.001024","0.009997","0.000129","0.001242","0.014260","0.000412","0.000922","0.001704","0.002125"
"978","0.031976","0.005718","0.001022","0.009952","0.000269","0.001125","0.013981","0.000515","0.000749","0.001525","0.002118"
"979","0.031960","0.005714","0.001021","0.009662","0.000005","0.001405","0.013772","0.000539","0.000337","0.001763","0.002233"
"980","0.031944","0.005709","0.001020","0.009704","0.000099","0.001299","0.013406","0.000307","0.000040","0.001423","0.002143"
"981","0.031928","0.005705","0.001019","0.009838","0.000082","0.001175","0.013220","0.000599","0.000195","0.001359","0.002467"
"982","0.031911","0.005701","0.001018","0.009766","0.000131","0.001355","0.012898","0.000635","0.000130","0.000911","0.002131"
"983","0.031895","0.005696","0.001017","0.009659","0.000105","0.001449","0.012657","0.000720","0.000057","0.000926","0.001984"
"984","0.031879","0.005692","0.001016","0.009404","0.000031","0.001866","0.012251","0.000319","0.000044","0.000717","0.002197"
"985","0.031863","0.005688","0.001015","0.009673","0.000348","0.001611","0.012071","0.000459","0.000229","0.000706","0.002441"
"986","0.031846","0.005683","0.001014","0.009768","0.000322","0.001717","0.011770","0.000653","0.000083","0.000591","0.002644"
"987","0.031830","0.005679","0.001013","0.009719","0.000218","0.001583","0.011546","0.000836","0.000155","0.000778","0.002944"
"988","0.031814","0.005675","0.001012","0.009639","0.000038","0.001837","0.011161","0.000538","0.000112","0.000579","0.003181"
"989","0.031798","0.005670","0.001011","0.009941","0.000107","0.001785","0.010963","0.000805","0.000551","0.000634","0.002950"
"990","0.031782","0.005666","0.001010","0.009511","0.000543","0.001724","0.010621","0.000620","0.000489","0.001005","0.003164"
"991","0.031766","0.005662","0.001009","0.009145","0.000316","0.002040","0.010361","0.000413","0.000580","0.000932","0.003086"
"992","0.031750","0.005657","0.001008","0.008983","0.000439","0.002067","0.009939","0.000046","0.000449","0.001146","0.003157"
"993","0.031734","0.005653","0.001007","0.008621","0.000364","0.001957","0.009761","0.000197","0.000280","0.001201","0.003460"
"994","0.031718","0.005649","0.001006","0.008726","0.000684","0.001729","0.009486","0.000213","0.000354","0.001060","0.003423"
"995","0.031702","0.005645","0.001005","0.008644","0.000333","0.001899","0.009278","0.000076","0.000123","0.001334","0.003206"
"996","0.031686","0.005640","0.001004","0.008571","0.000321","0.002328","0.008921","0.000194","0.000193","0.001393","0.003048"
"997","0.031670","0.005636","0.001003","0.008179","0.000640","0.002099","0.008733","0.000081","0.000228","0.001061","0.002849"
"998","0.031654","0.005632","0.001002","0.008062","0.000745","0.002201","0.008418","0.000089","0.000239","0.000892","0.002546"
"999","0.031639","0.005628","0.001001","0.008333","0.000639","0.002155","0.008180","0.000220","0.000559","0.001059","0.002424"
"1000","0.031623","0.005623","0.001000","0.008448","0.000455","0.002503","0.007784","0.000166","0.000677","0.001211","0.002654"
"1001","0.031607","0.005619","0.000999","0.008197","0.000669","0.002166","0.007601","0.000026","0.001038","0.001335","0.002721"
"1002","0.031591","0.005615","0.000998","0.008165","0.000540","0.002152","0.007307","0.000185","0.001244","0.001042","0.002883"
"1003","0.031575","0.005611","0.000997","0.007883","0.000344","0.001919","0.007084","0.000351","0.000928","0.001012","0.003021"
"1004","0.031560","0.005607","0.000996","0.008195","0.000446","0.002077","0.006709","0.000198","0.001168","0.000666","0.003287"
"1005","0.031544","0.005602","0.000995","0.008330","0.000469","0.001954","0.006510","0.000563","0.001037","0.000689","0.003381"
"1006","0.031528","0.005598","0.000994","0.008270","0.000851","0.001792","0.006176","0.000452","0.001065","0.000878","0.003238"
"1007","0.031513","0.005594","0.000993","0.008002","0.000542","0.002001","0.005920","0.000421","0.000734","0.001126","0.003232"
"1008","0.031497","0.005590","0.000992","0.007642","0.000562","0.001921","0.005508","0.000021","0.000673","0.000949","0.003205"
"1009","0.031481","0.005586","0.000991","0.007821","0.000380","0.001715","0.005325","0.000126","0.000635","0.000710","0.003437"
"1010","0.031466","0.005582","0.000990","0.008055","0.000600","0.001393","0.005041","0.000257","0.000787","0.000494","0.003519"
"1011","0.031450","0.005577","0.000989","0.008221","0.000466","0.001447","0.004823","0.000439","0.001073","0.000602","0.003421"
"1012","0.031435","0.005573","0.000988","0.008047","0.000343","0.001832","0.004460","0.000251","0.001139","0.000818","0.003074"
"1013","0.031419","0.005569","0.000987","0.007926","0.000583","0.001529","0.004264","0.000591","0.001196","0.000871","0.002820"
"1014","0.031404","0.005565","0.000986","0.007815","0.000576","0.001538","0.003942","0.000529","0.000838","0.001044","0.002621"
"1015","0.031388","0.005561","0.000985","0.008159","0.000389","0.001393","0.003694","0.000388","0.000472","0.001283","0.002323"
"1016","0.031373","0.005557","0.000984","0.008183","0.000114","0.001654","0.003294","0.000096","0.000277","0.001346","0.002295"
"1017","0.031357","0.005553","0.000983","0.008309","0.000213","0.001255","0.003104","0.000337","0.000087","0.001150","0.002427"
"1018","0.031342","0.005549","0.000982","0.008253","0.000604","0.001145","0.002802","0.000436","0.000281","0.001289","0.002667"
"1019","0.031327","0.005545","0.000981","0.008314","0.000327","0.001360","0.002569","0.000409","0.000341","0.001645","0.003024"
"1020","0.031311","0.005541","0.000980","0.008633","0.000347","0.001407","0.002190","0.000035","0.000004","0.001662","0.003174"
"1021","0.031296","0.005536","0.000979","0.008867","0.000254","0.001205","0.001982","0.000148","0.000055","0.001447","0.003066"
"1022","0.031281","0.005532","0.000978","0.009059","0.000553","0.000952","0.001641","0.000020","0.000140","0.001289","0.003201"
"1023","0.031265","0.005528","0.000978","0.009274","0.000179","0.001074","0.001376","0.000030","0.000474","0.001011","0.002996"
"1024","0.031250","0.005524","0.000977","0.009453","0.000097","0.000899","0.000963","0.000332","0.000273","0.000920","0.002873"

