"Sample","N^-0.5","N^-0.75","N^-1","Golden Ratio","Golden Ratio Spiral","R2","R2 Spiral","R2 Jittered","White Noise","Hammersley","Sobol","Blue Noise","Projective Blue Noise","Projective Blue Noise 2"
"176","0.075378","0.020695","0.005682","0.041665","0.070631","0.008735","0.004843","0.011673","0.008060","0.207148","0.002147","0.006069","0.001312","0.002671"
"177","0.075165","0.020607","0.005650","0.041057","0.069560","0.008495","0.005857","0.011385","0.008813","0.207340","0.000515","0.006728","0.003438","0.002197"
"178","0.074953","0.020520","0.005618","0.042794","0.069039","0.009621","0.004440","0.009560","0.009229","0.207045","0.001161","0.004722","0.004399","0.001455"
"179","0.074744","0.020434","0.005587","0.043078","0.068066","0.006446","0.004860","0.009836","0.008493","0.206993","0.001297","0.004422","0.004671","0.000985"
"180","0.074536","0.020349","0.005556","0.041930","0.066929","0.006063","0.004000","0.011150","0.008945","0.206454","0.002588","0.005586","0.004166","0.002863"
"181","0.074329","0.020265","0.005525","0.043103","0.066145","0.007262","0.004782","0.009451","0.010137","0.206524","0.001102","0.006906","0.002773","0.002203"
"182","0.074125","0.020181","0.005495","0.042846","0.065092","0.008128","0.003462","0.010087","0.009791","0.206107","0.001350","0.006460","0.001386","0.001174"
"183","0.073922","0.020098","0.005464","0.044884","0.064169","0.008426","0.002979","0.009753","0.007451","0.205933","0.001787","0.006923","0.000502","0.003513"
"184","0.073721","0.020016","0.005435","0.045495","0.063028","0.007012","0.004141","0.010760","0.008373","0.205273","0.002952","0.005931","0.000357","0.005282"
"185","0.073521","0.019935","0.005405","0.044700","0.062389","0.007573","0.003007","0.007615","0.008546","0.205405","0.001739","0.007193","0.001371","0.004343"
"186","0.073324","0.019855","0.005376","0.046176","0.061365","0.008122","0.005177","0.007357","0.005495","0.205049","0.000781","0.005810","0.001998","0.004617"
"187","0.073127","0.019775","0.005348","0.046248","0.060523","0.007037","0.004959","0.008573","0.006784","0.204937","0.000021","0.006910","0.001940","0.004272"
"188","0.072932","0.019696","0.005319","0.044935","0.059394","0.008117","0.003623","0.009253","0.007758","0.204338","0.000837","0.007972","0.002492","0.005367"
"189","0.072739","0.019618","0.005291","0.045871","0.058412","0.008007","0.003694","0.009776","0.008067","0.204348","0.001331","0.008412","0.003651","0.004207"
"190","0.072548","0.019540","0.005263","0.045425","0.057183","0.009100","0.003001","0.008319","0.009165","0.203871","0.000279","0.008563","0.003357","0.004451"
"191","0.072357","0.019464","0.005236","0.047204","0.056465","0.006627","0.002664","0.008896","0.010265","0.203638","0.000946","0.009328","0.003508","0.006578"
"192","0.072169","0.019388","0.005208","0.047603","0.055372","0.006689","0.003061","0.009294","0.011265","0.202920","0.002223","0.009781","0.001996","0.006363"
"193","0.071982","0.019312","0.005181","0.046640","0.054469","0.005894","0.002130","0.008396","0.011916","0.203152","0.001624","0.010366","0.002729","0.005114"
"194","0.071796","0.019238","0.005155","0.047881","0.053261","0.006679","0.001291","0.009612","0.012927","0.202897","0.001123","0.011214","0.000247","0.006450"
"195","0.071611","0.019163","0.005128","0.047762","0.052754","0.007689","0.000388","0.009419","0.012663","0.202884","0.001087","0.011259","0.002417","0.006237"
"196","0.071429","0.019090","0.005102","0.046302","0.051714","0.006712","0.002171","0.010503","0.013847","0.202384","0.001704","0.012140","0.002080","0.006096"
"197","0.071247","0.019017","0.005076","0.047025","0.050402","0.007510","0.001159","0.008149","0.011991","0.202493","0.000778","0.013198","0.001158","0.005963"
"198","0.071067","0.018945","0.005051","0.046409","0.049622","0.007927","0.000032","0.008281","0.012596","0.202114","0.000247","0.013118","0.000033","0.005788"
"199","0.070888","0.018874","0.005025","0.047953","0.048463","0.007549","0.000009","0.007222","0.010354","0.201979","0.001085","0.009856","0.001144","0.004658"
"200","0.070711","0.018803","0.005000","0.048160","0.047504","0.005525","0.002578","0.007936","0.010691","0.201358","0.001929","0.009373","0.002324","0.003552"
"201","0.070535","0.018733","0.004975","0.047046","0.046221","0.005634","0.002547","0.009056","0.011787","0.201528","0.000044","0.009896","0.000091","0.002528"
"202","0.070360","0.018663","0.004950","0.048074","0.045604","0.006801","0.001298","0.008245","0.012326","0.201210","0.000634","0.009950","0.000991","0.001321"
"203","0.070186","0.018594","0.004926","0.047783","0.044504","0.005049","0.000672","0.009121","0.011405","0.201135","0.000429","0.010742","0.001809","0.000111"
"204","0.070014","0.018526","0.004902","0.049613","0.043652","0.005605","0.000683","0.009366","0.012259","0.200573","0.001633","0.010989","0.002275","0.000275"
"205","0.069843","0.018458","0.004878","0.050126","0.042412","0.004993","0.000482","0.010490","0.009149","0.200621","0.000768","0.012069","0.003234","0.002224"
"206","0.069673","0.018391","0.004854","0.049338","0.042174","0.005797","0.000485","0.008576","0.010159","0.200181","0.001238","0.011964","0.002515","0.002228"
"207","0.069505","0.018324","0.004831","0.050653","0.041151","0.006956","0.000457","0.008682","0.010893","0.199985","0.002138","0.010752","0.002820","0.001395"
"208","0.069338","0.018258","0.004808","0.050669","0.039785","0.006456","0.001178","0.008559","0.011073","0.199303","0.003170","0.010693","0.003131","0.000448"
"209","0.069171","0.018192","0.004785","0.049403","0.039083","0.007555","0.000636","0.009587","0.010896","0.199504","0.002025","0.008242","0.003325","0.000668"
"210","0.069007","0.018127","0.004762","0.050220","0.037915","0.007945","0.001302","0.010354","0.009560","0.199217","0.003029","0.006467","0.004211","0.001460"
"211","0.068843","0.018063","0.004739","0.049757","0.036997","0.009073","0.000236","0.009619","0.008660","0.199173","0.003264","0.005606","0.003657","0.001824"
"212","0.068680","0.017999","0.004717","0.051358","0.035682","0.007503","0.000329","0.010377","0.009716","0.198642","0.004041","0.003404","0.002185","0.000583"
"213","0.068519","0.017936","0.004695","0.051679","0.035191","0.007874","0.000389","0.011355","0.010625","0.198719","0.002097","0.002987","0.003298","0.000196"
"214","0.068359","0.017873","0.004673","0.050737","0.034103","0.007822","0.000624","0.010941","0.010654","0.198310","0.001813","0.002170","0.002993","0.000535"
"215","0.068199","0.017810","0.004651","0.051842","0.033317","0.008858","0.000082","0.009437","0.010751","0.198144","0.001950","0.000902","0.003813","0.000101"
"216","0.068041","0.017748","0.004630","0.051685","0.032067","0.009917","0.000773","0.009663","0.009950","0.197492","0.003013","0.001729","0.004747","0.001203"
"217","0.067884","0.017687","0.004608","0.053555","0.031073","0.009529","0.000827","0.010733","0.009179","0.197631","0.002265","0.000609","0.004418","0.000533"
"218","0.067729","0.017626","0.004587","0.054166","0.029670","0.010413","0.000280","0.009262","0.010171","0.197283","0.001892","0.001372","0.004745","0.000005"
"219","0.067574","0.017566","0.004566","0.053531","0.029062","0.011297","0.000134","0.009719","0.010407","0.197178","0.001362","0.002500","0.004677","0.000889"
"220","0.067420","0.017506","0.004545","0.054907","0.027897","0.011285","0.000657","0.009515","0.010649","0.196587","0.001835","0.002856","0.004413","0.000157"
"221","0.067267","0.017446","0.004525","0.055040","0.027031","0.010122","0.000752","0.010403","0.010190","0.196604","0.000594","0.001103","0.004564","0.000817"
"222","0.067116","0.017387","0.004505","0.053941","0.025700","0.010561","0.001541","0.007899","0.010374","0.196135","0.000037","0.001541","0.005433","0.000428"
"223","0.066965","0.017329","0.004484","0.054840","0.025376","0.011633","0.002088","0.007497","0.009624","0.195909","0.000917","0.001562","0.002598","0.000075"
"224","0.066815","0.017271","0.004464","0.054509","0.024313","0.010549","0.002638","0.008442","0.008854","0.195197","0.001956","0.000042","0.003489","0.000555"
"225","0.066667","0.017213","0.004444","0.056157","0.022832","0.011233","0.001331","0.009104","0.009621","0.195414","0.000764","0.001119","0.004453","0.000419"
"226","0.066519","0.017156","0.004425","0.056579","0.022132","0.011192","0.002254","0.009314","0.010565","0.195143","0.001120","0.000030","0.005315","0.001507"
"227","0.066372","0.017099","0.004405","0.055786","0.020898","0.012116","0.003171","0.008082","0.010730","0.195115","0.001319","0.000782","0.002851","0.003823"
"228","0.066227","0.017043","0.004386","0.056957","0.019960","0.009949","0.004251","0.008545","0.011153","0.194600","0.002248","0.001833","0.001760","0.003793"
"229","0.066082","0.016987","0.004367","0.056916","0.018556","0.009865","0.002144","0.008979","0.009345","0.194694","0.000985","0.001151","0.001912","0.004180"
"230","0.065938","0.016932","0.004348","0.055675","0.018070","0.009324","0.002156","0.007919","0.009298","0.194300","0.001093","0.000702","0.000241","0.003430"
"231","0.065795","0.016877","0.004329","0.056384","0.016939","0.010069","0.003194","0.008785","0.009975","0.194150","0.001588","0.001034","0.000100","0.002828"
"232","0.065653","0.016822","0.004310","0.055895","0.016149","0.010600","0.003554","0.008622","0.010921","0.193513","0.002512","0.001249","0.002155","0.002356"
"233","0.065512","0.016768","0.004292","0.057338","0.014835","0.009722","0.003605","0.009518","0.011156","0.193668","0.001551","0.001971","0.001684","0.002117"
"234","0.065372","0.016714","0.004274","0.057585","0.013818","0.010298","0.004448","0.007292","0.009645","0.193335","0.000941","0.002284","0.001261","0.002852"
"235","0.065233","0.016661","0.004255","0.056648","0.012332","0.010812","0.003874","0.007367","0.008494","0.193246","0.000186","0.002399","0.002359","0.002057"
"236","0.065094","0.016608","0.004237","0.057630","0.011729","0.010259","0.004586","0.006762","0.009061","0.192670","0.000836","0.003317","0.001357","0.001060"
"237","0.064957","0.016555","0.004219","0.057429","0.010522","0.008572","0.003216","0.007438","0.009680","0.192703","0.000893","0.004179","0.000311","0.000190"
"238","0.064820","0.016503","0.004202","0.059131","0.009649","0.008644","0.004207","0.008083","0.010578","0.192248","0.000092","0.004672","0.000096","0.001121"
"239","0.064685","0.016451","0.004184","0.059652","0.008257","0.009572","0.004451","0.007326","0.010943","0.192038","0.000922","0.004260","0.000672","0.000826"
"240","0.064550","0.016400","0.004167","0.059004","0.007917","0.007934","0.004006","0.007945","0.010286","0.191341","0.001944","0.004180","0.000116","0.000181"
"241","0.064416","0.016349","0.004149","0.060246","0.006830","0.008210","0.004802","0.008306","0.010785","0.191528","0.001660","0.004899","0.000421","0.001044"
"242","0.064282","0.016298","0.004132","0.060319","0.005272","0.007747","0.003934","0.007989","0.011715","0.191226","0.001646","0.004768","0.000566","0.000021"
"243","0.064150","0.016248","0.004115","0.059237","0.004576","0.008446","0.004215","0.006328","0.011989","0.191168","0.001615","0.003886","0.000980","0.000236"
"244","0.064018","0.016198","0.004098","0.060031","0.003302","0.005714","0.003600","0.006429","0.011398","0.190623","0.001848","0.003353","0.000294","0.000470"
"245","0.063888","0.016148","0.004082","0.059671","0.002356","0.005187","0.004385","0.007373","0.011417","0.190686","0.000726","0.003312","0.001515","0.000382"
"246","0.063758","0.016099","0.004065","0.061171","0.000898","0.005982","0.003664","0.005900","0.009977","0.190263","0.000223","0.004102","0.000965","0.001362"
"247","0.063628","0.016050","0.004049","0.061519","0.000416","0.006419","0.003363","0.006318","0.009661","0.190083","0.000260","0.004780","0.001380","0.001935"
"248","0.063500","0.016002","0.004032","0.060724","0.000737","0.006436","0.003976","0.005787","0.009950","0.189416","0.001075","0.005134","0.001430","0.002166"
"249","0.063372","0.015953","0.004016","0.061779","0.002360","0.005076","0.002809","0.006408","0.010914","0.189542","0.000126","0.005744","0.000709","0.002669"
"250","0.063246","0.015905","0.004000","0.061692","0.003138","0.005331","0.003722","0.003768","0.011807","0.189180","0.000449","0.006714","0.002709","0.003586"
"251","0.063119","0.015858","0.003984","0.060476","0.004474","0.005466","0.003618","0.003326","0.012646","0.189061","0.000506","0.005580","0.003804","0.004545"
"252","0.062994","0.015811","0.003968","0.061096","0.004591","0.004388","0.001758","0.004176","0.012109","0.188455","0.001248","0.006254","0.003216","0.001947"
"253","0.062869","0.015764","0.003953","0.060588","0.005600","0.005071","0.002133","0.004594","0.012581","0.188459","0.000008","0.004060","0.002231","0.001013"
"254","0.062746","0.015717","0.003937","0.061902","0.007113","0.004760","0.002076","0.005544","0.011379","0.187976","0.000008","0.004903","0.002722","0.001972"
"255","0.062622","0.015671","0.003922","0.062089","0.007697","0.005497","0.002736","0.004255","0.010628","0.187736","0.000973","0.003920","0.001940","0.000731"
"256","0.062500","0.015625","0.003906","0.061158","0.008905","0.003311","0.002867","0.004513","0.011121","0.187011","0.001934","0.004532","0.003850","0.000513"
"257","0.062378","0.015579","0.003891","0.062039","0.010582","0.003166","0.003158","0.004454","0.011258","0.187254","0.000935","0.004617","0.002901","0.000382"
"258","0.062257","0.015534","0.003876","0.061804","0.011429","0.002271","0.002276","0.005381","0.009891","0.187009","0.001174","0.004911","0.001949","0.000558"
"259","0.062137","0.015489","0.003861","0.063367","0.012818","0.002710","0.003101","0.006242","0.010151","0.187007","0.001395","0.005727","0.002541","0.000092"
"260","0.062017","0.015444","0.003846","0.063814","0.013148","0.003656","0.003842","0.005889","0.010637","0.186518","0.002171","0.005125","0.001693","0.001994"
"261","0.061898","0.015400","0.003831","0.063157","0.014214","0.002662","0.004584","0.006651","0.010824","0.186637","0.001018","0.005901","0.001205","0.002520"
"262","0.061780","0.015356","0.003817","0.064287","0.015776","0.003150","0.002917","0.007391","0.009533","0.186269","0.001070","0.006601","0.001321","0.001648"
"263","0.061663","0.015312","0.003802","0.064313","0.016441","0.003245","0.003799","0.007308","0.007031","0.186145","0.001582","0.007471","0.001429","0.000982"
"264","0.061546","0.015269","0.003788","0.063246","0.017700","0.004134","0.003971","0.006359","0.007800","0.185534","0.002387","0.007051","0.000781","0.001266"
"265","0.061430","0.015225","0.003774","0.063954","0.018617","0.002274","0.001738","0.006752","0.007158","0.185714","0.001528","0.007129","0.000488","0.001480"
"266","0.061314","0.015182","0.003759","0.063569","0.020064","0.002170","0.001831","0.007664","0.006966","0.185407","0.000917","0.007681","0.000287","0.000667"
"267","0.061199","0.015140","0.003745","0.064947","0.020522","0.003012","0.002430","0.006688","0.007084","0.185343","0.000297","0.008440","0.001768","0.000903"
"268","0.061085","0.015097","0.003731","0.065234","0.021649","0.003807","0.002489","0.007254","0.007729","0.184792","0.000860","0.005823","0.001119","0.002369"
"269","0.060971","0.015055","0.003717","0.064439","0.023265","0.004071","0.003009","0.007191","0.007289","0.184850","0.000680","0.005416","0.001948","0.001841"
"270","0.060858","0.015013","0.003704","0.065397","0.024009","0.003343","0.001929","0.007994","0.007766","0.184420","0.000121","0.005783","0.002458","0.002133"
"271","0.060746","0.014972","0.003690","0.065273","0.025323","0.003836","0.002743","0.006212","0.008204","0.184235","0.000902","0.004358","0.003639","0.001655"
"272","0.060634","0.014930","0.003676","0.066889","0.025482","0.004496","0.001256","0.006114","0.008234","0.183562","0.001807","0.005142","0.002967","0.001096"
"273","0.060523","0.014889","0.003663","0.067426","0.026458","0.003892","0.001000","0.006973","0.009065","0.183773","0.001553","0.005452","0.002052","0.001019"
"274","0.060412","0.014849","0.003650","0.066892","0.027949","0.004649","0.001590","0.007650","0.009645","0.183496","0.001594","0.005250","0.001227","0.000505"
"275","0.060302","0.014808","0.003636","0.068088","0.028502","0.004763","0.001007","0.008091","0.009772","0.183463","0.001507","0.003831","0.001711","0.000998"
"276","0.060193","0.014768","0.003623","0.068215","0.029679","0.005583","0.000565","0.007391","0.010130","0.182942","0.001712","0.003268","0.001121","0.000127"
"277","0.060084","0.014728","0.003610","0.067281","0.031335","0.004095","0.001188","0.007870","0.009216","0.183030","0.000574","0.004099","0.001405","0.000727"
"278","0.059976","0.014688","0.003597","0.068067","0.032145","0.004232","0.000502","0.008393","0.008764","0.182630","0.000075","0.003693","0.001585","0.001575"
"279","0.059868","0.014649","0.003584","0.067794","0.033502","0.003945","0.000911","0.007863","0.006796","0.182474","0.000295","0.004154","0.002121","0.000241"
"280","0.059761","0.014609","0.003571","0.069228","0.033820","0.004631","0.000096","0.008675","0.007486","0.181832","0.000989","0.004403","0.001957","0.000525"
"281","0.059655","0.014570","0.003559","0.069605","0.034847","0.005334","0.000867","0.008777","0.007882","0.181981","0.000108","0.004954","0.001302","0.000064"
"282","0.059549","0.014532","0.003546","0.068932","0.036376","0.004826","0.000568","0.009572","0.007676","0.181643","0.000482","0.005534","0.002702","0.000216"
"283","0.059444","0.014493","0.003534","0.069957","0.037007","0.005434","0.000320","0.008123","0.008124","0.181548","0.000502","0.006389","0.002782","0.000675"
"284","0.059339","0.014455","0.003521","0.069934","0.038225","0.005944","0.000453","0.008331","0.007406","0.180966","0.001161","0.007224","0.004108","0.001538"
"285","0.059235","0.014417","0.003509","0.068870","0.039913","0.005761","0.000110","0.008005","0.007832","0.180994","0.000054","0.007956","0.004080","0.002157"
"286","0.059131","0.014379","0.003497","0.069496","0.040779","0.004591","0.000225","0.008587","0.007346","0.180533","0.000052","0.007030","0.003760","0.002895"
"287","0.059028","0.014341","0.003484","0.069083","0.042172","0.004793","0.000275","0.006168","0.008179","0.180317","0.000798","0.006785","0.004606","0.003067"
"288","0.058926","0.014304","0.003472","0.070347","0.042595","0.005621","0.000476","0.005717","0.008178","0.179615","0.001620","0.006206","0.003914","0.003714"
"289","0.058824","0.014267","0.003460","0.070574","0.044425","0.004545","0.001083","0.006359","0.006468","0.179841","0.001079","0.006535","0.003242","0.003675"
"290","0.058722","0.014230","0.003448","0.069770","0.045486","0.004973","0.001578","0.006760","0.006990","0.179579","0.000602","0.007202","0.003439","0.004360"
"291","0.058621","0.014193","0.003436","0.070635","0.047031","0.004741","0.000268","0.006727","0.007089","0.179561","0.000437","0.007468","0.003398","0.004883"
"292","0.058521","0.014157","0.003425","0.070472","0.047718","0.005394","0.001118","0.005582","0.006734","0.179055","0.000768","0.007831","0.002872","0.005474"
"293","0.058421","0.014120","0.003413","0.071966","0.048962","0.003410","0.001890","0.005824","0.006381","0.179159","0.001096","0.007751","0.002830","0.005821"
"294","0.058321","0.014084","0.003401","0.072433","0.049118","0.003179","0.001939","0.006038","0.006311","0.178774","0.000490","0.008460","0.004309","0.005181"
"295","0.058222","0.014049","0.003390","0.071879","0.050810","0.003967","0.000065","0.005127","0.006617","0.178633","0.000007","0.008145","0.004071","0.003482"
"296","0.058124","0.014013","0.003378","0.072974","0.051711","0.004414","0.000168","0.005665","0.006652","0.178006","0.000497","0.008089","0.003713","0.004094"
"297","0.058026","0.013978","0.003367","0.073051","0.053115","0.004692","0.001003","0.005346","0.005275","0.178170","0.000956","0.008582","0.003441","0.004365"
"298","0.057928","0.013942","0.003356","0.072115","0.053611","0.003774","0.001407","0.005992","0.005156","0.177847","0.000678","0.009187","0.002934","0.004681"
"299","0.057831","0.013907","0.003344","0.072822","0.055438","0.004124","0.001535","0.004099","0.003120","0.177767","0.000938","0.008596","0.002133","0.004071"
"300","0.057735","0.013873","0.003333","0.072517","0.056521","0.004330","0.001842","0.003909","0.003344","0.177200","0.000156","0.008745","0.003782","0.003446"
"301","0.057639","0.013838","0.003322","0.073843","0.058071","0.003700","0.002618","0.003234","0.003682","0.177242","0.000892","0.008795","0.002950","0.002759"
"302","0.057544","0.013804","0.003311","0.074160","0.058801","0.004463","0.001800","0.003589","0.003888","0.176797","0.000662","0.009293","0.002490","0.002409"
"303","0.057448","0.013769","0.003300","0.073473","0.060057","0.004350","0.002473","0.003989","0.002368","0.176595","0.000137","0.008293","0.002539","0.002034"
"304","0.057354","0.013736","0.003289","0.074410","0.060331","0.005037","0.001184","0.003065","0.003168","0.175907","0.000613","0.007638","0.002893","0.002627"
"305","0.057260","0.013702","0.003279","0.074346","0.062020","0.003483","0.001066","0.003435","0.003901","0.176102","0.000031","0.008243","0.004607","0.001955"
"306","0.057166","0.013668","0.003268","0.073287","0.062947","0.003562","0.001469","0.003499","0.004556","0.175810","0.000749","0.008779","0.004511","0.002426"
"307","0.057073","0.013635","0.003257","0.073843","0.064355","0.002967","0.001078","0.004297","0.005216","0.175761","0.001002","0.007137","0.003884","0.001311"
"308","0.056980","0.013602","0.003247","0.073405","0.064907","0.003415","0.001831","0.002681","0.004791","0.175224","0.001603","0.007472","0.003078","0.001642"
"309","0.056888","0.013568","0.003236","0.074573","0.066723","0.004213","0.001626","0.002542","0.002852","0.175297","0.000425","0.007601","0.002359","0.002427"
"310","0.056796","0.013536","0.003226","0.074748","0.067822","0.003588","0.002093","0.003249","0.000543","0.174882","0.000341","0.007688","0.001876","0.003028"
"311","0.056705","0.013503","0.003215","0.073937","0.067775","0.004132","0.001460","0.003967","0.001138","0.174711","0.000547","0.008381","0.001926","0.003100"
"312","0.056614","0.013471","0.003205","0.074724","0.069316","0.004304","0.002205","0.004139","0.001907","0.174053","0.001311","0.009141","0.001311","0.003163"
"313","0.056523","0.013438","0.003195","0.074527","0.070077","0.005069","0.002332","0.003563","0.002546","0.174187","0.000915","0.008229","0.001451","0.001824"
"314","0.056433","0.013406","0.003185","0.075917","0.071335","0.003721","0.001788","0.003983","0.001782","0.173833","0.000777","0.008866","0.001439","0.001944"
"315","0.056344","0.013374","0.003175","0.076323","0.071689","0.003778","0.002407","0.004660","0.002455","0.173724","0.000529","0.007819","0.001205","0.001580"
"316","0.056254","0.013342","0.003165","0.075752","0.073360","0.003651","0.001313","0.004169","0.000865","0.173126","0.000930","0.007319","0.001059","0.001371"
"317","0.056166","0.013311","0.003155","0.076762","0.074304","0.004354","0.001334","0.004818","0.001446","0.173139","0.000599","0.007604","0.000281","0.001705"
"318","0.056077","0.013279","0.003145","0.076796","0.075704","0.004777","0.001165","0.004898","0.001630","0.172664","0.000141","0.007419","0.000074","0.002450"
"319","0.055989","0.013248","0.003135","0.075860","0.076298","0.004321","0.001617","0.005603","0.002368","0.172433","0.000596","0.006910","0.000686","0.002784"
"320","0.055902","0.013217","0.003125","0.076497","0.078090","0.004822","0.001590","0.004276","0.002615","0.171715","0.001367","0.006603","0.000868","0.003457"
"321","0.055815","0.013186","0.003115","0.076165","0.079193","0.005425","0.002244","0.004355","0.003150","0.171949","0.001152","0.004916","0.000400","0.003017"
"322","0.055728","0.013156","0.003106","0.077398","0.079310","0.005124","0.002692","0.004179","0.002751","0.171695","0.001079","0.005231","0.000027","0.003643"
"323","0.055641","0.013125","0.003096","0.077663","0.080834","0.004135","0.002971","0.004782","0.002478","0.171685","0.001115","0.004262","0.000377","0.003672"
"324","0.055556","0.013095","0.003086","0.076966","0.081618","0.004333","0.001970","0.005297","0.002574","0.171187","0.001291","0.004288","0.001578","0.003495"
"325","0.055470","0.013064","0.003077","0.077826","0.083513","0.005057","0.002634","0.004921","0.003293","0.171298","0.000656","0.004736","0.001109","0.002588"
"326","0.055385","0.013034","0.003067","0.077726","0.084755","0.004020","0.001069","0.005453","0.003519","0.170922","0.000337","0.003643","0.000857","0.003279"
"327","0.055300","0.013004","0.003058","0.079174","0.085160","0.004289","0.001151","0.005907","0.003551","0.170789","0.000086","0.002245","0.000173","0.002508"
"328","0.055216","0.012975","0.003049","0.079662","0.086796","0.004157","0.001888","0.005671","0.003663","0.170169","0.000658","0.002145","0.000235","0.001771"
"329","0.055132","0.012945","0.003040","0.079196","0.087739","0.004780","0.002133","0.004719","0.003137","0.170341","0.000299","0.002374","0.000597","0.002076"
"330","0.055048","0.012916","0.003030","0.080272","0.089114","0.002992","0.000141","0.004852","0.002975","0.170026","0.000351","0.002946","0.001149","0.002792"
"331","0.054965","0.012886","0.003021","0.080396","0.089731","0.002730","0.000303","0.005564","0.003449","0.169953","0.000348","0.003310","0.000938","0.003290"
"332","0.054882","0.012857","0.003012","0.079572","0.091479","0.003346","0.000890","0.004531","0.003765","0.169394","0.000933","0.002628","0.000046","0.002296"
"333","0.054800","0.012828","0.003003","0.080284","0.092570","0.003841","0.000336","0.004852","0.003989","0.169444","0.000007","0.001363","0.000021","0.000625"
"334","0.054718","0.012799","0.002994","0.080049","0.092774","0.003906","0.000893","0.004717","0.003475","0.169006","0.000025","0.000005","0.001067","0.000345"
"335","0.054636","0.012771","0.002985","0.081341","0.094263","0.003088","0.000203","0.005317","0.002415","0.168813","0.000522","0.000379","0.000882","0.001154"
"336","0.054554","0.012742","0.002976","0.081688","0.095053","0.003369","0.000520","0.003640","0.001868","0.168132","0.001125","0.001070","0.000898","0.000892"
"337","0.054473","0.012714","0.002967","0.081095","0.096897","0.003703","0.000760","0.003433","0.002575","0.168335","0.000235","0.001655","0.001253","0.000730"
"338","0.054393","0.012686","0.002959","0.082023","0.098116","0.003014","0.000506","0.004087","0.003288","0.168050","0.000636","0.002360","0.002304","0.002662"
"339","0.054313","0.012658","0.002950","0.082012","0.098559","0.003540","0.001106","0.004471","0.003662","0.168008","0.000677","0.002729","0.001765","0.004017"
"340","0.054233","0.012630","0.002941","0.081068","0.100152","0.003463","0.001427","0.004670","0.004048","0.167479","0.001402","0.003322","0.001750","0.003460"
"341","0.054153","0.012602","0.002933","0.081638","0.101088","0.004071","0.000876","0.003809","0.003273","0.167559","0.000650","0.003228","0.001289","0.004159"
"342","0.054074","0.012574","0.002924","0.081276","0.101034","0.002613","0.001498","0.004108","0.001344","0.167152","0.000820","0.003651","0.000937","0.005042"
"343","0.053995","0.012547","0.002915","0.082420","0.102373","0.002583","0.001182","0.004365","0.001480","0.166988","0.000999","0.004315","0.000224","0.004497"
"344","0.053916","0.012519","0.002907","0.082633","0.103004","0.002128","0.001673","0.003784","0.001047","0.166338","0.001619","0.004128","0.000411","0.004113"
"345","0.053838","0.012492","0.002899","0.081920","0.104695","0.002576","0.000844","0.004437","0.000739","0.166480","0.000961","0.003706","0.000557","0.003685"
"346","0.053760","0.012465","0.002890","0.082706","0.105766","0.003035","0.001541","0.004329","0.000510","0.166133","0.000482","0.004383","0.000274","0.003823"
"347","0.053683","0.012438","0.002882","0.082568","0.106028","0.002429","0.001393","0.004927","0.000369","0.166031","0.000017","0.003737","0.000566","0.004516"
"348","0.053606","0.012411","0.002874","0.083921","0.107473","0.002842","0.001752","0.003569","0.000284","0.165441","0.000451","0.003608","0.000854","0.004394"
"349","0.053529","0.012385","0.002865","0.084350","0.108260","0.003096","0.001631","0.003639","0.000518","0.165461","0.000734","0.004278","0.000255","0.004472"
"350","0.053452","0.012358","0.002857","0.083860","0.109457","0.002783","0.002206","0.003167","0.000862","0.164993","0.000127","0.004927","0.000618","0.004330"
"351","0.053376","0.012332","0.002849","0.084856","0.109930","0.001585","0.002480","0.003550","0.001328","0.164769","0.000487","0.005137","0.000012","0.004649"
"352","0.053300","0.012305","0.002841","0.084934","0.111479","0.001616","0.002596","0.004125","0.000357","0.164058","0.001150","0.004368","0.000721","0.005745"
"353","0.053225","0.012279","0.002833","0.084100","0.112408","0.002268","0.001859","0.003566","0.000106","0.164277","0.000519","0.002970","0.000236","0.005052"
"354","0.053149","0.012253","0.002825","0.084745","0.112470","0.001174","0.002434","0.003993","0.000334","0.164008","0.000965","0.002787","0.000390","0.005582"
"355","0.053074","0.012227","0.002817","0.084479","0.113776","0.001417","0.001138","0.004135","0.000670","0.163982","0.001155","0.003001","0.000802","0.005700"
"356","0.053000","0.012201","0.002809","0.085685","0.114418","0.001042","0.001180","0.004815","0.000338","0.163468","0.001571","0.003046","0.001050","0.005990"
"357","0.052926","0.012176","0.002801","0.085980","0.115477","0.001499","0.001843","0.003622","0.000562","0.163564","0.000359","0.003716","0.000520","0.005529"
"358","0.052852","0.012150","0.002793","0.085369","0.115791","0.000390","0.001966","0.003644","0.000165","0.163172","0.000139","0.004250","0.001059","0.006555"
"359","0.052778","0.012125","0.002786","0.086224","0.117202","0.000738","0.000234","0.004320","0.000213","0.163024","0.000367","0.004378","0.000485","0.007618"
"360","0.052705","0.012100","0.002778","0.086174","0.117993","0.000142","0.000403","0.004965","0.000201","0.162389","0.001026","0.004008","0.000862","0.006906"
"361","0.052632","0.012075","0.002770","0.087584","0.117734","0.000095","0.000828","0.005328","0.001000","0.162546","0.000594","0.003419","0.001462","0.006332"
"362","0.052559","0.012049","0.002762","0.088088","0.118905","0.000779","0.000572","0.004907","0.000309","0.162215","0.000462","0.004100","0.000048","0.005890"
