"Sample","N^-0.5","N^-0.75","N^-1","Golden Ratio","Golden Ratio Spiral","R2","R2 Spiral","R2 Jittered","White Noise","Hammersley","Sobol","Blue Noise","Projective Blue Noise","Projective Blue Noise 2"
"363","0.052486","0.012025","0.002755","0.087694","0.119405","0.000184","0.000756","0.005361","0.000794","0.162128","0.000082","0.003852","0.001708","0.005346"
"364","0.052414","0.012000","0.002747","0.088753","0.120330","0.000000","0.001200","0.005926","0.000830","0.161553","0.000349","0.002919","0.001181","0.005698"
"365","0.052342","0.011975","0.002740","0.088913","0.120474","0.000011","0.000285","0.005602","0.000271","0.161588","0.001147","0.002998","0.001147","0.005038"
"366","0.052271","0.011951","0.002732","0.088180","0.121753","0.000631","0.000909","0.006245","0.000335","0.161135","0.000755","0.003653","0.001135","0.004458"
"367","0.052200","0.011926","0.002725","0.088895","0.122410","0.001179","0.000983","0.006438","0.000956","0.160927","0.000271","0.004101","0.000668","0.004097"
"368","0.052129","0.011902","0.002717","0.088717","0.123453","0.000929","0.000823","0.007067","0.000477","0.160231","0.000379","0.004731","0.000043","0.004000"
"369","0.052058","0.011878","0.002710","0.089980","0.123809","0.001443","0.001283","0.006101","0.000121","0.160419","0.000046","0.004463","0.000344","0.003526"
"370","0.051988","0.011854","0.002703","0.090350","0.124606","0.002011","0.000939","0.006324","0.000307","0.160119","0.000163","0.005117","0.000154","0.003682"
"371","0.051917","0.011830","0.002695","0.089834","0.124548","0.001940","0.001031","0.006256","0.000942","0.160063","0.000277","0.004473","0.000201","0.003013"
"372","0.051848","0.011806","0.002688","0.090753","0.125701","0.001237","0.000590","0.006823","0.000231","0.159519","0.000066","0.003971","0.000376","0.002989"
"373","0.051778","0.011782","0.002681","0.090785","0.126226","0.001498","0.001104","0.005249","0.000156","0.159585","0.001231","0.003168","0.000125","0.003392"
"374","0.051709","0.011758","0.002674","0.089935","0.127145","0.002153","0.000466","0.004997","0.000890","0.159162","0.000600","0.003063","0.000507","0.004502"
"375","0.051640","0.011735","0.002667","0.090517","0.127352","0.001451","0.000824","0.005530","0.000539","0.158984","0.000211","0.003650","0.001071","0.003920"
"376","0.051571","0.011711","0.002660","0.090216","0.128024","0.001819","0.000215","0.005967","0.001790","0.158319","0.000285","0.004240","0.001064","0.004910"
"377","0.051503","0.011688","0.002653","0.091340","0.129056","0.001804","0.000819","0.005967","0.001394","0.158446","0.000677","0.003510","0.001666","0.004630"
"378","0.051434","0.011665","0.002646","0.091582","0.129450","0.002383","0.001084","0.005241","0.002427","0.158085","0.000505","0.003642","0.002285","0.004331"
"379","0.051367","0.011642","0.002639","0.090949","0.130250","0.001034","0.000910","0.005467","0.002508","0.157968","0.000571","0.003549","0.002927","0.004106"
"380","0.051299","0.011619","0.002632","0.091735","0.130292","0.000950","0.001407","0.005803","0.002290","0.157364","0.000030","0.004041","0.002675","0.004800"
"381","0.051232","0.011596","0.002625","0.091644","0.131423","0.001567","0.001398","0.005176","0.002332","0.157369","0.000485","0.004655","0.002286","0.004147"
"382","0.051164","0.011573","0.002618","0.092967","0.131968","0.002044","0.000907","0.005634","0.003634","0.156887","0.000278","0.005028","0.002551","0.003722"
"383","0.051098","0.011551","0.002611","0.093414","0.132878","0.002288","0.001396","0.005559","0.003672","0.156649","0.000346","0.004179","0.003026","0.003138"
"384","0.051031","0.011528","0.002604","0.092991","0.133134","0.001728","0.000343","0.006093","0.003076","0.155924","0.000991","0.004697","0.003503","0.002924"
"385","0.050965","0.011505","0.002597","0.093975","0.133811","0.002064","0.000946","0.004818","0.002636","0.156162","0.000756","0.003289","0.003371","0.002430"
"386","0.050899","0.011483","0.002591","0.094089","0.133629","0.002412","0.000982","0.004777","0.002032","0.155913","0.000583","0.003773","0.003570","0.002993"
"387","0.050833","0.011461","0.002584","0.093339","0.134639","0.002006","0.000513","0.004389","0.001634","0.155906","0.000613","0.003667","0.004148","0.002517"
"388","0.050767","0.011439","0.002577","0.093991","0.135059","0.002599","0.000353","0.004788","0.001290","0.155413","0.000967","0.003759","0.003989","0.002034"
"389","0.050702","0.011417","0.002571","0.093778","0.135850","0.002632","0.000285","0.005166","0.001422","0.155528","0.000192","0.004066","0.004307","0.001902"
"390","0.050637","0.011395","0.002564","0.094961","0.135962","0.003203","0.000573","0.004591","0.002457","0.155156","0.000383","0.003563","0.004219","0.001551"
"391","0.050572","0.011373","0.002558","0.095280","0.136520","0.002132","0.000787","0.004942","0.002047","0.155028","0.000835","0.004190","0.004568","0.002091"
"392","0.050508","0.011351","0.002551","0.094740","0.137414","0.002248","0.001110","0.005229","0.001818","0.154412","0.001230","0.003849","0.004458","0.002316"
"393","0.050443","0.011329","0.002545","0.095591","0.137709","0.001959","0.001686","0.004869","0.002331","0.154589","0.000126","0.004394","0.005014","0.002302"
"394","0.050379","0.011308","0.002538","0.095582","0.138386","0.002399","0.000951","0.003765","0.002030","0.154277","0.000211","0.004393","0.004926","0.002836"
"395","0.050315","0.011286","0.002532","0.094720","0.138332","0.002986","0.001491","0.003822","0.001525","0.154209","0.000019","0.002901","0.004740","0.003699"
"396","0.050252","0.011265","0.002525","0.095243","0.138775","0.002607","0.000381","0.004383","0.001862","0.153654","0.000566","0.003227","0.004670","0.003550"
"397","0.050189","0.011244","0.002519","0.094913","0.139557","0.003060","0.000291","0.003392","0.002520","0.153708","0.000056","0.002188","0.005178","0.003566"
"398","0.050125","0.011222","0.002513","0.095964","0.139724","0.003340","0.000624","0.003571","0.002315","0.153275","0.000064","0.001430","0.005602","0.003072"
"399","0.050063","0.011201","0.002506","0.096160","0.140289","0.003259","0.000398","0.003260","0.001983","0.153086","0.000536","0.001069","0.005221","0.003171"
"400","0.050000","0.011180","0.002500","0.095507","0.141164","0.002368","0.001000","0.003663","0.001366","0.152409","0.001076","0.001638","0.005274","0.002604"
"401","0.049938","0.011159","0.002494","0.096230","0.141489","0.002495","0.000706","0.001916","0.001214","0.152616","0.000459","0.001993","0.005033","0.002914"
"402","0.049875","0.011139","0.002488","0.096105","0.142160","0.003108","0.001123","0.001571","0.000905","0.152335","0.000927","0.001640","0.005630","0.002648"
"403","0.049814","0.011118","0.002481","0.097349","0.142186","0.002347","0.000523","0.002090","0.000477","0.152298","0.001043","0.001804","0.005701","0.002354"
"404","0.049752","0.011097","0.002475","0.097745","0.142640","0.002703","0.001134","0.002292","0.000591","0.151773","0.001425","0.001452","0.006301","0.003119"
"405","0.049690","0.011077","0.002469","0.097297","0.143404","0.002482","0.001342","0.002333","0.000083","0.151857","0.000354","0.000913","0.006506","0.002610"
"406","0.049629","0.011056","0.002463","0.098214","0.143611","0.002933","0.000909","0.001513","0.000006","0.151454","0.000167","0.000536","0.006161","0.002104"
"407","0.049568","0.011036","0.002457","0.098288","0.144174","0.001480","0.001420","0.001676","0.000189","0.151295","0.000249","0.000686","0.005307","0.001892"
"408","0.049507","0.011016","0.002451","0.097522","0.144026","0.001324","0.000606","0.001726","0.000553","0.150648","0.000857","0.000161","0.004693","0.001386"
"409","0.049447","0.010995","0.002445","0.098117","0.144371","0.000740","0.000758","0.001118","0.000379","0.150794","0.000636","0.000308","0.005011","0.001434"
"410","0.049386","0.010975","0.002439","0.097873","0.145030","0.001010","0.000564","0.001586","0.000207","0.150452","0.000664","0.000914","0.004248","0.001228"
"411","0.049326","0.010955","0.002433","0.098985","0.145114","0.001289","0.000985","0.001392","0.000292","0.150354","0.000501","0.001304","0.004726","0.001046"
"412","0.049266","0.010935","0.002427","0.099258","0.145573","0.000602","0.000881","0.001839","0.000036","0.149768","0.000835","0.001795","0.004816","0.001005"
"413","0.049207","0.010915","0.002421","0.098697","0.145810","0.000868","0.000646","0.002366","0.000141","0.149792","0.000256","0.002279","0.004362","0.000705"
"414","0.049147","0.010896","0.002415","0.099486","0.146368","0.000930","0.001233","0.002242","0.000425","0.149328","0.000172","0.002610","0.003926","0.000374"
"415","0.049088","0.010876","0.002410","0.099442","0.146315","0.001511","0.001626","0.001630","0.000587","0.149108","0.000712","0.002639","0.004438","0.000191"
"416","0.049029","0.010856","0.002404","0.100744","0.146673","0.000278","0.000794","0.001848","0.000676","0.148401","0.001252","0.003000","0.004869","0.000722"
"417","0.048970","0.010837","0.002398","0.101211","0.147313","0.000174","0.001332","0.002438","0.000148","0.148624","0.000605","0.003381","0.004365","0.001305"
"418","0.048912","0.010817","0.002392","0.100849","0.147439","0.000688","0.001317","0.001795","0.001110","0.148358","0.000851","0.003388","0.004817","0.000875"
"419","0.048853","0.010798","0.002387","0.101828","0.147896","0.001219","0.000052","0.002077","0.000744","0.148336","0.000947","0.002950","0.005386","0.000757"
"420","0.048795","0.010779","0.002381","0.101978","0.147637","0.001314","0.000184","0.002124","0.000471","0.147827","0.001482","0.003448","0.004862","0.000694"
"421","0.048737","0.010759","0.002375","0.101303","0.147894","0.000820","0.000766","0.002657","0.000082","0.147927","0.000840","0.002893","0.005433","0.001865"
"422","0.048679","0.010740","0.002370","0.101965","0.148435","0.001120","0.000936","0.001460","0.000960","0.147539","0.000935","0.003072","0.005864","0.001544"
"423","0.048622","0.010721","0.002364","0.101802","0.148444","0.001575","0.000687","0.001362","0.000616","0.147395","0.001178","0.002791","0.004880","0.000990"
"424","0.048564","0.010702","0.002358","0.102972","0.148805","0.001120","0.000464","0.001901","0.001409","0.146763","0.001624","0.003092","0.005380","0.000515"
"425","0.048507","0.010683","0.002353","0.103316","0.148961","0.001556","0.000334","0.002335","0.001416","0.146924","0.000905","0.003584","0.005016","0.000839"
"426","0.048450","0.010665","0.002347","0.102840","0.149408","0.001622","0.000100","0.002550","0.000866","0.146597","0.000337","0.003545","0.004882","0.001197"
"427","0.048393","0.010646","0.002342","0.103692","0.149279","0.002157","0.000440","0.002020","0.000918","0.146514","0.000229","0.003939","0.005198","0.000650"
"428","0.048337","0.010627","0.002336","0.103724","0.149546","0.001138","0.000211","0.002324","0.000718","0.145943","0.000037","0.002791","0.004218","0.001354"
"429","0.048280","0.010609","0.002331","0.102939","0.150065","0.001181","0.000250","0.002644","0.000356","0.145982","0.001141","0.003196","0.004558","0.000958"
"430","0.048224","0.010590","0.002326","0.103479","0.150117","0.000994","0.000706","0.002252","0.000115","0.145534","0.000728","0.002307","0.004789","0.001689"
"431","0.048168","0.010572","0.002320","0.103202","0.150472","0.001452","0.000720","0.002751","0.000436","0.145329","0.000318","0.002821","0.005283","0.002753"
"432","0.048113","0.010553","0.002315","0.104245","0.150646","0.001828","0.000152","0.002806","0.000545","0.144637","0.000244","0.002585","0.005674","0.002873"
"433","0.048057","0.010535","0.002309","0.104471","0.151075","0.001460","0.000062","0.003328","0.000313","0.144829","0.000023","0.002843","0.004652","0.002749"
"434","0.048002","0.010517","0.002304","0.103886","0.151014","0.001832","0.000077","0.002360","0.000192","0.144532","0.000054","0.002986","0.004764","0.002580"
"435","0.047946","0.010499","0.002299","0.104616","0.151281","0.002184","0.000406","0.002476","0.000595","0.144480","0.000130","0.002875","0.004229","0.002173"
"436","0.047891","0.010481","0.002294","0.104534","0.151361","0.001992","0.000723","0.002240","0.000229","0.143940","0.000048","0.001974","0.003647","0.001772"
"437","0.047836","0.010463","0.002288","0.105762","0.151704","0.001197","0.000194","0.002641","0.000131","0.144009","0.001597","0.002015","0.004187","0.001313"
"438","0.047782","0.010445","0.002283","0.106179","0.151497","0.001312","0.000714","0.003147","0.000500","0.143591","0.001369","0.002362","0.004496","0.001374"
"439","0.047727","0.010427","0.002278","0.105788","0.151679","0.001850","0.000433","0.002825","0.000569","0.143417","0.001142","0.001566","0.004910","0.001582"
"440","0.047673","0.010409","0.002273","0.106703","0.152082","0.001077","0.000848","0.003235","0.000184","0.142755","0.000666","0.000354","0.005271","0.001471"
"441","0.047619","0.010391","0.002268","0.106812","0.152066","0.001305","0.000227","0.003486","0.000304","0.142886","0.001241","0.000671","0.005786","0.001326"
"442","0.047565","0.010374","0.002262","0.106116","0.152325","0.001143","0.000050","0.003353","0.000768","0.142529","0.000724","0.000650","0.006333","0.002175"
"443","0.047511","0.010356","0.002257","0.106723","0.152422","0.001574","0.000398","0.002561","0.000882","0.142415","0.000633","0.000849","0.005960","0.002198"
"444","0.047458","0.010339","0.002252","0.106527","0.152743","0.000207","0.000229","0.002650","0.001270","0.141815","0.000162","0.000580","0.006232","0.001633"
"445","0.047405","0.010321","0.002247","0.107629","0.152619","0.000007","0.000749","0.003202","0.001825","0.141824","0.000733","0.000921","0.005812","0.001069"
"446","0.047351","0.010304","0.002242","0.107927","0.152798","0.000493","0.001034","0.002482","0.002329","0.141345","0.000642","0.001030","0.006252","0.000683"
"447","0.047298","0.010287","0.002237","0.107426","0.152810","0.000797","0.000400","0.002755","0.000999","0.141110","0.000133","0.001523","0.006709","0.000530"
"448","0.047246","0.010269","0.002232","0.108220","0.153054","0.000899","0.000878","0.002585","0.001439","0.140389","0.000414","0.000208","0.007180","0.000303"
"449","0.047193","0.010252","0.002227","0.108213","0.153157","0.000251","0.000183","0.002997","0.001922","0.140619","0.000049","0.000395","0.007560","0.001699"
"450","0.047140","0.010235","0.002222","0.109497","0.153450","0.000455","0.000090","0.001655","0.002428","0.140362","0.000521","0.000360","0.006243","0.001459"
"451","0.047088","0.010218","0.002217","0.109982","0.153372","0.000607","0.000448","0.001470","0.002760","0.140348","0.000749","0.000912","0.006746","0.000946"
"452","0.047036","0.010201","0.002212","0.109671","0.153542","0.000113","0.000528","0.002012","0.002789","0.139847","0.001149","0.000353","0.006091","0.000620"
"453","0.046984","0.010184","0.002208","0.110646","0.153569","0.000559","0.000894","0.002253","0.002686","0.139955","0.000371","0.000622","0.005712","0.000990"
"454","0.046932","0.010167","0.002203","0.110826","0.153789","0.000463","0.000677","0.002497","0.003200","0.139575","0.000321","0.001111","0.005129","0.001059"
"455","0.046881","0.010151","0.002198","0.110214","0.153603","0.000914","0.000127","0.001904","0.003646","0.139439","0.000580","0.001411","0.004851","0.001026"
"456","0.046829","0.010134","0.002193","0.110885","0.153702","0.000192","0.000182","0.002118","0.003727","0.138815","0.001077","0.001662","0.005291","0.000475"
"457","0.046778","0.010117","0.002188","0.110765","0.153652","0.000195","0.000159","0.002212","0.004051","0.138984","0.000678","0.002113","0.005784","0.000001"
"458","0.046727","0.010101","0.002183","0.111922","0.153804","0.000608","0.000096","0.002747","0.004257","0.138665","0.000469","0.001170","0.006286","0.000314"
"459","0.046676","0.010084","0.002179","0.112289","0.153835","0.000310","0.000484","0.003279","0.004271","0.138590","0.000159","0.000806","0.006448","0.001027"
"460","0.046625","0.010068","0.002174","0.111867","0.154025","0.000112","0.000331","0.003175","0.004708","0.138027","0.000353","0.001265","0.006233","0.001648"
"461","0.046575","0.010051","0.002169","0.112721","0.153892","0.000357","0.000174","0.003630","0.004091","0.138074","0.000881","0.001143","0.005990","0.002539"
"462","0.046524","0.010035","0.002165","0.112786","0.153979","0.000027","0.000280","0.004143","0.003901","0.137633","0.000635","0.001431","0.006152","0.003340"
"463","0.046474","0.010019","0.002160","0.112068","0.153943","0.000094","0.000198","0.004217","0.004025","0.137436","0.000221","0.001266","0.006292","0.003328"
"464","0.046424","0.010003","0.002155","0.112621","0.154069","0.000627","0.000575","0.003798","0.004505","0.136752","0.000269","0.000741","0.006748","0.002805"
"465","0.046374","0.009986","0.002151","0.112390","0.153820","0.000324","0.000388","0.004071","0.003969","0.136952","0.000121","0.000275","0.007270","0.002493"
"466","0.046324","0.009970","0.002146","0.113426","0.153846","0.000316","0.000589","0.004520","0.003654","0.136663","0.000425","0.000709","0.007600","0.002286"
"467","0.046274","0.009954","0.002141","0.113678","0.153998","0.000194","0.000146","0.004086","0.003979","0.136618","0.000628","0.001201","0.008087","0.001797"
"468","0.046225","0.009938","0.002137","0.113150","0.153895","0.000691","0.000589","0.004449","0.004495","0.136086","0.000435","0.001023","0.008269","0.001452"
"469","0.046176","0.009922","0.002132","0.113885","0.153962","0.000913","0.000030","0.004500","0.004704","0.136163","0.001647","0.000958","0.007948","0.001085"
"470","0.046127","0.009907","0.002128","0.113841","0.153928","0.000580","0.000170","0.005001","0.004357","0.135753","0.001237","0.000857","0.008246","0.001269"
"471","0.046078","0.009891","0.002123","0.115055","0.154022","0.000907","0.000149","0.004087","0.003722","0.135586","0.000995","0.001258","0.008011","0.001426"
"472","0.046029","0.009875","0.002119","0.115490","0.153841","0.001345","0.000316","0.004127","0.004037","0.134932","0.000608","0.001142","0.008299","0.001429"
"473","0.045980","0.009859","0.002114","0.115148","0.153853","0.001083","0.000192","0.003995","0.004525","0.135071","0.001349","0.000498","0.007774","0.001510"
"474","0.045932","0.009844","0.002110","0.116062","0.153762","0.001568","0.000085","0.004415","0.004605","0.134721","0.001097","0.001016","0.008271","0.001349"
"475","0.045883","0.009828","0.002105","0.116200","0.153802","0.001694","0.000359","0.004707","0.004874","0.134616","0.001142","0.001121","0.008518","0.001029"
"476","0.045835","0.009813","0.002101","0.115565","0.153761","0.002191","0.000152","0.004385","0.005371","0.134022","0.000625","0.001084","0.008594","0.000554"
"477","0.045787","0.009797","0.002096","0.116182","0.153817","0.001429","0.000606","0.004719","0.005011","0.134039","0.000967","0.001489","0.008728","0.000104"
"478","0.045739","0.009782","0.002092","0.116027","0.153666","0.001570","0.000732","0.005097","0.004593","0.133568","0.000749","0.001573","0.008207","0.000586"
"479","0.045691","0.009767","0.002088","0.117120","0.153656","0.001477","0.000279","0.004893","0.005103","0.133341","0.000303","0.001225","0.008514","0.000925"
"480","0.045644","0.009751","0.002083","0.117440","0.153567","0.001914","0.000694","0.004213","0.004917","0.132626","0.000216","0.001593","0.008851","0.000817"
"481","0.045596","0.009736","0.002079","0.116991","0.153573","0.002388","0.000178","0.004321","0.005370","0.132842","0.000144","0.002042","0.009261","0.000921"
"482","0.045549","0.009721","0.002075","0.117788","0.153347","0.002169","0.000153","0.004806","0.005615","0.132569","0.000202","0.002515","0.009297","0.000945"
"483","0.045502","0.009706","0.002070","0.117815","0.153291","0.002563","0.000342","0.004065","0.005939","0.132540","0.000260","0.002984","0.009190","0.000604"
"484","0.045455","0.009691","0.002066","0.117076","0.153304","0.002914","0.000354","0.004256","0.006383","0.132023","0.000432","0.002886","0.008467","0.001117"
"485","0.045408","0.009676","0.002062","0.117579","0.153166","0.002886","0.000873","0.004135","0.006020","0.132116","0.000754","0.002309","0.008747","0.000725"
"486","0.045361","0.009661","0.002058","0.117317","0.153128","0.002290","0.000677","0.004541","0.006459","0.131721","0.000453","0.002626","0.008619","0.001371"
"487","0.045314","0.009646","0.002053","0.118293","0.153031","0.002462","0.000163","0.003344","0.006334","0.131570","0.000152","0.003111","0.007162","0.001038"
"488","0.045268","0.009631","0.002049","0.118502","0.152998","0.002966","0.000037","0.003177","0.006785","0.130931","0.000204","0.003184","0.007100","0.001020"
"489","0.045222","0.009617","0.002045","0.117950","0.152809","0.002423","0.000301","0.003606","0.006064","0.131085","0.000531","0.003331","0.006804","0.000700"
"490","0.045175","0.009602","0.002041","0.118633","0.152731","0.002732","0.000608","0.003891","0.005552","0.130751","0.000210","0.003608","0.006678","0.000189"
"491","0.045129","0.009587","0.002037","0.118553","0.152594","0.002662","0.001042","0.003964","0.005655","0.130661","0.000271","0.003463","0.006558","0.000159"
"492","0.045083","0.009573","0.002033","0.119704","0.152522","0.003079","0.000373","0.003400","0.006148","0.130083","0.000082","0.002250","0.006104","0.000340"
"493","0.045038","0.009558","0.002028","0.120093","0.152245","0.002007","0.000818","0.003577","0.006590","0.130115","0.000647","0.002664","0.005591","0.000798"
"494","0.044992","0.009543","0.002024","0.119723","0.152132","0.001938","0.000163","0.003749","0.005607","0.129659","0.000707","0.002675","0.005975","0.001240"
"495","0.044947","0.009529","0.002020","0.120581","0.152057","0.002438","0.000207","0.003258","0.005275","0.129447","0.000389","0.002923","0.005470","0.000971"
"496","0.044901","0.009515","0.002016","0.120680","0.151881","0.002748","0.000071","0.003628","0.004917","0.128748","0.000059","0.001861","0.004590","0.000784"
"497","0.044856","0.009500","0.002012","0.120023","0.151775","0.002985","0.000038","0.003550","0.004523","0.128933","0.000505","0.001703","0.004176","0.000921"
"498","0.044811","0.009486","0.002008","0.120592","0.151629","0.002519","0.000458","0.003957","0.004686","0.128630","0.000312","0.001496","0.004565","0.001025"
"499","0.044766","0.009472","0.002004","0.120405","0.151519","0.002774","0.000126","0.002944","0.005103","0.128571","0.000244","0.001680","0.004687","0.000964"
"500","0.044721","0.009457","0.002000","0.121439","0.151298","0.002956","0.000498","0.002935","0.004067","0.128024","0.000199","0.001864","0.005065","0.001333"
"501","0.044677","0.009443","0.001996","0.121717","0.151162","0.002661","0.000080","0.002592","0.004546","0.128086","0.000361","0.002139","0.005172","0.000992"
"502","0.044632","0.009429","0.001992","0.121243","0.151040","0.001786","0.000137","0.002863","0.004626","0.127661","0.000294","0.001727","0.005616","0.000212"
"503","0.044588","0.009415","0.001988","0.121987","0.150864","0.001780","0.000201","0.003198","0.004638","0.127480","0.000103","0.001810","0.005690","0.000171"
"504","0.044544","0.009401","0.001984","0.121979","0.150725","0.002220","0.000236","0.002750","0.004773","0.126811","0.000361","0.002205","0.005450","0.000675"
"505","0.044499","0.009387","0.001980","0.123186","0.150562","0.001384","0.000430","0.003031","0.004716","0.126935","0.000077","0.002072","0.005114","0.000715"
"506","0.044455","0.009373","0.001976","0.123640","0.150410","0.001495","0.000209","0.003168","0.004719","0.126571","0.000082","0.002266","0.005133","0.001468"
"507","0.044412","0.009359","0.001972","0.123345","0.150204","0.001211","0.000602","0.002935","0.004097","0.126451","0.000241","0.002662","0.005614","0.001757"
"508","0.044368","0.009345","0.001969","0.124262","0.150040","0.001521","0.000436","0.002061","0.003710","0.125843","0.000127","0.002920","0.005717","0.001624"
"509","0.044324","0.009332","0.001965","0.124429","0.149868","0.000129","0.000155","0.002058","0.003231","0.125845","0.000493","0.003102","0.006028","0.001719"
"510","0.044281","0.009318","0.001961","0.123850","0.149683","0.000170","0.000504","0.002521","0.003264","0.125360","0.000004","0.003320","0.006376","0.001260"
"511","0.044237","0.009304","0.001957","0.124480","0.149506","0.000207","0.000200","0.002994","0.002748","0.125118","0.000483","0.003132","0.006315","0.001488"
"512","0.044194","0.009291","0.001953","0.124364","0.149259","0.000369","0.000256","0.003172","0.003005","0.124389","0.000969","0.003240","0.006149","0.001041"
"513","0.044151","0.009277","0.001949","0.123634","0.149074","0.000353","0.000230","0.002867","0.003061","0.124633","0.000719","0.003578","0.006158","0.001253"
"514","0.044108","0.009264","0.001946","0.122909","0.148878","0.000373","0.000825","0.003173","0.003459","0.124389","0.001202","0.003897","0.006171","0.000831"
"515","0.044065","0.009250","0.001942","0.122185","0.148672","0.000278","0.000656","0.003615","0.003920","0.124388","0.001439","0.002772","0.006577","0.000899"
"516","0.044023","0.009237","0.001938","0.121468","0.148476","0.000285","0.000172","0.003363","0.003808","0.123900","0.001829","0.002093","0.007022","0.000689"
"517","0.043980","0.009223","0.001934","0.120753","0.148252","0.000182","0.000061","0.003788","0.003651","0.124021","0.001246","0.001934","0.007418","0.000484"
"518","0.043937","0.009210","0.001931","0.120037","0.148051","0.000504","0.000199","0.003909","0.004080","0.123654","0.001270","0.002046","0.006125","0.000139"
"519","0.043895","0.009197","0.001927","0.119332","0.147834","0.000298","0.000405","0.004366","0.003206","0.123531","0.001533","0.002033","0.005789","0.000061"
"520","0.043853","0.009183","0.001923","0.118625","0.147608","0.000644","0.000726","0.003651","0.003359","0.122920","0.001988","0.001800","0.004992","0.000010"
"521","0.043811","0.009170","0.001919","0.117931","0.147396","0.001066","0.000202","0.003777","0.003642","0.123102","0.001717","0.002223","0.004863","0.000708"
"522","0.043769","0.009157","0.001916","0.117234","0.147153","0.000956","0.000492","0.003718","0.004111","0.122796","0.001628","0.002649","0.004294","0.000954"
"523","0.043727","0.009144","0.001912","0.116534","0.146938","0.000434","0.000886","0.004131","0.004470","0.122734","0.001418","0.001765","0.004637","0.001026"
"524","0.043685","0.009131","0.001908","0.115849","0.146706","0.000607","0.000021","0.004557","0.003614","0.122184","0.001629","0.001890","0.004971","0.000578"
"525","0.043644","0.009118","0.001905","0.115160","0.146430","0.001072","0.000002","0.004369","0.003974","0.122243","0.000644","0.001686","0.004944","0.000990"
"526","0.043602","0.009105","0.001901","0.114490","0.146207","0.000519","0.000464","0.004737","0.004189","0.121815","0.000915","0.000725","0.004673","0.000604"
"527","0.043561","0.009092","0.001898","0.113813","0.145948","0.000739","0.000649","0.005106","0.003326","0.121631","0.001303","0.000754","0.004236","0.000600"
"528","0.043519","0.009079","0.001894","0.113130","0.145723","0.000722","0.000593","0.005055","0.003767","0.120959","0.001733","0.000174","0.004620","0.000970"
"529","0.043478","0.009066","0.001890","0.112468","0.145480","0.001140","0.000996","0.004534","0.003973","0.121172","0.001391","0.000490","0.004312","0.000570"
"530","0.043437","0.009053","0.001887","0.111797","0.145188","0.000128","0.000816","0.004703","0.004338","0.120896","0.001110","0.000836","0.004357","0.000228"
"531","0.043396","0.009040","0.001883","0.111118","0.144957","0.000031","0.001118","0.005158","0.003424","0.120864","0.000945","0.001188","0.004795","0.000098"
"532","0.043355","0.009027","0.001880","0.110463","0.144687","0.000446","0.000596","0.004634","0.002452","0.120345","0.001108","0.001110","0.004145","0.000319"
"533","0.043315","0.009015","0.001876","0.109797","0.144448","0.000798","0.001041","0.004910","0.002380","0.120435","0.000035","0.000591","0.004561","0.000669"
"534","0.043274","0.009002","0.001873","0.109159","0.144121","0.000906","0.001133","0.004871","0.002744","0.120037","0.000375","0.000199","0.004328","0.000657"
"535","0.043234","0.008989","0.001869","0.108508","0.143872","0.000474","0.000898","0.005251","0.003140","0.119883","0.000595","0.000144","0.003972","0.000706"
"536","0.043193","0.008977","0.001866","0.107846","0.143571","0.000695","0.001259","0.004296","0.002318","0.119241","0.000939","0.000436","0.002900","0.000448"
"537","0.043153","0.008964","0.001862","0.107213","0.143337","0.000960","0.000786","0.004247","0.002579","0.119392","0.000289","0.000214","0.003317","0.000831"
"538","0.043113","0.008952","0.001859","0.106566","0.143061","0.000608","0.000860","0.004679","0.002443","0.119055","0.000488","0.000215","0.002885","0.000605"
"539","0.043073","0.008939","0.001855","0.105905","0.142722","0.000985","0.000655","0.004975","0.002791","0.118962","0.000452","0.000045","0.003311","0.000273"
"540","0.043033","0.008927","0.001852","0.105276","0.142471","0.000994","0.000986","0.005159","0.002908","0.118382","0.000897","0.000241","0.003646","0.000403"
"541","0.042993","0.008915","0.001848","0.104631","0.142163","0.001402","0.000771","0.004739","0.002402","0.118411","0.000586","0.000195","0.004032","0.000727"
"542","0.042954","0.008902","0.001845","0.104022","0.141926","0.000576","0.000718","0.004965","0.002694","0.117952","0.000768","0.000609","0.004463","0.001033"
"543","0.042914","0.008890","0.001842","0.103396","0.141547","0.000616","0.000990","0.005163","0.002389","0.117737","0.001178","0.000027","0.004853","0.001440"
"544","0.042875","0.008878","0.001838","0.102751","0.141270","0.000398","0.000440","0.004865","0.002808","0.117035","0.001634","0.000570","0.005210","0.000975"
"545","0.042835","0.008865","0.001835","0.102145","0.140925","0.000717","0.000850","0.005295","0.002858","0.117263","0.001568","0.000358","0.005649","0.000925"
"546","0.042796","0.008853","0.001832","0.101519","0.140676","0.001069","0.000040","0.005287","0.002924","0.117002","0.001633","0.000050","0.005624","0.000882"
"547","0.042757","0.008841","0.001828","0.100934","0.140366","0.000757","0.000089","0.005682","0.003275","0.116986","0.001667","0.000241","0.005940","0.001123"
"548","0.042718","0.008829","0.001825","0.100329","0.140123","0.001057","0.000543","0.004867","0.003292","0.116481","0.001816","0.000737","0.006284","0.001498"
"549","0.042679","0.008817","0.001821","0.099702","0.139738","0.001267","0.000581","0.004951","0.002451","0.116586","0.000766","0.000536","0.005773","0.001948"
