"Sample","N^-0.5","N^-0.75","N^-1","White Noise","Golden Ratio","Golden Ratio2","Blue Noise","Projective Blue Noise","Projective Blue Noise 2"
"278","0.059976","0.014688","0.003597","0.025180","0.000000","0.010791","0.007194","0.007194","0.021583"
"279","0.059868","0.014649","0.003584","0.023297","0.001792","0.012545","0.005376","0.008960","0.019713"
"280","0.059761","0.014609","0.003571","0.025000","0.003572","0.010714","0.007143","0.010714","0.017857"
"281","0.059655","0.014570","0.003559","0.026690","0.001780","0.008897","0.005338","0.008897","0.019573"
"282","0.059549","0.014532","0.003546","0.028369","0.003546","0.007092","0.007092","0.010638","0.017730"
"283","0.059444","0.014493","0.003534","0.026502","0.001767","0.008834","0.005300","0.012367","0.015901"
"284","0.059339","0.014455","0.003521","0.024648","0.003521","0.010563","0.007042","0.010563","0.017606"
"285","0.059235","0.014417","0.003509","0.026316","0.001755","0.008772","0.005263","0.008772","0.019298"
"286","0.059131","0.014379","0.003497","0.024475","0.003497","0.006993","0.006993","0.010489","0.020979"
"287","0.059028","0.014341","0.003484","0.022648","0.005227","0.005226","0.005227","0.008711","0.019164"
"288","0.058926","0.014304","0.003472","0.024305","0.003473","0.006944","0.006945","0.010417","0.017361"
"289","0.058824","0.014267","0.003460","0.022491","0.001730","0.008650","0.008651","0.008650","0.015571"
"290","0.058722","0.014230","0.003448","0.024138","0.000000","0.006896","0.006897","0.006896","0.013793"
"291","0.058621","0.014193","0.003436","0.022337","0.001719","0.008591","0.005155","0.008591","0.012027"
"292","0.058521","0.014157","0.003425","0.023972","0.003425","0.006849","0.003425","0.006849","0.010274"
"293","0.058421","0.014120","0.003413","0.025597","0.001707","0.008532","0.005120","0.008532","0.008532"
"294","0.058321","0.014084","0.003401","0.023809","0.000000","0.006803","0.006803","0.010204","0.010204"
"295","0.058222","0.014049","0.003390","0.025424","0.001695","0.008475","0.005085","0.008475","0.008475"
"296","0.058124","0.014013","0.003378","0.027027","0.000000","0.010135","0.006757","0.010135","0.006757"
"297","0.058026","0.013978","0.003367","0.025252","0.001683","0.008417","0.008418","0.011784","0.008418"
"298","0.057928","0.013942","0.003356","0.023490","0.000000","0.006711","0.006712","0.010067","0.010067"
"299","0.057831","0.013907","0.003344","0.021739","0.001672","0.008361","0.005017","0.011706","0.008361"
"300","0.057735","0.013873","0.003333","0.023333","0.000000","0.010000","0.006667","0.013333","0.010000"
"301","0.057639","0.013838","0.003322","0.024917","0.001661","0.008306","0.008306","0.011628","0.011628"
"302","0.057544","0.013804","0.003311","0.026490","0.003311","0.006622","0.009934","0.009934","0.009934"
"303","0.057448","0.013769","0.003300","0.024752","0.001650","0.004950","0.011551","0.008251","0.011551"
"304","0.057354","0.013736","0.003289","0.026316","0.003289","0.006579","0.009869","0.006579","0.009869"
"305","0.057260","0.013702","0.003279","0.024590","0.004918","0.008197","0.008197","0.008197","0.011476"
"306","0.057166","0.013668","0.003268","0.026144","0.006536","0.006536","0.006536","0.006536","0.013072"
"307","0.057073","0.013635","0.003257","0.024430","0.004886","0.004886","0.008144","0.008143","0.011401"
"308","0.056980","0.013602","0.003247","0.022727","0.003246","0.003247","0.006494","0.009740","0.009740"
"309","0.056888","0.013568","0.003236","0.024272","0.001618","0.001618","0.004855","0.011327","0.008091"
"310","0.056796","0.013536","0.003226","0.022581","0.003225","0.003226","0.003226","0.012903","0.006452"
"311","0.056705","0.013503","0.003215","0.024116","0.004823","0.001608","0.001608","0.014470","0.008039"
"312","0.056614","0.013471","0.003205","0.025641","0.003205","0.003205","0.003205","0.012821","0.006410"
"313","0.056523","0.013438","0.003195","0.027156","0.001597","0.001597","0.001598","0.014377","0.004792"
"314","0.056433","0.013406","0.003185","0.028662","0.000000","0.000000","0.003185","0.015924","0.003185"
"315","0.056344","0.013374","0.003175","0.030159","0.001587","0.001587","0.004762","0.014286","0.001587"
"316","0.056254","0.013342","0.003165","0.028481","0.000000","0.000000","0.003165","0.012658","0.000000"
"317","0.056166","0.013311","0.003155","0.029968","0.001578","0.001577","0.001578","0.011041","0.001577"
"318","0.056077","0.013279","0.003145","0.031446","0.000000","0.000000","0.000000","0.012579","0.003145"
"319","0.055989","0.013248","0.003135","0.032915","0.001568","0.001568","0.001568","0.014107","0.004702"
"320","0.055902","0.013217","0.003125","0.031250","0.000000","0.000000","0.000000","0.015625","0.006250"
"321","0.055815","0.013186","0.003115","0.029595","0.001558","0.001557","0.001557","0.014019","0.007788"
"322","0.055728","0.013156","0.003106","0.031056","0.000000","0.000000","0.003105","0.015528","0.009317"
"323","0.055641","0.013125","0.003096","0.032508","0.001548","0.001548","0.004644","0.013932","0.007740"
"324","0.055556","0.013095","0.003086","0.030864","0.003087","0.000000","0.006173","0.015432","0.009259"
"325","0.055470","0.013064","0.003077","0.029231","0.004616","0.001539","0.004615","0.013846","0.010769"
"326","0.055385","0.013034","0.003067","0.030675","0.003068","0.000000","0.003067","0.012270","0.009202"
"327","0.055300","0.013004","0.003058","0.032110","0.001529","0.001529","0.001529","0.010703","0.007645"
"328","0.055216","0.012975","0.003049","0.030488","0.003049","0.000000","0.003049","0.009146","0.006097"
"329","0.055132","0.012945","0.003040","0.031915","0.004560","0.001520","0.001520","0.007599","0.007599"
"330","0.055048","0.012916","0.003030","0.030303","0.006061","0.003030","0.000000","0.006061","0.009091"
"331","0.054965","0.012886","0.003021","0.028701","0.004532","0.001511","0.001511","0.007553","0.007553"
"332","0.054882","0.012857","0.003012","0.027108","0.003012","0.000000","0.000000","0.006024","0.009036"
"333","0.054800","0.012828","0.003003","0.025526","0.004505","0.001501","0.001501","0.007508","0.007507"
"334","0.054718","0.012799","0.002994","0.026946","0.002994","0.000000","0.000000","0.008982","0.005988"
"335","0.054636","0.012771","0.002985","0.028358","0.004478","0.001493","0.001492","0.010448","0.004477"
"336","0.054554","0.012742","0.002976","0.029762","0.005953","0.002976","0.000000","0.008929","0.002976"
"337","0.054473","0.012714","0.002967","0.031157","0.007419","0.001484","0.001484","0.007418","0.001484"
"338","0.054393","0.012686","0.002959","0.029586","0.005917","0.000000","0.002959","0.008876","0.002958"
"339","0.054313","0.012658","0.002950","0.028024","0.004425","0.001475","0.004425","0.007375","0.001475"
"340","0.054233","0.012630","0.002941","0.026471","0.005883","0.000000","0.002941","0.008824","0.000000"
"341","0.054153","0.012602","0.002933","0.024927","0.007332","0.001466","0.004399","0.010264","0.001466"
"342","0.054074","0.012574","0.002924","0.026316","0.005848","0.000000","0.002924","0.011696","0.000000"
"343","0.053995","0.012547","0.002915","0.027697","0.004373","0.001458","0.001458","0.010204","0.001458"
"344","0.053916","0.012519","0.002907","0.029070","0.005814","0.000000","0.000000","0.011628","0.002907"
"345","0.053838","0.012492","0.002899","0.030435","0.007247","0.001449","0.001449","0.013044","0.004348"
"346","0.053760","0.012465","0.002890","0.031792","0.005781","0.000000","0.002890","0.014451","0.005781"
"347","0.053683","0.012438","0.002882","0.033141","0.004323","0.001441","0.001441","0.012968","0.007205"
"348","0.053606","0.012411","0.002874","0.034483","0.002874","0.002873","0.002873","0.011494","0.008621"
"349","0.053529","0.012385","0.002865","0.032951","0.004298","0.004298","0.001432","0.012894","0.007164"
"350","0.053452","0.012358","0.002857","0.034286","0.002857","0.002857","0.002857","0.014286","0.005714"
"351","0.053376","0.012332","0.002849","0.032763","0.004274","0.001424","0.001424","0.015670","0.007123"
"352","0.053300","0.012305","0.002841","0.034091","0.005682","0.002841","0.000000","0.014205","0.005682"
"353","0.053225","0.012279","0.002833","0.032578","0.004250","0.004249","0.001417","0.012748","0.004249"
"354","0.053149","0.012253","0.002825","0.031073","0.002825","0.005650","0.002825","0.011299","0.002825"
"355","0.053074","0.012227","0.002817","0.032394","0.001409","0.004225","0.001409","0.012676","0.004225"
"356","0.053000","0.012201","0.002809","0.030899","0.002809","0.005618","0.000000","0.014045","0.002809"
"357","0.052926","0.012176","0.002801","0.032213","0.004202","0.004201","0.001401","0.012605","0.004202"
"358","0.052852","0.012150","0.002793","0.033520","0.002793","0.005586","0.002793","0.011173","0.002793"
"359","0.052778","0.012125","0.002786","0.034819","0.001393","0.006964","0.001393","0.012535","0.004178"
"360","0.052705","0.012100","0.002778","0.036111","0.000000","0.005555","0.000000","0.013889","0.005556"
"361","0.052632","0.012075","0.002770","0.034626","0.001385","0.006925","0.001385","0.012465","0.006925"
"362","0.052559","0.012049","0.002762","0.035912","0.002763","0.005525","0.000000","0.011050","0.005525"
"363","0.052486","0.012025","0.002755","0.037190","0.004132","0.004132","0.001377","0.009642","0.004132"
"364","0.052414","0.012000","0.002747","0.035714","0.002747","0.002747","0.002747","0.010989","0.005495"
"365","0.052342","0.011975","0.002740","0.034247","0.004110","0.004109","0.004109","0.009589","0.004110"
"366","0.052271","0.011951","0.002732","0.032787","0.005465","0.005464","0.005464","0.008197","0.005465"
"367","0.052200","0.011926","0.002725","0.034060","0.004087","0.004087","0.006812","0.009537","0.004087"
"368","0.052129","0.011902","0.002717","0.032609","0.005435","0.002717","0.005434","0.008152","0.002717"
"369","0.052058","0.011878","0.002710","0.033875","0.004065","0.004065","0.004065","0.006775","0.004065"
"370","0.051988","0.011854","0.002703","0.035135","0.005406","0.005405","0.002702","0.005405","0.005406"
"371","0.051917","0.011830","0.002695","0.033693","0.004043","0.004043","0.001347","0.006738","0.004043"
"372","0.051848","0.011806","0.002688","0.034946","0.005377","0.002688","0.000000","0.005376","0.005377"
"373","0.051778","0.011782","0.002681","0.033512","0.006703","0.004021","0.001341","0.006702","0.004022"
"374","0.051709","0.011758","0.002674","0.034759","0.005348","0.005347","0.002674","0.008021","0.002674"
"375","0.051640","0.011735","0.002667","0.033333","0.004000","0.006666","0.001334","0.009333","0.004000"
"376","0.051571","0.011711","0.002660","0.031915","0.002660","0.005319","0.000000","0.010638","0.005319"
"377","0.051503","0.011688","0.002653","0.033156","0.003979","0.006631","0.001327","0.011936","0.003979"
"378","0.051434","0.011665","0.002646","0.034391","0.005291","0.005291","0.000000","0.010582","0.005291"
"379","0.051367","0.011642","0.002639","0.035620","0.006597","0.003957","0.001319","0.009235","0.003958"
"380","0.051299","0.011619","0.002632","0.036842","0.005263","0.002631","0.000000","0.010526","0.002632"
"381","0.051232","0.011596","0.002625","0.035433","0.003937","0.003937","0.001312","0.011811","0.003937"
"382","0.051164","0.011573","0.002618","0.036649","0.005236","0.005235","0.002618","0.013089","0.005236"
"383","0.051098","0.011551","0.002611","0.035248","0.003917","0.003916","0.003916","0.014360","0.006528"
"384","0.051031","0.011528","0.002604","0.033854","0.005209","0.002604","0.005208","0.013021","0.007813"
"385","0.050965","0.011505","0.002597","0.035065","0.003896","0.003896","0.003896","0.011688","0.006494"
"386","0.050899","0.011483","0.002591","0.033679","0.005182","0.005181","0.002590","0.010363","0.005182"
"387","0.050833","0.011461","0.002584","0.032300","0.003876","0.003876","0.001292","0.009044","0.006460"
"388","0.050767","0.011439","0.002577","0.033505","0.002578","0.002577","0.000000","0.010309","0.005155"
"389","0.050702","0.011417","0.002571","0.034704","0.003856","0.003856","0.001286","0.008997","0.003856"
"390","0.050637","0.011395","0.002564","0.033333","0.005128","0.002564","0.000000","0.007692","0.002564"
"391","0.050572","0.011373","0.002558","0.034527","0.003837","0.003836","0.001279","0.008951","0.001279"
"392","0.050508","0.011351","0.002551","0.033163","0.002551","0.002551","0.002551","0.007653","0.002551"
"393","0.050443","0.011329","0.002545","0.034351","0.003817","0.003817","0.001273","0.006361","0.003817"
"394","0.050379","0.011308","0.002538","0.032995","0.005076","0.002538","0.000000","0.007614","0.005076"
"395","0.050315","0.011286","0.002532","0.034177","0.003798","0.001266","0.001266","0.008861","0.003798"
"396","0.050252","0.011265","0.002525","0.035353","0.002525","0.002525","0.002525","0.007576","0.005051"
"397","0.050189","0.011244","0.002519","0.036524","0.001260","0.003778","0.003778","0.008816","0.006297"
"398","0.050125","0.011222","0.002513","0.035176","0.002513","0.005025","0.002512","0.010050","0.005025"
"399","0.050063","0.011201","0.002506","0.036341","0.001253","0.003759","0.001253","0.011278","0.006266"
"400","0.050000","0.011180","0.002500","0.037500","0.002500","0.002500","0.000000","0.012500","0.007500"
"401","0.049938","0.011159","0.002494","0.038653","0.001247","0.003740","0.001247","0.013716","0.006235"
"402","0.049875","0.011139","0.002488","0.037313","0.000000","0.004975","0.000000","0.014925","0.004975"
"403","0.049814","0.011118","0.002481","0.035980","0.001241","0.006203","0.001240","0.016129","0.003722"
"404","0.049752","0.011097","0.002475","0.034653","0.002475","0.004950","0.002475","0.014851","0.004951"
"405","0.049690","0.011077","0.002469","0.033333","0.001234","0.006173","0.001234","0.016049","0.003704"
"406","0.049629","0.011056","0.002463","0.034483","0.000000","0.004926","0.000000","0.017241","0.002463"
"407","0.049568","0.011036","0.002457","0.035626","0.001228","0.006142","0.001228","0.018427","0.003686"
"408","0.049507","0.011016","0.002451","0.036765","0.002451","0.004902","0.000000","0.017157","0.004902"
"409","0.049447","0.010995","0.002445","0.035452","0.001222","0.003667","0.001223","0.015892","0.006113"
"410","0.049386","0.010975","0.002439","0.036585","0.000000","0.004878","0.000000","0.017073","0.004878"
"411","0.049326","0.010955","0.002433","0.035280","0.001216","0.003649","0.001216","0.015815","0.003650"
"412","0.049266","0.010935","0.002427","0.033980","0.002427","0.004854","0.000000","0.014563","0.002427"
"413","0.049207","0.010915","0.002421","0.035109","0.003632","0.003632","0.001211","0.013317","0.003632"
"414","0.049147","0.010896","0.002415","0.033816","0.002415","0.004831","0.002416","0.014493","0.002416"
"415","0.049088","0.010876","0.002410","0.032530","0.001205","0.003614","0.003615","0.013253","0.001205"
"416","0.049029","0.010856","0.002404","0.031250","0.000000","0.002404","0.002404","0.012019","0.000000"
"417","0.048970","0.010837","0.002398","0.032374","0.001199","0.001199","0.001199","0.010791","0.001199"
"418","0.048912","0.010817","0.002392","0.033493","0.000000","0.002392","0.002393","0.011962","0.000000"
"419","0.048853","0.010798","0.002387","0.032219","0.001193","0.003580","0.001194","0.010740","0.001194"
"420","0.048795","0.010779","0.002381","0.030952","0.000000","0.002381","0.000000","0.009524","0.000000"
"421","0.048737","0.010759","0.002375","0.029691","0.001188","0.001187","0.001188","0.008313","0.001188"
"422","0.048679","0.010740","0.002370","0.030806","0.002370","0.000000","0.002370","0.009479","0.002370"
"423","0.048622","0.010721","0.002364","0.029551","0.003546","0.001182","0.003546","0.008274","0.003546"
"424","0.048564","0.010702","0.002358","0.030660","0.002359","0.002358","0.004717","0.009434","0.004717"
"425","0.048507","0.010683","0.002353","0.031765","0.001177","0.001176","0.003530","0.010588","0.003530"
"426","0.048450","0.010665","0.002347","0.030516","0.002347","0.002347","0.004695","0.011737","0.002348"
"427","0.048393","0.010646","0.002342","0.031616","0.003513","0.001171","0.003513","0.012881","0.003513"
"428","0.048337","0.010627","0.002336","0.032710","0.002337","0.002336","0.002337","0.014019","0.004673"
"429","0.048280","0.010609","0.002331","0.031468","0.001166","0.001165","0.001166","0.012820","0.005828"
"430","0.048224","0.010590","0.002326","0.030232","0.002326","0.002325","0.000000","0.011628","0.006977"
"431","0.048168","0.010572","0.002320","0.029002","0.003480","0.003480","0.001160","0.012761","0.005801"
"432","0.048113","0.010553","0.002315","0.030092","0.002315","0.002315","0.002315","0.013889","0.006945"
"433","0.048057","0.010535","0.002309","0.028868","0.003464","0.001154","0.003464","0.015011","0.005774"
"434","0.048002","0.010517","0.002304","0.029954","0.002304","0.002304","0.004608","0.013825","0.006913"
"435","0.047946","0.010499","0.002299","0.031034","0.003448","0.003448","0.003448","0.012644","0.005747"
"436","0.047891","0.010481","0.002294","0.029816","0.002294","0.002293","0.004587","0.011468","0.004587"
"437","0.047836","0.010463","0.002288","0.030892","0.003433","0.001144","0.005721","0.010297","0.005721"
"438","0.047782","0.010445","0.002283","0.031963","0.004566","0.002283","0.004566","0.009132","0.006849"
"439","0.047727","0.010427","0.002278","0.033030","0.003417","0.003417","0.003417","0.010250","0.005695"
"440","0.047673","0.010409","0.002273","0.031818","0.002273","0.004545","0.002273","0.011364","0.004546"
"441","0.047619","0.010391","0.002268","0.032880","0.001134","0.003401","0.003401","0.010204","0.005669"
"442","0.047565","0.010374","0.002262","0.033937","0.002263","0.004525","0.002262","0.009050","0.004525"
"443","0.047511","0.010356","0.002257","0.032731","0.003386","0.003386","0.003386","0.007901","0.003386"
"444","0.047458","0.010339","0.002252","0.033784","0.004505","0.002252","0.002252","0.009009","0.004505"
"445","0.047405","0.010321","0.002247","0.032584","0.003371","0.003371","0.001123","0.007865","0.005618"
"446","0.047351","0.010304","0.002242","0.033632","0.002242","0.004484","0.000000","0.008968","0.004485"
"447","0.047298","0.010287","0.002237","0.032439","0.003356","0.005593","0.001118","0.007830","0.005593"
"448","0.047246","0.010269","0.002232","0.031250","0.002232","0.004464","0.002232","0.006696","0.004465"
"449","0.047193","0.010252","0.002227","0.030067","0.003341","0.003341","0.003341","0.005568","0.005568"
"450","0.047140","0.010235","0.002222","0.028889","0.002222","0.004444","0.004444","0.006667","0.004445"
"451","0.047088","0.010218","0.002217","0.027716","0.003326","0.005543","0.005543","0.007760","0.005543"
"452","0.047036","0.010201","0.002212","0.026549","0.002213","0.006637","0.006637","0.006637","0.006637"
"453","0.046984","0.010184","0.002208","0.027594","0.001104","0.005519","0.007726","0.007726","0.007726"
"454","0.046932","0.010167","0.002203","0.026432","0.002203","0.006608","0.006608","0.008810","0.008811"
"455","0.046881","0.010151","0.002198","0.025275","0.001099","0.005494","0.005494","0.009890","0.009890"
"456","0.046829","0.010134","0.002193","0.024123","0.000000","0.006579","0.004386","0.008772","0.010965"
"457","0.046778","0.010117","0.002188","0.025164","0.001094","0.005470","0.003282","0.007658","0.009847"
"458","0.046727","0.010101","0.002183","0.024018","0.000000","0.006550","0.002183","0.006550","0.008734"
"459","0.046676","0.010084","0.002179","0.022876","0.001089","0.005446","0.003268","0.007625","0.009804"
"460","0.046625","0.010068","0.002174","0.021739","0.000000","0.004348","0.004348","0.006522","0.008696"
"461","0.046575","0.010051","0.002169","0.020607","0.001084","0.005423","0.003254","0.007592","0.007592"
"462","0.046524","0.010035","0.002165","0.021645","0.002164","0.004329","0.002164","0.006493","0.008658"
"463","0.046474","0.010019","0.002160","0.022678","0.001080","0.005399","0.001080","0.005399","0.007560"
"464","0.046424","0.010003","0.002155","0.021552","0.000000","0.004310","0.002155","0.006465","0.006466"
"465","0.046374","0.009986","0.002151","0.020430","0.001075","0.003226","0.003226","0.005376","0.007527"
"466","0.046324","0.009970","0.002146","0.019313","0.000000","0.002146","0.004292","0.006438","0.008584"
"467","0.046274","0.009954","0.002141","0.018201","0.001071","0.003212","0.005353","0.005353","0.007495"
"468","0.046225","0.009938","0.002137","0.019231","0.000000","0.004273","0.006410","0.004273","0.006410"
"469","0.046176","0.009922","0.002132","0.018124","0.001066","0.003198","0.005330","0.003198","0.007463"
"470","0.046127","0.009907","0.002128","0.019149","0.000000","0.002127","0.004255","0.002128","0.006383"
"471","0.046078","0.009891","0.002123","0.018047","0.001062","0.001061","0.003185","0.001062","0.005308"
"472","0.046029","0.009875","0.002119","0.019068","0.002119","0.002118","0.004237","0.002119","0.006356"
"473","0.045980","0.009859","0.002114","0.017970","0.001057","0.001057","0.003171","0.001057","0.005286"
"474","0.045932","0.009844","0.002110","0.016878","0.000000","0.000000","0.002110","0.000000","0.006329"
"475","0.045883","0.009828","0.002105","0.015790","0.001053","0.001052","0.001053","0.001053","0.005263"
"476","0.045835","0.009813","0.002101","0.016807","0.002101","0.000000","0.002101","0.000000","0.006303"
"477","0.045787","0.009797","0.002096","0.015723","0.001048","0.001048","0.001048","0.001048","0.007338"
"478","0.045739","0.009782","0.002092","0.014644","0.000000","0.000000","0.000000","0.000000","0.006276"
"479","0.045691","0.009767","0.002088","0.013570","0.001044","0.001044","0.001044","0.001044","0.005219"
"480","0.045644","0.009751","0.002083","0.012500","0.002083","0.000000","0.002083","0.000000","0.006250"
"481","0.045596","0.009736","0.002079","0.013514","0.001040","0.001040","0.001039","0.001040","0.005198"
"482","0.045549","0.009721","0.002075","0.012448","0.000000","0.000000","0.000000","0.002075","0.004150"
"483","0.045502","0.009706","0.002070","0.011387","0.001035","0.001035","0.001035","0.003106","0.005176"
"484","0.045455","0.009691","0.002066","0.010331","0.000000","0.002066","0.002066","0.002066","0.006199"
"485","0.045408","0.009676","0.002062","0.011340","0.001031","0.001031","0.001031","0.003093","0.007217"
"486","0.045361","0.009661","0.002058","0.010288","0.000000","0.000000","0.000000","0.002058","0.006173"
"487","0.045314","0.009646","0.002053","0.011294","0.001027","0.001027","0.001027","0.001027","0.005134"
"488","0.045268","0.009631","0.002049","0.010246","0.000000","0.000000","0.002049","0.000000","0.004099"
"489","0.045222","0.009617","0.002045","0.009202","0.001022","0.001022","0.003068","0.001022","0.003068"
"490","0.045175","0.009602","0.002041","0.008163","0.002041","0.000000","0.002041","0.002041","0.004082"
"491","0.045129","0.009587","0.002037","0.009165","0.001018","0.001018","0.003055","0.001018","0.005092"
"492","0.045083","0.009573","0.002033","0.010163","0.000000","0.000000","0.002033","0.002033","0.004065"
"493","0.045038","0.009558","0.002028","0.011156","0.001014","0.001014","0.001014","0.001014","0.003043"
"494","0.044992","0.009543","0.002024","0.012146","0.002024","0.000000","0.000000","0.002024","0.004049"
"495","0.044947","0.009529","0.002020","0.013131","0.003030","0.001010","0.001010","0.001010","0.005051"
"496","0.044901","0.009515","0.002016","0.014113","0.002016","0.002016","0.002016","0.000000","0.006049"
"497","0.044856","0.009500","0.002012","0.015091","0.003018","0.001006","0.003018","0.001006","0.007042"
"498","0.044811","0.009486","0.002008","0.014056","0.002008","0.000000","0.002008","0.002008","0.008032"
"499","0.044766","0.009472","0.002004","0.013026","0.003006","0.001002","0.003006","0.003006","0.009018"
"500","0.044721","0.009457","0.002000","0.014000","0.002000","0.002000","0.004000","0.002000","0.010000"
"501","0.044677","0.009443","0.001996","0.012974","0.002994","0.000998","0.002994","0.000998","0.008982"
"502","0.044632","0.009429","0.001992","0.013944","0.001992","0.000000","0.003984","0.000000","0.009960"
"503","0.044588","0.009415","0.001988","0.012922","0.000994","0.000994","0.004970","0.000994","0.010934"
"504","0.044544","0.009401","0.001984","0.011905","0.001984","0.001984","0.003968","0.001984","0.011905"
"505","0.044499","0.009387","0.001980","0.012871","0.002970","0.002970","0.004950","0.000990","0.010891"
"506","0.044455","0.009373","0.001976","0.011858","0.003952","0.001976","0.005929","0.000000","0.011858"
"507","0.044412","0.009359","0.001972","0.010848","0.002958","0.002958","0.006903","0.000986","0.010848"
"508","0.044368","0.009345","0.001969","0.009843","0.001968","0.001968","0.007874","0.000000","0.009843"
"509","0.044324","0.009332","0.001965","0.010805","0.000982","0.002947","0.008841","0.000982","0.008841"
"510","0.044281","0.009318","0.001961","0.011765","0.001961","0.003921","0.007843","0.000000","0.007843"
"511","0.044237","0.009304","0.001957","0.012720","0.002935","0.004892","0.006849","0.000978","0.006849"
"512","0.044194","0.009291","0.001953","0.011719","0.001953","0.005859","0.007812","0.000000","0.007813"
"513","0.044151","0.009277","0.001949","0.012671","0.002924","0.004873","0.006823","0.000975","0.006823"
"514","0.044108","0.009264","0.001946","0.011673","0.001945","0.003891","0.005837","0.001945","0.007782"
"515","0.044065","0.009250","0.001942","0.012621","0.002912","0.002912","0.004854","0.000971","0.006796"
"516","0.044023","0.009237","0.001938","0.011628","0.001938","0.003876","0.003876","0.001938","0.005814"
"517","0.043980","0.009223","0.001934","0.012573","0.000967","0.004835","0.004836","0.002901","0.006770"
"518","0.043937","0.009210","0.001931","0.013514","0.001930","0.003861","0.005791","0.003861","0.007722"
"519","0.043895","0.009197","0.001927","0.012524","0.000963","0.002890","0.004817","0.004817","0.006744"
"520","0.043853","0.009183","0.001923","0.011538","0.001923","0.003846","0.005769","0.005769","0.005769"
"521","0.043811","0.009170","0.001919","0.010557","0.000960","0.004798","0.004798","0.006718","0.006718"
"522","0.043769","0.009157","0.001916","0.009579","0.001916","0.003831","0.005747","0.007663","0.005747"
"523","0.043727","0.009144","0.001912","0.010516","0.000956","0.002868","0.004780","0.006692","0.004780"
"524","0.043685","0.009131","0.001908","0.009542","0.000000","0.003817","0.005725","0.007634","0.003817"
"525","0.043644","0.009118","0.001905","0.008571","0.000953","0.002857","0.006667","0.006667","0.002857"
"526","0.043602","0.009105","0.001901","0.009506","0.000000","0.003802","0.007605","0.005703","0.001901"
"527","0.043561","0.009092","0.001898","0.008539","0.000949","0.002846","0.006641","0.004744","0.002846"
"528","0.043519","0.009079","0.001894","0.009470","0.000000","0.003788","0.005682","0.005682","0.003788"
"529","0.043478","0.009066","0.001890","0.010397","0.000945","0.002835","0.004726","0.006616","0.002835"
"530","0.043437","0.009053","0.001887","0.009434","0.001887","0.001887","0.005660","0.005660","0.001887"
"531","0.043396","0.009040","0.001883","0.010358","0.000942","0.002825","0.006591","0.004708","0.000942"
"532","0.043355","0.009027","0.001880","0.009398","0.000000","0.003759","0.007519","0.005639","0.001880"
"533","0.043315","0.009015","0.001876","0.010319","0.000938","0.004690","0.006567","0.004690","0.000938"
"534","0.043274","0.009002","0.001873","0.009363","0.000000","0.003745","0.005618","0.003745","0.001873"
"535","0.043234","0.008989","0.001869","0.010280","0.000935","0.002804","0.006542","0.004673","0.000935"
"536","0.043193","0.008977","0.001866","0.011194","0.001866","0.003731","0.007463","0.005597","0.000000"
"537","0.043153","0.008964","0.001862","0.012104","0.002793","0.004655","0.006518","0.004655","0.000931"
"538","0.043113","0.008952","0.001859","0.011152","0.001859","0.005576","0.005576","0.005576","0.001859"
"539","0.043073","0.008939","0.001855","0.012059","0.000928","0.004638","0.004638","0.006494","0.002783"
"540","0.043033","0.008927","0.001852","0.011111","0.001852","0.005555","0.003704","0.007407","0.003704"
"541","0.042993","0.008915","0.001848","0.012015","0.002773","0.004621","0.004621","0.006470","0.002773"
"542","0.042954","0.008902","0.001845","0.011070","0.001845","0.005535","0.005535","0.005535","0.003690"
"543","0.042914","0.008890","0.001842","0.011971","0.000921","0.004604","0.004604","0.006446","0.002762"
"544","0.042875","0.008878","0.001838","0.011029","0.001838","0.005514","0.005515","0.007353","0.001838"
"545","0.042835","0.008865","0.001835","0.010092","0.002752","0.006422","0.006422","0.006422","0.000917"
"546","0.042796","0.008853","0.001832","0.010989","0.001832","0.005494","0.005494","0.005495","0.001832"
"547","0.042757","0.008841","0.001828","0.011883","0.000914","0.006398","0.006398","0.006399","0.000914"
"548","0.042718","0.008829","0.001825","0.012774","0.000000","0.007299","0.005474","0.005475","0.000000"
"549","0.042679","0.008817","0.001821","0.011840","0.000911","0.008196","0.004554","0.004554","0.000911"
"550","0.042640","0.008805","0.001818","0.012727","0.000000","0.007272","0.005454","0.003636","0.001818"
"551","0.042601","0.008793","0.001815","0.013612","0.000908","0.006352","0.004537","0.004537","0.002722"
"552","0.042563","0.008781","0.001812","0.014493","0.001812","0.005435","0.003623","0.003623","0.001812"
"553","0.042524","0.008769","0.001808","0.013562","0.000904","0.006329","0.002712","0.002713","0.000904"
"554","0.042486","0.008757","0.001805","0.014440","0.000000","0.007220","0.001805","0.003610","0.000000"
"555","0.042448","0.008745","0.001802","0.013514","0.000901","0.006306","0.000901","0.004505","0.000901"
"556","0.042409","0.008734","0.001799","0.012590","0.000000","0.007194","0.000000","0.003597","0.001799"
"557","0.042371","0.008722","0.001795","0.011670","0.000898","0.006283","0.000898","0.002693","0.002693"
"558","0.042333","0.008710","0.001792","0.010753","0.000000","0.007168","0.001792","0.001792","0.003584"
"559","0.042295","0.008698","0.001789","0.011628","0.000894","0.006261","0.000894","0.000895","0.002683"
"560","0.042258","0.008687","0.001786","0.010714","0.001786","0.007143","0.000000","0.001786","0.003571"
"561","0.042220","0.008675","0.001783","0.009804","0.000891","0.008021","0.000891","0.000891","0.002674"
