"Sample","N^-0.5","N^-0.75","N^-1","White Noise","Golden Ratio","Golden Ratio2","Blue Noise","Projective Blue Noise","Projective Blue Noise 2"
"562","0.042182","0.008664","0.001779","0.010676","0.001779","0.007117","0.001779","0.000000","0.001779"
"563","0.042145","0.008652","0.001776","0.009769","0.000888","0.007993","0.002664","0.000888","0.000888"
"564","0.042108","0.008641","0.001773","0.008865","0.001773","0.007092","0.001773","0.000000","0.000000"
"565","0.042070","0.008629","0.001770","0.007965","0.000885","0.007964","0.000885","0.000885","0.000885"
"566","0.042033","0.008618","0.001767","0.008834","0.000000","0.007067","0.001767","0.001767","0.001767"
"567","0.041996","0.008606","0.001764","0.007937","0.000882","0.006173","0.002646","0.002646","0.002645"
"568","0.041959","0.008595","0.001761","0.007042","0.000000","0.005281","0.001761","0.003521","0.001760"
"569","0.041922","0.008584","0.001757","0.007909","0.000879","0.006151","0.000879","0.004394","0.002636"
"570","0.041885","0.008572","0.001754","0.008772","0.000000","0.007017","0.000000","0.003509","0.003509"
"571","0.041849","0.008561","0.001751","0.009632","0.000876","0.006129","0.000876","0.004378","0.002627"
"572","0.041812","0.008550","0.001748","0.010490","0.000000","0.005245","0.000000","0.005245","0.001748"
"573","0.041776","0.008539","0.001745","0.011344","0.000873","0.004363","0.000873","0.004363","0.000872"
"574","0.041739","0.008527","0.001742","0.012195","0.000000","0.005226","0.001742","0.005227","0.001742"
"575","0.041703","0.008516","0.001739","0.013044","0.000870","0.006087","0.000870","0.004348","0.002609"
"576","0.041667","0.008505","0.001736","0.013889","0.001736","0.005208","0.001736","0.005208","0.001736"
"577","0.041631","0.008494","0.001733","0.014732","0.000867","0.006066","0.000867","0.004333","0.002600"
"578","0.041595","0.008483","0.001730","0.015571","0.000000","0.005190","0.000000","0.005190","0.003460"
"579","0.041559","0.008472","0.001727","0.014681","0.000864","0.004318","0.000863","0.004318","0.004318"
"580","0.041523","0.008461","0.001724","0.013793","0.000000","0.003448","0.000000","0.003448","0.005172"
"581","0.041487","0.008450","0.001721","0.014630","0.000861","0.004303","0.000861","0.004303","0.004303"
"582","0.041451","0.008439","0.001718","0.013746","0.000000","0.005154","0.001718","0.005155","0.005155"
"583","0.041416","0.008428","0.001715","0.014580","0.000858","0.004288","0.000858","0.006003","0.006003"
"584","0.041380","0.008418","0.001712","0.015411","0.000000","0.003424","0.001712","0.005137","0.006849"
"585","0.041345","0.008407","0.001709","0.014530","0.000855","0.004273","0.000855","0.004273","0.005983"
"586","0.041310","0.008396","0.001706","0.015359","0.000000","0.005119","0.001706","0.003413","0.006826"
"587","0.041274","0.008385","0.001704","0.016184","0.000852","0.004259","0.000852","0.002555","0.005962"
"588","0.041239","0.008375","0.001701","0.017007","0.000000","0.003401","0.000000","0.003401","0.006803"
"589","0.041204","0.008364","0.001698","0.016129","0.000849","0.004244","0.000849","0.002547","0.007640"
"590","0.041169","0.008353","0.001695","0.016949","0.001695","0.003390","0.001695","0.003390","0.006780"
"591","0.041135","0.008343","0.001692","0.017767","0.000846","0.004230","0.002538","0.004230","0.005922"
"592","0.041100","0.008332","0.001689","0.018581","0.000000","0.003378","0.001689","0.003378","0.005068"
"593","0.041065","0.008322","0.001686","0.017707","0.000843","0.004216","0.002530","0.002530","0.004216"
"594","0.041030","0.008311","0.001684","0.018519","0.001684","0.003367","0.001684","0.003367","0.005050"
"595","0.040996","0.008301","0.001681","0.019328","0.002521","0.002521","0.002521","0.002521","0.005882"
"596","0.040962","0.008290","0.001678","0.020134","0.001678","0.003356","0.003356","0.003356","0.005033"
"597","0.040927","0.008280","0.001675","0.019263","0.000838","0.004187","0.004188","0.002513","0.005863"
"598","0.040893","0.008269","0.001672","0.018395","0.001672","0.005017","0.005017","0.003345","0.005017"
"599","0.040859","0.008259","0.001669","0.019199","0.000835","0.004173","0.005843","0.004174","0.004174"
"600","0.040825","0.008249","0.001667","0.018333","0.001667","0.003333","0.006667","0.003333","0.003333"
"601","0.040791","0.008238","0.001664","0.019135","0.000832","0.004160","0.005824","0.004160","0.004160"
"602","0.040757","0.008228","0.001661","0.018273","0.001661","0.004983","0.004984","0.003322","0.004983"
"603","0.040723","0.008218","0.001658","0.017413","0.000829","0.005804","0.004146","0.004146","0.005804"
"604","0.040689","0.008208","0.001656","0.018212","0.000000","0.004967","0.004967","0.003311","0.004967"
"605","0.040656","0.008198","0.001653","0.019008","0.000826","0.005785","0.005785","0.002479","0.004132"
"606","0.040622","0.008187","0.001650","0.018152","0.001650","0.004950","0.004951","0.003300","0.003300"
"607","0.040589","0.008177","0.001647","0.017298","0.000824","0.005766","0.004119","0.002471","0.002471"
"608","0.040555","0.008167","0.001645","0.016447","0.000000","0.004934","0.003290","0.001645","0.003289"
"609","0.040522","0.008157","0.001642","0.015599","0.000821","0.005747","0.002463","0.002463","0.002463"
"610","0.040489","0.008147","0.001639","0.016393","0.001639","0.006557","0.003279","0.003279","0.001639"
"611","0.040456","0.008137","0.001637","0.015548","0.000818","0.005728","0.004092","0.002455","0.000818"
"612","0.040423","0.008127","0.001634","0.016340","0.000000","0.006536","0.003268","0.003268","0.001634"
"613","0.040390","0.008117","0.001631","0.015498","0.000816","0.005710","0.002447","0.002447","0.000816"
"614","0.040357","0.008107","0.001629","0.014658","0.000000","0.006515","0.001629","0.003257","0.001629"
"615","0.040324","0.008097","0.001626","0.013821","0.000813","0.005691","0.000813","0.002439","0.000813"
"616","0.040291","0.008088","0.001623","0.014610","0.000000","0.004870","0.001624","0.001623","0.001623"
"617","0.040258","0.008078","0.001621","0.015397","0.000810","0.004052","0.000811","0.002431","0.002431"
"618","0.040226","0.008068","0.001618","0.016181","0.000000","0.004854","0.001618","0.001618","0.003236"
"619","0.040193","0.008058","0.001616","0.015347","0.000808","0.005654","0.000808","0.002423","0.004039"
"620","0.040161","0.008048","0.001613","0.016129","0.000000","0.004839","0.000000","0.001613","0.004839"
"621","0.040129","0.008039","0.001610","0.015298","0.000805","0.004026","0.000805","0.000805","0.004026"
"622","0.040096","0.008029","0.001608","0.014470","0.001608","0.003215","0.000000","0.001608","0.004823"
"623","0.040064","0.008019","0.001605","0.013644","0.002408","0.004013","0.000803","0.002408","0.004013"
"624","0.040032","0.008010","0.001603","0.012821","0.001602","0.004808","0.001603","0.003205","0.003205"
"625","0.040000","0.008000","0.001600","0.013600","0.000800","0.004000","0.000800","0.004000","0.004000"
"626","0.039968","0.007990","0.001597","0.012780","0.001597","0.004792","0.000000","0.003195","0.003195"
"627","0.039936","0.007981","0.001595","0.011962","0.002392","0.003987","0.000798","0.002392","0.003987"
"628","0.039904","0.007971","0.001592","0.012739","0.001592","0.004777","0.000000","0.003185","0.004777"
"629","0.039873","0.007962","0.001590","0.013514","0.000795","0.003975","0.000795","0.002385","0.005564"
"630","0.039841","0.007952","0.001587","0.014286","0.001587","0.004762","0.000000","0.001587","0.006349"
"631","0.039809","0.007943","0.001585","0.013471","0.002377","0.005547","0.000793","0.000793","0.005547"
"632","0.039778","0.007933","0.001582","0.014241","0.001582","0.004747","0.000000","0.001582","0.006329"
"633","0.039746","0.007924","0.001580","0.015008","0.002370","0.003950","0.000790","0.000790","0.007109"
"634","0.039715","0.007915","0.001577","0.014196","0.001577","0.004732","0.001577","0.000000","0.006309"
"635","0.039684","0.007905","0.001575","0.013386","0.002362","0.005512","0.000788","0.000788","0.005512"
"636","0.039653","0.007896","0.001572","0.014151","0.001572","0.004717","0.000000","0.001572","0.004717"
"637","0.039621","0.007887","0.001570","0.014914","0.002355","0.003925","0.000785","0.002355","0.005495"
"638","0.039590","0.007877","0.001567","0.014107","0.003135","0.003135","0.001568","0.001568","0.004702"
"639","0.039559","0.007868","0.001565","0.014867","0.002347","0.003912","0.002348","0.002348","0.003912"
"640","0.039528","0.007859","0.001563","0.014063","0.001562","0.004688","0.003125","0.003125","0.004687"
"641","0.039498","0.007850","0.001560","0.013261","0.000780","0.003900","0.002340","0.002340","0.005460"
"642","0.039467","0.007841","0.001558","0.012461","0.001558","0.004673","0.001558","0.001558","0.006231"
"643","0.039436","0.007831","0.001555","0.011664","0.002333","0.003888","0.002333","0.000778","0.006998"
"644","0.039406","0.007822","0.001553","0.012422","0.003106","0.003106","0.003106","0.000000","0.006211"
"645","0.039375","0.007813","0.001550","0.013178","0.002326","0.002326","0.003876","0.000775","0.005426"
"646","0.039344","0.007804","0.001548","0.013932","0.001548","0.003096","0.004644","0.000000","0.004644"
"647","0.039314","0.007795","0.001546","0.013138","0.002318","0.003864","0.005410","0.000773","0.003864"
"648","0.039284","0.007786","0.001543","0.013889","0.001543","0.003086","0.006173","0.000000","0.003086"
"649","0.039253","0.007777","0.001541","0.014638","0.002311","0.002311","0.005393","0.000770","0.003852"
"650","0.039223","0.007768","0.001538","0.015385","0.001538","0.003077","0.006154","0.001539","0.003077"
"651","0.039193","0.007759","0.001536","0.014593","0.002304","0.003840","0.005376","0.002304","0.003840"
"652","0.039163","0.007750","0.001534","0.013804","0.001534","0.003067","0.006135","0.003068","0.003067"
"653","0.039133","0.007741","0.001531","0.014548","0.000766","0.002297","0.005360","0.003829","0.002297"
"654","0.039103","0.007732","0.001529","0.013761","0.001529","0.003058","0.006116","0.003058","0.001529"
"655","0.039073","0.007724","0.001527","0.014504","0.000763","0.003817","0.006870","0.003817","0.002290"
"656","0.039043","0.007715","0.001524","0.015244","0.000000","0.004573","0.006098","0.003049","0.003049"
"657","0.039014","0.007706","0.001522","0.015982","0.000761","0.003805","0.005327","0.002283","0.003805"
"658","0.038984","0.007697","0.001520","0.015198","0.000000","0.004559","0.006079","0.003040","0.003039"
"659","0.038954","0.007688","0.001517","0.015933","0.000759","0.003794","0.005311","0.003794","0.003794"
"660","0.038925","0.007680","0.001515","0.016667","0.000000","0.003030","0.006061","0.004546","0.003030"
"661","0.038895","0.007671","0.001513","0.017398","0.000756","0.003782","0.006808","0.005295","0.002269"
"662","0.038866","0.007662","0.001511","0.018127","0.001511","0.004532","0.007553","0.006042","0.003021"
"663","0.038837","0.007654","0.001508","0.017345","0.000754","0.005279","0.008296","0.006787","0.002262"
"664","0.038808","0.007645","0.001506","0.016566","0.001506","0.004518","0.009036","0.007530","0.003012"
"665","0.038778","0.007636","0.001504","0.017293","0.000752","0.003759","0.008271","0.006767","0.003759"
"666","0.038749","0.007628","0.001502","0.018018","0.001502","0.003003","0.009009","0.006006","0.004505"
"667","0.038720","0.007619","0.001499","0.018741","0.002249","0.003748","0.008246","0.006747","0.005247"
"668","0.038691","0.007611","0.001497","0.019461","0.001497","0.004491","0.007485","0.005988","0.005988"
"669","0.038662","0.007602","0.001495","0.020179","0.002242","0.003737","0.008221","0.005232","0.005232"
"670","0.038633","0.007594","0.001493","0.019403","0.001493","0.002985","0.007463","0.005970","0.005970"
"671","0.038605","0.007585","0.001490","0.020119","0.000745","0.002236","0.008197","0.006707","0.005216"
"672","0.038576","0.007577","0.001488","0.020833","0.000000","0.002976","0.007441","0.005953","0.005952"
"673","0.038547","0.007568","0.001486","0.021545","0.000743","0.002229","0.006687","0.006687","0.005201"
"674","0.038519","0.007560","0.001484","0.022255","0.001484","0.001484","0.007418","0.005935","0.005935"
"675","0.038490","0.007551","0.001481","0.022963","0.000741","0.002222","0.006667","0.005185","0.005185"
"676","0.038462","0.007543","0.001479","0.022189","0.000000","0.001479","0.007397","0.005917","0.004438"
"677","0.038433","0.007535","0.001477","0.022895","0.000739","0.002216","0.008124","0.006647","0.005170"
"678","0.038405","0.007526","0.001475","0.022124","0.001475","0.001475","0.008850","0.005900","0.005900"
"679","0.038376","0.007518","0.001473","0.021355","0.000736","0.002209","0.008100","0.006628","0.006627"
"680","0.038348","0.007510","0.001471","0.020588","0.000000","0.001471","0.007353","0.005883","0.005882"
"681","0.038320","0.007501","0.001468","0.021292","0.000734","0.000734","0.006608","0.005140","0.005140"
"682","0.038292","0.007493","0.001466","0.021994","0.000000","0.001466","0.007331","0.004399","0.004399"
"683","0.038264","0.007485","0.001464","0.022694","0.000732","0.002196","0.008053","0.005125","0.003660"
"684","0.038236","0.007477","0.001462","0.021930","0.000000","0.002924","0.007310","0.005848","0.002924"
"685","0.038208","0.007468","0.001460","0.021168","0.000730","0.002190","0.006569","0.005110","0.002190"
"686","0.038180","0.007460","0.001458","0.020408","0.000000","0.001458","0.005831","0.005831","0.002916"
"687","0.038152","0.007452","0.001456","0.019651","0.000728","0.000728","0.005095","0.006550","0.002183"
"688","0.038125","0.007444","0.001453","0.020349","0.001453","0.001454","0.005814","0.007268","0.002907"
"689","0.038097","0.007436","0.001451","0.019594","0.000726","0.002177","0.005080","0.006531","0.003628"
"690","0.038069","0.007428","0.001449","0.018841","0.000000","0.001449","0.004348","0.007247","0.004348"
"691","0.038042","0.007420","0.001447","0.019537","0.000724","0.002171","0.003618","0.006513","0.003618"
"692","0.038014","0.007412","0.001445","0.018786","0.001445","0.001445","0.002890","0.007226","0.004335"
"693","0.037987","0.007404","0.001443","0.018038","0.000722","0.002165","0.002164","0.006494","0.003607"
"694","0.037959","0.007396","0.001441","0.018732","0.000000","0.001441","0.002882","0.007205","0.004323"
"695","0.037932","0.007388","0.001439","0.019424","0.000719","0.002158","0.003597","0.007914","0.005036"
"696","0.037905","0.007380","0.001437","0.020115","0.001437","0.002874","0.002873","0.008621","0.005747"
"697","0.037878","0.007372","0.001435","0.019369","0.000717","0.002152","0.002152","0.009326","0.006456"
"698","0.037851","0.007364","0.001433","0.020057","0.001433","0.001433","0.001433","0.008596","0.007163"
"699","0.037823","0.007356","0.001431","0.019313","0.000715","0.002146","0.000715","0.007869","0.007868"
"700","0.037796","0.007348","0.001429","0.018571","0.001429","0.002857","0.001428","0.008572","0.007143"
"701","0.037769","0.007340","0.001427","0.019258","0.000713","0.002140","0.000713","0.009273","0.006419"
"702","0.037743","0.007332","0.001425","0.019943","0.001424","0.001425","0.000000","0.008547","0.007123"
"703","0.037716","0.007325","0.001422","0.020626","0.002134","0.002134","0.000711","0.009246","0.006401"
"704","0.037689","0.007317","0.001420","0.021307","0.001420","0.002841","0.001421","0.009943","0.005682"
"705","0.037662","0.007309","0.001418","0.021986","0.000709","0.003546","0.002128","0.009220","0.004965"
"706","0.037635","0.007301","0.001416","0.021246","0.000000","0.002833","0.001416","0.008499","0.005666"
"707","0.037609","0.007293","0.001414","0.020509","0.000707","0.003536","0.002122","0.009194","0.006365"
"708","0.037582","0.007286","0.001412","0.021186","0.001413","0.002825","0.001412","0.008475","0.005650"
"709","0.037556","0.007278","0.001410","0.020451","0.000705","0.002116","0.000705","0.009168","0.004937"
"710","0.037529","0.007270","0.001408","0.019718","0.000000","0.002817","0.001409","0.009859","0.004225"
"711","0.037503","0.007263","0.001406","0.018987","0.000703","0.003516","0.002110","0.010549","0.003516"
"712","0.037477","0.007255","0.001404","0.018258","0.000000","0.004214","0.001405","0.009832","0.004214"
"713","0.037450","0.007247","0.001403","0.018934","0.000701","0.003506","0.000701","0.009117","0.004909"
"714","0.037424","0.007240","0.001401","0.018207","0.000000","0.002801","0.001401","0.009804","0.004202"
"715","0.037398","0.007232","0.001399","0.018881","0.000699","0.003497","0.002098","0.009091","0.004895"
"716","0.037372","0.007225","0.001397","0.019553","0.000000","0.004190","0.002793","0.009777","0.005587"
"717","0.037346","0.007217","0.001395","0.018828","0.000697","0.004882","0.003487","0.010461","0.006276"
"718","0.037320","0.007210","0.001393","0.018106","0.001393","0.004178","0.004178","0.009750","0.005571"
"719","0.037294","0.007202","0.001391","0.018776","0.000695","0.003477","0.003477","0.009041","0.006259"
"720","0.037268","0.007194","0.001389","0.019444","0.001389","0.004167","0.004167","0.009723","0.006945"
"721","0.037242","0.007187","0.001387","0.018724","0.000693","0.004854","0.004855","0.009016","0.007628"
"722","0.037216","0.007180","0.001385","0.019391","0.001385","0.004155","0.004155","0.008311","0.006925"
"723","0.037190","0.007172","0.001383","0.018672","0.000692","0.003458","0.004841","0.008991","0.006224"
"724","0.037165","0.007165","0.001381","0.019337","0.000000","0.004144","0.005525","0.008288","0.005525"
"725","0.037139","0.007157","0.001379","0.018621","0.000690","0.003448","0.004828","0.008966","0.006207"
"726","0.037113","0.007150","0.001377","0.017906","0.000000","0.004132","0.004132","0.008265","0.006887"
"727","0.037088","0.007142","0.001376","0.017194","0.000688","0.003439","0.004814","0.007566","0.006190"
"728","0.037062","0.007135","0.001374","0.017857","0.000000","0.004121","0.005495","0.006868","0.006868"
"729","0.037037","0.007128","0.001372","0.017147","0.000686","0.003429","0.006173","0.006173","0.006173"
"730","0.037012","0.007120","0.001370","0.016438","0.001370","0.002740","0.006849","0.006850","0.005480"
"731","0.036986","0.007113","0.001368","0.017100","0.000684","0.002052","0.006156","0.007524","0.004788"
"732","0.036961","0.007106","0.001366","0.016393","0.000000","0.002732","0.005465","0.008197","0.005465"
"733","0.036936","0.007099","0.001364","0.017053","0.000682","0.003411","0.004775","0.007504","0.004775"
"734","0.036911","0.007091","0.001362","0.016349","0.000000","0.002725","0.004087","0.008175","0.005450"
"735","0.036886","0.007084","0.001361","0.015646","0.000680","0.002041","0.003401","0.008844","0.006123"
"736","0.036860","0.007077","0.001359","0.016304","0.000000","0.002717","0.002718","0.008152","0.006794"
"737","0.036835","0.007070","0.001357","0.015604","0.000678","0.003392","0.002035","0.007463","0.006106"
"738","0.036811","0.007062","0.001355","0.016260","0.000000","0.002710","0.002710","0.006775","0.005420"
"739","0.036786","0.007055","0.001353","0.016915","0.000677","0.002030","0.003383","0.007443","0.004736"
"740","0.036761","0.007048","0.001351","0.017568","0.000000","0.002703","0.004054","0.008108","0.005406"
"741","0.036736","0.007041","0.001350","0.018219","0.000675","0.002024","0.004723","0.008772","0.006073"
"742","0.036711","0.007034","0.001348","0.018868","0.000000","0.002695","0.004043","0.008087","0.006739"
"743","0.036686","0.007027","0.001346","0.019516","0.000673","0.002019","0.004711","0.007403","0.007403"
"744","0.036662","0.007020","0.001344","0.018817","0.000000","0.002688","0.005376","0.006721","0.006721"
"745","0.036637","0.007013","0.001342","0.018121","0.000671","0.002013","0.004698","0.007383","0.006040"
"746","0.036613","0.007006","0.001340","0.017426","0.000000","0.001340","0.004022","0.006703","0.005362"
"747","0.036588","0.006999","0.001339","0.018072","0.000669","0.002008","0.004685","0.006024","0.006024"
"748","0.036564","0.006992","0.001337","0.018717","0.001337","0.002674","0.004011","0.006685","0.006685"
"749","0.036539","0.006985","0.001335","0.018024","0.000668","0.003338","0.004673","0.007343","0.006008"
"750","0.036515","0.006978","0.001333","0.018667","0.001333","0.002667","0.005333","0.006667","0.006667"
"751","0.036491","0.006971","0.001332","0.019308","0.000666","0.001997","0.004661","0.005992","0.007324"
"752","0.036466","0.006964","0.001330","0.018617","0.000000","0.001330","0.005319","0.005319","0.006649"
"753","0.036442","0.006957","0.001328","0.019256","0.000664","0.001992","0.004648","0.005976","0.007304"
"754","0.036418","0.006950","0.001326","0.018568","0.001326","0.002652","0.005305","0.006632","0.006631"
"755","0.036394","0.006943","0.001325","0.017881","0.001987","0.001987","0.004636","0.005961","0.007285"
"756","0.036370","0.006936","0.001323","0.018519","0.001323","0.002645","0.003968","0.005291","0.006614"
"757","0.036346","0.006929","0.001321","0.019155","0.000660","0.001981","0.004624","0.004624","0.005945"
"758","0.036322","0.006922","0.001319","0.019789","0.001319","0.002638","0.005277","0.003958","0.006596"
"759","0.036298","0.006915","0.001318","0.020422","0.001976","0.001976","0.004611","0.003294","0.007246"
"760","0.036274","0.006909","0.001316","0.019737","0.002631","0.002632","0.005263","0.002632","0.007895"
"761","0.036250","0.006902","0.001314","0.019054","0.001971","0.003285","0.005913","0.001971","0.008542"
"762","0.036226","0.006895","0.001312","0.018373","0.002625","0.002625","0.005249","0.001313","0.009186"
"763","0.036202","0.006888","0.001311","0.019004","0.001966","0.001966","0.005898","0.001966","0.009830"
"764","0.036179","0.006881","0.001309","0.019634","0.002618","0.002618","0.005236","0.001309","0.009162"
"765","0.036155","0.006875","0.001307","0.020262","0.001961","0.003268","0.005882","0.000654","0.009804"
"766","0.036131","0.006868","0.001305","0.020888","0.002611","0.002611","0.005222","0.001306","0.009138"
"767","0.036108","0.006861","0.001304","0.020209","0.001956","0.001956","0.004563","0.000652","0.009778"
"768","0.036084","0.006855","0.001302","0.019531","0.001302","0.002604","0.003906","0.001302","0.010417"
"769","0.036061","0.006848","0.001300","0.020156","0.001950","0.003251","0.003251","0.000650","0.011053"
"770","0.036037","0.006841","0.001299","0.019481","0.001299","0.003896","0.002597","0.001299","0.011688"
"771","0.036014","0.006835","0.001297","0.018807","0.001945","0.003242","0.001945","0.000649","0.011025"
"772","0.035991","0.006828","0.001295","0.018135","0.001295","0.002591","0.001295","0.001296","0.011658"
"773","0.035967","0.006821","0.001294","0.017464","0.000647","0.001940","0.001940","0.001941","0.012290"
"774","0.035944","0.006815","0.001292","0.018088","0.000000","0.002584","0.002584","0.001292","0.011628"
"775","0.035921","0.006808","0.001290","0.017419","0.000645","0.003226","0.001935","0.001936","0.010968"
"776","0.035898","0.006801","0.001289","0.018041","0.001289","0.002577","0.001289","0.001289","0.011598"
"777","0.035875","0.006795","0.001287","0.017374","0.000643","0.003217","0.001930","0.000644","0.010940"
"778","0.035852","0.006788","0.001285","0.017995","0.000000","0.002571","0.001285","0.000000","0.011568"
"779","0.035829","0.006782","0.001284","0.017330","0.000642","0.001925","0.000642","0.000642","0.012195"
"780","0.035806","0.006775","0.001282","0.017949","0.000000","0.001282","0.000000","0.000000","0.012821"
"781","0.035783","0.006769","0.001280","0.017285","0.000640","0.001920","0.000640","0.000640","0.012164"
"782","0.035760","0.006762","0.001279","0.017903","0.001279","0.002557","0.001279","0.000000","0.012788"
"783","0.035737","0.006756","0.001277","0.017241","0.000639","0.001916","0.001916","0.000638","0.013410"
"784","0.035714","0.006749","0.001276","0.016582","0.001276","0.001275","0.002551","0.001275","0.012755"
"785","0.035692","0.006743","0.001274","0.017197","0.000637","0.001911","0.001911","0.000637","0.012102"
"786","0.035669","0.006736","0.001272","0.017812","0.001272","0.002544","0.001272","0.000000","0.011450"
"787","0.035646","0.006730","0.001271","0.017154","0.000636","0.001906","0.000635","0.000635","0.010801"
"788","0.035624","0.006724","0.001269","0.017766","0.001269","0.001269","0.000000","0.001269","0.010152"
"789","0.035601","0.006717","0.001267","0.018378","0.001901","0.001901","0.000634","0.001901","0.009506"
"790","0.035578","0.006711","0.001266","0.018987","0.002532","0.001266","0.000000","0.001266","0.010127"
"791","0.035556","0.006705","0.001264","0.019595","0.001897","0.001896","0.000632","0.001896","0.010746"
"792","0.035533","0.006698","0.001263","0.018939","0.001263","0.001262","0.001263","0.002525","0.010101"
"793","0.035511","0.006692","0.001261","0.018285","0.001892","0.001891","0.001892","0.003152","0.010719"
"794","0.035489","0.006686","0.001259","0.017632","0.002519","0.001259","0.002519","0.003778","0.010076"
"795","0.035466","0.006679","0.001258","0.018239","0.003145","0.000629","0.001887","0.003144","0.010692"
"796","0.035444","0.006673","0.001256","0.018844","0.002513","0.001256","0.002513","0.002512","0.010050"
"797","0.035422","0.006667","0.001255","0.018193","0.001882","0.001882","0.003137","0.001882","0.010665"
"798","0.035400","0.006660","0.001253","0.017544","0.002506","0.002506","0.003759","0.001253","0.011278"
"799","0.035377","0.006654","0.001252","0.016896","0.001877","0.001877","0.004380","0.001877","0.011890"
"800","0.035355","0.006648","0.001250","0.016250","0.002500","0.001250","0.003750","0.001250","0.011250"
"801","0.035333","0.006642","0.001248","0.015605","0.001873","0.001872","0.003121","0.001872","0.010612"
"802","0.035311","0.006635","0.001247","0.016209","0.002494","0.002494","0.002494","0.002493","0.009975"
"803","0.035289","0.006629","0.001245","0.015566","0.001868","0.003113","0.003113","0.003113","0.009340"
"804","0.035267","0.006623","0.001244","0.014925","0.001244","0.002487","0.003731","0.002487","0.008707"
"805","0.035245","0.006617","0.001242","0.015528","0.001863","0.003105","0.004348","0.003105","0.009317"
"806","0.035223","0.006611","0.001241","0.016129","0.002482","0.002481","0.003722","0.003722","0.009926"
"807","0.035202","0.006605","0.001239","0.015489","0.001859","0.003098","0.004337","0.004337","0.010533"
"808","0.035180","0.006598","0.001238","0.016089","0.001238","0.002475","0.004951","0.003713","0.009901"
"809","0.035158","0.006592","0.001236","0.015451","0.001854","0.003090","0.004326","0.003090","0.009271"
"810","0.035136","0.006586","0.001235","0.014815","0.002469","0.003704","0.003704","0.003703","0.009877"
"811","0.035115","0.006580","0.001233","0.015413","0.001850","0.003082","0.003083","0.003082","0.009248"
"812","0.035093","0.006574","0.001232","0.014778","0.001232","0.003694","0.002463","0.003694","0.009852"
"813","0.035072","0.006568","0.001230","0.015375","0.000615","0.004305","0.001845","0.003075","0.010455"
"814","0.035050","0.006562","0.001229","0.015970","0.001229","0.004914","0.002457","0.002457","0.011057"
"815","0.035028","0.006556","0.001227","0.015337","0.000614","0.004294","0.003067","0.003067","0.011657"
"816","0.035007","0.006550","0.001225","0.015931","0.001226","0.003676","0.003676","0.002451","0.011030"
"817","0.034986","0.006544","0.001224","0.016524","0.001836","0.004284","0.004284","0.001836","0.011628"
"818","0.034964","0.006538","0.001222","0.017115","0.001222","0.004890","0.004890","0.002445","0.011003"
"819","0.034943","0.006532","0.001221","0.016483","0.000610","0.005494","0.004273","0.003052","0.011600"
"820","0.034922","0.006526","0.001220","0.015853","0.000000","0.004878","0.003658","0.003658","0.010976"
"821","0.034900","0.006520","0.001218","0.016443","0.000609","0.004263","0.004263","0.003045","0.010354"
"822","0.034879","0.006514","0.001217","0.017031","0.001217","0.003650","0.004866","0.002433","0.010949"
"823","0.034858","0.006508","0.001215","0.016403","0.001823","0.004253","0.004253","0.003037","0.011543"
"824","0.034837","0.006502","0.001214","0.015776","0.001214","0.003641","0.004854","0.003641","0.010923"
"825","0.034816","0.006496","0.001212","0.015151","0.000606","0.003030","0.005454","0.003030","0.010303"
"826","0.034794","0.006490","0.001211","0.015738","0.001211","0.003632","0.006053","0.002421","0.010896"
"827","0.034773","0.006484","0.001209","0.015115","0.001814","0.003023","0.005441","0.001814","0.011487"
"828","0.034752","0.006479","0.001208","0.014493","0.001208","0.003623","0.004831","0.002415","0.010870"
"829","0.034731","0.006473","0.001206","0.015078","0.000603","0.003016","0.005428","0.003015","0.010253"
"830","0.034711","0.006467","0.001205","0.015662","0.001205","0.003614","0.004819","0.002409","0.010844"
"831","0.034690","0.006461","0.001203","0.016245","0.001805","0.003008","0.005415","0.001805","0.010229"
"832","0.034669","0.006455","0.001202","0.015625","0.001202","0.002404","0.004808","0.001202","0.010818"
"833","0.034648","0.006449","0.001200","0.015006","0.001801","0.001801","0.005402","0.001800","0.011405"
"834","0.034627","0.006444","0.001199","0.014388","0.001199","0.002398","0.004796","0.001199","0.010792"
"835","0.034606","0.006438","0.001198","0.013772","0.001796","0.002994","0.005389","0.001796","0.011377"
"836","0.034586","0.006432","0.001196","0.014354","0.001196","0.002392","0.005981","0.001196","0.011962"
"837","0.034565","0.006426","0.001195","0.013739","0.001792","0.001792","0.006571","0.001792","0.012545"
"838","0.034544","0.006420","0.001193","0.013126","0.002387","0.001193","0.005966","0.002386","0.011933"
"839","0.034524","0.006415","0.001192","0.013707","0.001788","0.001788","0.006555","0.002980","0.012515"
"840","0.034503","0.006409","0.001190","0.013095","0.001190","0.002381","0.007143","0.003571","0.013095"
"841","0.034483","0.006403","0.001189","0.013674","0.000594","0.001784","0.006540","0.002972","0.012485"
"842","0.034462","0.006398","0.001188","0.014252","0.001188","0.002375","0.007126","0.003563","0.011877"
"843","0.034442","0.006392","0.001186","0.013641","0.001779","0.001779","0.006524","0.002965","0.011270"
"844","0.034421","0.006386","0.001185","0.013033","0.002370","0.001185","0.007109","0.003554","0.010664"
"845","0.034401","0.006381","0.001183","0.012426","0.001775","0.000592","0.006509","0.004142","0.011243"
