"0.500000","0.500000"
"0.531250","0.118034"
"0.562500","0.736068"
"0.593750","0.354102"
"0.625000","0.972136"
"0.656250","0.590170"
"0.687500","0.208204"
"0.718750","0.826238"
"0.750000","0.444272"
"0.781250","0.062306"
"0.812500","0.680340"
"0.843750","0.298374"
"0.875000","0.916408"
"0.906250","0.534442"
"0.937500","0.152475"
"0.968750","0.770510"
"0.000000","0.388544"
"0.031250","0.006577"
"0.062500","0.624612"
"0.093750","0.242645"
"0.125000","0.860680"
"0.156250","0.478714"
"0.187500","0.096747"
"0.218750","0.714782"
"0.250000","0.332815"
"0.281250","0.950850"
"0.312500","0.568884"
"0.343750","0.186918"
"0.375000","0.804951"
"0.406250","0.422985"
"0.437500","0.041019"
"0.468750","0.659054"
