"Sample","N^-0.5","N^-0.75","N^-1","White Noise","Golden Ratio","Golden Ratio2","Blue Noise","Projective Blue Noise","Projective Blue Noise 2"
"60","0.129099","0.046386","0.016667","0.116667","0.033333","0.000000","0.016667","0.066667","0.016667"
"61","0.128037","0.045814","0.016393","0.106557","0.024590","0.008197","0.024590","0.057377","0.008197"
"62","0.127000","0.045259","0.016129","0.112903","0.032258","0.000000","0.016129","0.048387","0.000000"
"63","0.125988","0.044719","0.015873","0.119048","0.023810","0.007937","0.023809","0.055556","0.007937"
"64","0.125000","0.044194","0.015625","0.125000","0.031250","0.015625","0.015625","0.062500","0.000000"
"65","0.124035","0.043683","0.015385","0.130769","0.023077","0.007692","0.023077","0.053846","0.007692"
"66","0.123091","0.043186","0.015152","0.121212","0.030303","0.000000","0.015152","0.045455","0.000000"
"67","0.122169","0.042702","0.014925","0.111940","0.037313","0.007463","0.022388","0.052239","0.007463"
"68","0.121268","0.042230","0.014706","0.102941","0.044118","0.000000","0.014706","0.058823","0.000000"
"69","0.120386","0.041770","0.014493","0.108696","0.036232","0.007246","0.007246","0.050725","0.007246"
"70","0.119523","0.041322","0.014286","0.100000","0.028571","0.000000","0.014286","0.057143","0.000000"
"71","0.118678","0.040884","0.014085","0.091549","0.035211","0.007042","0.021127","0.049296","0.007042"
"72","0.117851","0.040458","0.013889","0.083333","0.027778","0.013889","0.013889","0.041667","0.013889"
"73","0.117041","0.040041","0.013699","0.075342","0.020548","0.006849","0.006849","0.047945","0.006849"
"74","0.116248","0.039635","0.013514","0.081081","0.027027","0.000000","0.013513","0.040541","0.000000"
"75","0.115470","0.039238","0.013333","0.073333","0.033333","0.006667","0.020000","0.033333","0.006667"
"76","0.114708","0.038850","0.013158","0.065789","0.039474","0.013158","0.026316","0.039474","0.000000"
"77","0.113961","0.038471","0.012987","0.071429","0.032468","0.006494","0.032467","0.032467","0.006494"
"78","0.113228","0.038100","0.012821","0.064103","0.038462","0.012821","0.025641","0.038462","0.000000"
"79","0.112509","0.037738","0.012658","0.056962","0.031646","0.018987","0.018987","0.044304","0.006329"
"80","0.111803","0.037384","0.012500","0.062500","0.037500","0.012500","0.012500","0.050000","0.012500"
"81","0.111111","0.037037","0.012346","0.067901","0.030864","0.006173","0.006173","0.043210","0.006173"
"82","0.110432","0.036698","0.012195","0.060976","0.024390","0.000000","0.000000","0.048780","0.000000"
"83","0.109764","0.036366","0.012048","0.054217","0.030120","0.006024","0.006024","0.054217","0.006024"
"84","0.109109","0.036040","0.011905","0.059524","0.023810","0.000000","0.011905","0.059524","0.011905"
"85","0.108465","0.035722","0.011765","0.052941","0.017647","0.005882","0.005882","0.052941","0.005882"
"86","0.107833","0.035410","0.011628","0.046512","0.011628","0.000000","0.000000","0.046512","0.000000"
"87","0.107211","0.035104","0.011494","0.051724","0.017241","0.005747","0.005747","0.040230","0.005747"
"88","0.106600","0.034805","0.011364","0.056818","0.022727","0.011364","0.011364","0.034091","0.011364"
"89","0.106000","0.034511","0.011236","0.061798","0.016854","0.005618","0.005618","0.039326","0.005618"
"90","0.105409","0.034223","0.011111","0.066667","0.022222","0.011111","0.011111","0.044444","0.011111"
"91","0.104828","0.033941","0.010989","0.060440","0.016484","0.005495","0.016484","0.049451","0.016483"
"92","0.104257","0.033663","0.010870","0.054348","0.021739","0.010870","0.021739","0.054348","0.021739"
"93","0.103695","0.033392","0.010753","0.048387","0.016129","0.005376","0.016129","0.048387","0.026882"
"94","0.103142","0.033125","0.010638","0.053192","0.010638","0.000000","0.010638","0.053191","0.021277"
"95","0.102598","0.032863","0.010526","0.047368","0.015790","0.005263","0.015790","0.057895","0.026316"
"96","0.102062","0.032606","0.010417","0.041667","0.020833","0.010417","0.010417","0.052083","0.031250"
"97","0.101535","0.032353","0.010309","0.036083","0.015464","0.005155","0.015464","0.046392","0.036082"
"98","0.101015","0.032106","0.010204","0.030612","0.010204","0.010204","0.010204","0.040816","0.030612"
"99","0.100504","0.031862","0.010101","0.025253","0.015152","0.005050","0.015152","0.035354","0.025252"
"100","0.100000","0.031623","0.010000","0.020000","0.010000","0.000000","0.020000","0.040000","0.020000"
"101","0.099504","0.031388","0.009901","0.014852","0.004951","0.004950","0.024753","0.034653","0.024752"
"102","0.099015","0.031157","0.009804","0.009804","0.009804","0.009804","0.019608","0.039216","0.029412"
"103","0.098533","0.030929","0.009709","0.014563","0.014563","0.014563","0.014563","0.043689","0.024272"
"104","0.098058","0.030706","0.009615","0.019231","0.019231","0.009615","0.009615","0.048077","0.019231"
"105","0.097590","0.030487","0.009524","0.023810","0.023810","0.014286","0.004762","0.042857","0.014286"
"106","0.097129","0.030271","0.009434","0.018868","0.018868","0.009434","0.000000","0.047170","0.009434"
"107","0.096674","0.030058","0.009346","0.023365","0.014019","0.014019","0.004673","0.042056","0.004673"
"108","0.096225","0.029849","0.009259","0.027778","0.018519","0.009259","0.009259","0.037037","0.000000"
"109","0.095783","0.029644","0.009174","0.032110","0.022936","0.004587","0.013762","0.032110","0.004587"
"110","0.095346","0.029441","0.009091","0.036364","0.018182","0.009091","0.009091","0.036364","0.009091"
"111","0.094916","0.029242","0.009009","0.031532","0.022523","0.013513","0.013514","0.031532","0.004505"
"112","0.094491","0.029046","0.008929","0.035714","0.017857","0.008928","0.017857","0.035714","0.000000"
"113","0.094072","0.028853","0.008850","0.039823","0.022124","0.004425","0.013274","0.039823","0.004425"
"114","0.093659","0.028663","0.008772","0.043860","0.017544","0.008772","0.008772","0.043860","0.008772"
"115","0.093250","0.028476","0.008696","0.047826","0.021739","0.013043","0.004348","0.047826","0.004348"
"116","0.092848","0.028292","0.008621","0.043104","0.025862","0.008621","0.000000","0.043104","0.000000"
"117","0.092450","0.028110","0.008547","0.038462","0.029915","0.012820","0.004273","0.038462","0.004274"
"118","0.092057","0.027931","0.008475","0.042373","0.025424","0.008474","0.008474","0.033898","0.000000"
"119","0.091670","0.027755","0.008403","0.046219","0.021008","0.012605","0.012605","0.029412","0.004202"
"120","0.091287","0.027581","0.008333","0.050000","0.025000","0.008333","0.008333","0.033333","0.000000"
"121","0.090909","0.027410","0.008264","0.045455","0.020661","0.012397","0.004132","0.037190","0.004132"
"122","0.090536","0.027241","0.008197","0.049181","0.016394","0.008197","0.008197","0.040984","0.000000"
"123","0.090167","0.027075","0.008130","0.044716","0.020325","0.012195","0.004065","0.036585","0.004065"
"124","0.089803","0.026911","0.008065","0.048387","0.024194","0.008064","0.008064","0.032258","0.000000"
"125","0.089443","0.026750","0.008000","0.052000","0.028000","0.004000","0.004000","0.028000","0.004000"
"126","0.089087","0.026590","0.007937","0.047619","0.023810","0.007936","0.000000","0.031746","0.000000"
"127","0.088736","0.026433","0.007874","0.043307","0.027559","0.003937","0.003937","0.035433","0.003937"
"128","0.088388","0.026278","0.007813","0.039063","0.023438","0.000000","0.007813","0.031250","0.007812"
"129","0.088045","0.026125","0.007752","0.034884","0.027132","0.003876","0.003876","0.027132","0.011628"
"130","0.087706","0.025974","0.007692","0.030769","0.023077","0.000000","0.007692","0.030769","0.015385"
"131","0.087370","0.025825","0.007634","0.034351","0.019084","0.003817","0.011450","0.026718","0.019084"
"132","0.087039","0.025678","0.007576","0.030303","0.022727","0.000000","0.007576","0.030303","0.015151"
"133","0.086711","0.025534","0.007519","0.026316","0.026316","0.003759","0.011278","0.033835","0.011278"
"134","0.086387","0.025391","0.007463","0.022388","0.022388","0.000000","0.014925","0.029851","0.007463"
"135","0.086066","0.025249","0.007407","0.018519","0.018519","0.003704","0.011111","0.025926","0.003704"
"136","0.085749","0.025110","0.007353","0.022059","0.022059","0.000000","0.014706","0.022059","0.000000"
"137","0.085436","0.024972","0.007299","0.018248","0.018248","0.003650","0.018248","0.018248","0.003650"
"138","0.085126","0.024837","0.007246","0.021739","0.014493","0.000000","0.021739","0.021739","0.000000"
"139","0.084819","0.024702","0.007194","0.025180","0.017986","0.003597","0.017986","0.025180","0.003597"
"140","0.084515","0.024570","0.007143","0.021429","0.014286","0.000000","0.014286","0.021429","0.007143"
"141","0.084215","0.024439","0.007092","0.024823","0.017731","0.003546","0.017731","0.024823","0.010638"
"142","0.083918","0.024310","0.007042","0.028169","0.014085","0.000000","0.021127","0.021127","0.007042"
"143","0.083624","0.024182","0.006993","0.024476","0.010490","0.003496","0.024476","0.017482","0.003497"
"144","0.083333","0.024056","0.006944","0.020834","0.006945","0.006944","0.020833","0.020833","0.000000"
"145","0.083045","0.023932","0.006897","0.024138","0.010345","0.003448","0.017241","0.017241","0.003448"
"146","0.082761","0.023809","0.006849","0.027397","0.006849","0.006849","0.013699","0.013699","0.000000"
"147","0.082479","0.023687","0.006803","0.023810","0.003402","0.003401","0.010204","0.010204","0.003401"
"148","0.082199","0.023567","0.006757","0.020270","0.006757","0.006757","0.006757","0.006757","0.006757"
"149","0.081923","0.023448","0.006711","0.023490","0.003356","0.010067","0.003356","0.010067","0.003356"
"150","0.081650","0.023331","0.006667","0.026667","0.000000","0.013333","0.000000","0.013333","0.006667"
"151","0.081379","0.023215","0.006623","0.029802","0.003311","0.009934","0.003311","0.009934","0.009934"
"152","0.081111","0.023100","0.006579","0.026316","0.000000","0.006579","0.000000","0.013158","0.006579"
"153","0.080845","0.022987","0.006536","0.029412","0.003268","0.009804","0.003268","0.016340","0.003268"
"154","0.080582","0.022875","0.006494","0.025974","0.000000","0.006493","0.000000","0.012987","0.000000"
"155","0.080322","0.022764","0.006452","0.029033","0.003226","0.009677","0.003226","0.009677","0.003226"
"156","0.080064","0.022655","0.006410","0.032052","0.000000","0.006410","0.000000","0.012820","0.000000"
"157","0.079809","0.022546","0.006369","0.028663","0.003185","0.009554","0.003185","0.015924","0.003185"
"158","0.079556","0.022439","0.006329","0.031646","0.000000","0.006329","0.000000","0.018987","0.006329"
"159","0.079305","0.022333","0.006289","0.034591","0.003144","0.003145","0.003145","0.022013","0.003145"
"160","0.079057","0.022228","0.006250","0.037500","0.000000","0.000000","0.006250","0.018750","0.000000"
"161","0.078811","0.022125","0.006211","0.040373","0.003106","0.003106","0.009317","0.015528","0.003106"
"162","0.078567","0.022022","0.006173","0.043210","0.006173","0.006173","0.006173","0.012346","0.006173"
"163","0.078326","0.021921","0.006135","0.039877","0.003068","0.003067","0.009202","0.015337","0.009203"
"164","0.078087","0.021821","0.006098","0.042683","0.006098","0.006097","0.006098","0.018293","0.006098"
"165","0.077850","0.021721","0.006061","0.039394","0.003030","0.009091","0.009091","0.021212","0.003030"
"166","0.077615","0.021623","0.006024","0.036145","0.006024","0.006024","0.006024","0.018072","0.006024"
"167","0.077382","0.021526","0.005988","0.038922","0.002994","0.002994","0.002994","0.020958","0.008982"
"168","0.077152","0.021430","0.005952","0.035715","0.000000","0.000000","0.000000","0.017857","0.011905"
"169","0.076923","0.021335","0.005917","0.038462","0.002959","0.002959","0.002959","0.014793","0.008876"
"170","0.076697","0.021240","0.005882","0.035294","0.000000","0.000000","0.005882","0.017647","0.011765"
"171","0.076472","0.021147","0.005848","0.032164","0.002924","0.002924","0.002924","0.020468","0.008772"
"172","0.076249","0.021055","0.005814","0.029070","0.005814","0.000000","0.000000","0.017442","0.011628"
"173","0.076029","0.020964","0.005780","0.026012","0.002890","0.002890","0.002890","0.020231","0.014451"
"174","0.075810","0.020873","0.005747","0.022989","0.000000","0.005747","0.000000","0.017241","0.011494"
"175","0.075593","0.020784","0.005714","0.025714","0.002857","0.002857","0.002857","0.020000","0.008572"
"176","0.075378","0.020695","0.005682","0.028409","0.000000","0.000000","0.005682","0.022727","0.005682"
"177","0.075165","0.020607","0.005650","0.025424","0.002825","0.002825","0.002825","0.025424","0.008475"
"178","0.074953","0.020520","0.005618","0.022472","0.000000","0.005618","0.005618","0.022472","0.011236"
"179","0.074744","0.020434","0.005587","0.019553","0.002793","0.002793","0.008380","0.019553","0.013967"
"180","0.074536","0.020349","0.005556","0.022222","0.005555","0.000000","0.005556","0.022222","0.011111"
"181","0.074329","0.020265","0.005525","0.024862","0.002762","0.002762","0.002762","0.024862","0.008287"
"182","0.074125","0.020181","0.005495","0.021978","0.000000","0.000000","0.005495","0.021978","0.010989"
"183","0.073922","0.020098","0.005464","0.019126","0.002732","0.002732","0.002732","0.024590","0.008197"
"184","0.073721","0.020016","0.005435","0.021739","0.005435","0.000000","0.000000","0.021739","0.005435"
"185","0.073521","0.019935","0.005405","0.018919","0.002703","0.002703","0.002703","0.018919","0.008108"
"186","0.073324","0.019855","0.005376","0.021506","0.005376","0.005376","0.005376","0.021505","0.010753"
"187","0.073127","0.019775","0.005348","0.024064","0.008021","0.002674","0.002674","0.018717","0.008021"
"188","0.072932","0.019696","0.005319","0.021277","0.005319","0.000000","0.000000","0.021277","0.005319"
"189","0.072739","0.019618","0.005291","0.018519","0.002645","0.002645","0.002646","0.018519","0.002646"
"190","0.072548","0.019540","0.005263","0.021053","0.000000","0.005263","0.005263","0.021053","0.005263"
"191","0.072357","0.019464","0.005236","0.018325","0.002618","0.002618","0.002618","0.018325","0.002618"
"192","0.072169","0.019388","0.005208","0.020833","0.000000","0.005208","0.005208","0.020833","0.005208"
"193","0.071982","0.019312","0.005181","0.018135","0.002590","0.007772","0.007772","0.023316","0.007772"
"194","0.071796","0.019238","0.005155","0.015464","0.000000","0.005155","0.005155","0.025773","0.005155"
"195","0.071611","0.019163","0.005128","0.017949","0.002564","0.002564","0.002564","0.028205","0.002564"
"196","0.071429","0.019090","0.005102","0.020408","0.005102","0.000000","0.000000","0.025510","0.000000"
"197","0.071247","0.019017","0.005076","0.017767","0.002538","0.002538","0.002538","0.022843","0.002538"
"198","0.071067","0.018945","0.005051","0.020202","0.000000","0.000000","0.005050","0.020202","0.000000"
"199","0.070888","0.018874","0.005025","0.022613","0.002512","0.002513","0.002513","0.017588","0.002512"
"200","0.070711","0.018803","0.005000","0.020000","0.005000","0.000000","0.000000","0.020000","0.000000"
"201","0.070535","0.018733","0.004975","0.017413","0.002487","0.002488","0.002488","0.022388","0.002487"
"202","0.070360","0.018663","0.004950","0.014852","0.000000","0.004950","0.000000","0.019802","0.004950"
"203","0.070186","0.018594","0.004926","0.012315","0.002463","0.002463","0.002463","0.022168","0.002463"
"204","0.070014","0.018526","0.004902","0.009804","0.000000","0.000000","0.004902","0.019608","0.004902"
"205","0.069843","0.018458","0.004878","0.012195","0.002439","0.002439","0.002439","0.017073","0.007317"
"206","0.069673","0.018391","0.004854","0.009709","0.000000","0.000000","0.000000","0.019417","0.004854"
"207","0.069505","0.018324","0.004831","0.012078","0.002415","0.002416","0.002415","0.021739","0.007246"
"208","0.069338","0.018258","0.004808","0.009616","0.004808","0.000000","0.000000","0.024038","0.009615"
"209","0.069171","0.018192","0.004785","0.007177","0.002392","0.002392","0.002392","0.021531","0.011962"
"210","0.069007","0.018127","0.004762","0.009524","0.000000","0.000000","0.000000","0.019048","0.014286"
"211","0.068843","0.018063","0.004739","0.011849","0.002370","0.002370","0.002370","0.021327","0.011848"
"212","0.068680","0.017999","0.004717","0.009434","0.000000","0.000000","0.000000","0.023585","0.014151"
"213","0.068519","0.017936","0.004695","0.011737","0.002348","0.002347","0.002347","0.025822","0.011737"
"214","0.068359","0.017873","0.004673","0.009346","0.000000","0.004673","0.000000","0.028037","0.009346"
"215","0.068199","0.017810","0.004651","0.006977","0.002326","0.006977","0.002326","0.025581","0.006977"
"216","0.068041","0.017748","0.004630","0.009259","0.000000","0.004630","0.004630","0.023148","0.004629"
"217","0.067884","0.017687","0.004608","0.006913","0.002304","0.002304","0.006913","0.025346","0.002304"
"218","0.067729","0.017626","0.004587","0.004587","0.000000","0.004587","0.009174","0.022936","0.004587"
"219","0.067574","0.017566","0.004566","0.002283","0.002283","0.002283","0.011416","0.025114","0.002283"
"220","0.067420","0.017506","0.004545","0.000000","0.000000","0.004545","0.013636","0.022727","0.000000"
"221","0.067267","0.017446","0.004525","0.002262","0.002262","0.002262","0.011312","0.020362","0.002262"
"222","0.067116","0.017387","0.004505","0.000000","0.000000","0.004504","0.009009","0.022523","0.004504"
"223","0.066965","0.017329","0.004484","0.002242","0.002242","0.006726","0.006727","0.020179","0.002242"
"224","0.066815","0.017271","0.004464","0.004464","0.000000","0.004464","0.004464","0.022321","0.000000"
"225","0.066667","0.017213","0.004444","0.006666","0.002222","0.002222","0.002222","0.024444","0.002222"
"226","0.066519","0.017156","0.004425","0.004424","0.004425","0.004425","0.004425","0.026549","0.000000"
"227","0.066372","0.017099","0.004405","0.006608","0.006608","0.006608","0.002203","0.028634","0.002203"
"228","0.066227","0.017043","0.004386","0.004386","0.004386","0.004386","0.004386","0.026316","0.004386"
"229","0.066082","0.016987","0.004367","0.002183","0.006550","0.006550","0.002183","0.024017","0.006550"
"230","0.065938","0.016932","0.004348","0.000000","0.004348","0.008695","0.004348","0.026087","0.004348"
"231","0.065795","0.016877","0.004329","0.002165","0.006494","0.006493","0.006493","0.028138","0.006494"
"232","0.065653","0.016822","0.004310","0.000000","0.004310","0.004310","0.004310","0.030172","0.004311"
"233","0.065512","0.016768","0.004292","0.002146","0.002146","0.002146","0.002146","0.027897","0.002146"
"234","0.065372","0.016714","0.004274","0.000000","0.004274","0.004273","0.000000","0.029915","0.004274"
"235","0.065233","0.016661","0.004255","0.002127","0.002128","0.002127","0.002128","0.027660","0.006383"
"236","0.065094","0.016608","0.004237","0.000000","0.000000","0.004237","0.004237","0.025424","0.008475"
"237","0.064957","0.016555","0.004219","0.002109","0.002110","0.002109","0.006329","0.027426","0.010549"
"238","0.064820","0.016503","0.004202","0.004201","0.000000","0.004202","0.008403","0.025210","0.012605"
"239","0.064685","0.016451","0.004184","0.006276","0.002092","0.006276","0.010460","0.023013","0.010460"
"240","0.064550","0.016400","0.004167","0.008333","0.000000","0.004167","0.008333","0.025000","0.008334"
"241","0.064416","0.016349","0.004149","0.010373","0.002075","0.006224","0.010373","0.026971","0.010374"
"242","0.064282","0.016298","0.004132","0.008264","0.000000","0.008264","0.012397","0.024793","0.008265"
"243","0.064150","0.016248","0.004115","0.006173","0.002058","0.010288","0.010288","0.022634","0.006173"
"244","0.064018","0.016198","0.004098","0.004098","0.000000","0.008197","0.008197","0.020492","0.004099"
"245","0.063888","0.016148","0.004082","0.002041","0.002041","0.006122","0.010204","0.022449","0.002041"
"246","0.063758","0.016099","0.004065","0.000000","0.000000","0.008130","0.012195","0.024390","0.000000"
"247","0.063628","0.016050","0.004049","0.002024","0.002025","0.006073","0.010121","0.022267","0.002024"
"248","0.063500","0.016002","0.004032","0.000000","0.000000","0.008064","0.008065","0.020161","0.000000"
"249","0.063372","0.015953","0.004016","0.002008","0.002008","0.006024","0.006024","0.018072","0.002008"
"250","0.063246","0.015905","0.004000","0.004000","0.000000","0.008000","0.008000","0.016000","0.004000"
"251","0.063119","0.015858","0.003984","0.005976","0.001992","0.009960","0.005976","0.017928","0.005976"
"252","0.062994","0.015811","0.003968","0.003968","0.003968","0.007936","0.003968","0.015873","0.003968"
"253","0.062869","0.015764","0.003953","0.001976","0.001976","0.005929","0.005929","0.013834","0.005929"
"254","0.062746","0.015717","0.003937","0.003937","0.003937","0.003937","0.007874","0.011811","0.007874"
"255","0.062622","0.015671","0.003922","0.005883","0.001961","0.005882","0.009804","0.009804","0.009804"
"256","0.062500","0.015625","0.003906","0.007813","0.003906","0.003906","0.007812","0.007812","0.007813"
"257","0.062378","0.015579","0.003891","0.009728","0.005836","0.005836","0.005837","0.005837","0.009728"
"258","0.062257","0.015534","0.003876","0.007752","0.007752","0.003876","0.007752","0.003876","0.007752"
"259","0.062137","0.015489","0.003861","0.005792","0.005791","0.001930","0.009652","0.001930","0.009653"
"260","0.062017","0.015444","0.003846","0.003846","0.003846","0.003846","0.007692","0.003846","0.011539"
"261","0.061898","0.015400","0.003831","0.001916","0.005747","0.001916","0.005747","0.001916","0.013410"
"262","0.061780","0.015356","0.003817","0.003817","0.003817","0.000000","0.003817","0.003817","0.015267"
"263","0.061663","0.015312","0.003802","0.001901","0.005703","0.001901","0.005703","0.001901","0.017110"
"264","0.061546","0.015269","0.003788","0.003788","0.003788","0.003788","0.007576","0.003788","0.015152"
"265","0.061430","0.015225","0.003774","0.001887","0.005660","0.001887","0.005660","0.001887","0.013208"
"266","0.061314","0.015182","0.003759","0.000000","0.003759","0.000000","0.003759","0.003759","0.015038"
"267","0.061199","0.015140","0.003745","0.001873","0.001873","0.001872","0.005618","0.001873","0.013109"
"268","0.061085","0.015097","0.003731","0.003731","0.000000","0.000000","0.003731","0.003731","0.014925"
"269","0.060971","0.015055","0.003717","0.001859","0.001859","0.001859","0.005576","0.001859","0.016729"
"270","0.060858","0.015013","0.003704","0.003704","0.003704","0.003704","0.007407","0.000000","0.018519"
"271","0.060746","0.014972","0.003690","0.005535","0.001845","0.001845","0.009225","0.001845","0.016605"
"272","0.060634","0.014930","0.003676","0.003677","0.003676","0.003677","0.007353","0.000000","0.014706"
"273","0.060523","0.014889","0.003663","0.001832","0.005494","0.005495","0.005495","0.001832","0.012821"
"274","0.060412","0.014849","0.003650","0.003650","0.003650","0.007299","0.003650","0.003650","0.014599"
"275","0.060302","0.014808","0.003636","0.001818","0.001818","0.005455","0.001818","0.001818","0.012727"
"276","0.060193","0.014768","0.003623","0.003623","0.000000","0.003623","0.003623","0.000000","0.010870"
"277","0.060084","0.014728","0.003610","0.001805","0.001805","0.005415","0.005415","0.001805","0.012636"
"278","0.059976","0.014688","0.003597","0.003597","0.000000","0.003597","0.003597","0.000000","0.014389"
"279","0.059868","0.014649","0.003584","0.001792","0.001792","0.001792","0.001792","0.001792","0.016129"
"280","0.059761","0.014609","0.003571","0.003571","0.000000","0.000000","0.000000","0.000000","0.014286"
"281","0.059655","0.014570","0.003559","0.005338","0.001779","0.001780","0.001779","0.001779","0.016014"
"282","0.059549","0.014532","0.003546","0.007092","0.003546","0.003546","0.003546","0.000000","0.014184"
"283","0.059444","0.014493","0.003534","0.008834","0.001767","0.001767","0.005300","0.001767","0.015901"
"284","0.059339","0.014455","0.003521","0.010563","0.000000","0.003521","0.003521","0.003521","0.014085"
"285","0.059235","0.014417","0.003509","0.008772","0.001754","0.001755","0.005263","0.001754","0.015790"
"286","0.059131","0.014379","0.003497","0.010490","0.003496","0.003497","0.006993","0.000000","0.013986"
"287","0.059028","0.014341","0.003484","0.008711","0.001742","0.001742","0.005227","0.001742","0.012195"
"288","0.058926","0.014304","0.003472","0.006945","0.000000","0.000000","0.003472","0.003472","0.010417"
"289","0.058824","0.014267","0.003460","0.005190","0.001730","0.001730","0.005190","0.001730","0.012111"
"290","0.058722","0.014230","0.003448","0.003448","0.000000","0.003448","0.003448","0.003448","0.013793"
"291","0.058621","0.014193","0.003436","0.001718","0.001718","0.001718","0.005155","0.001718","0.015464"
"292","0.058521","0.014157","0.003425","0.003425","0.000000","0.000000","0.006849","0.000000","0.013699"
"293","0.058421","0.014120","0.003413","0.005120","0.001706","0.001707","0.008532","0.001707","0.011945"
"294","0.058321","0.014084","0.003401","0.006803","0.003401","0.000000","0.010204","0.000000","0.010204"
"295","0.058222","0.014049","0.003390","0.005085","0.001695","0.001695","0.008475","0.001695","0.008475"
"296","0.058124","0.014013","0.003378","0.003378","0.000000","0.000000","0.006757","0.000000","0.006757"
"297","0.058026","0.013978","0.003367","0.005051","0.001683","0.001683","0.005051","0.001684","0.005051"
"298","0.057928","0.013942","0.003356","0.006711","0.003356","0.000000","0.003356","0.000000","0.003356"
"299","0.057831","0.013907","0.003344","0.008361","0.001672","0.001672","0.001672","0.001672","0.005017"
"300","0.057735","0.013873","0.003333","0.010000","0.003333","0.003333","0.003333","0.000000","0.006667"
"301","0.057639","0.013838","0.003322","0.008306","0.004983","0.004983","0.001661","0.001661","0.004983"
"302","0.057544","0.013804","0.003311","0.009934","0.003311","0.003311","0.000000","0.003311","0.006623"
"303","0.057448","0.013769","0.003300","0.011551","0.001650","0.001650","0.001650","0.001650","0.004951"
"304","0.057354","0.013736","0.003289","0.013158","0.000000","0.003289","0.000000","0.000000","0.006579"
"305","0.057260","0.013702","0.003279","0.011475","0.001639","0.001639","0.001639","0.001639","0.008197"
"306","0.057166","0.013668","0.003268","0.009804","0.000000","0.003268","0.000000","0.000000","0.009804"
"307","0.057073","0.013635","0.003257","0.011401","0.001628","0.001628","0.001629","0.001629","0.008143"
"308","0.056980","0.013602","0.003247","0.012987","0.000000","0.003247","0.000000","0.000000","0.009740"
"309","0.056888","0.013568","0.003236","0.011327","0.001618","0.001618","0.001618","0.001618","0.011327"
"310","0.056796","0.013536","0.003226","0.012903","0.000000","0.000000","0.000000","0.000000","0.009678"
"311","0.056705","0.013503","0.003215","0.011254","0.001608","0.001608","0.001608","0.001608","0.008039"
"312","0.056614","0.013471","0.003205","0.009615","0.003205","0.000000","0.003205","0.000000","0.006410"
"313","0.056523","0.013438","0.003195","0.007987","0.004793","0.001597","0.001598","0.001597","0.004793"
"314","0.056433","0.013406","0.003185","0.006369","0.003185","0.000000","0.000000","0.003185","0.003185"
"315","0.056344","0.013374","0.003175","0.004762","0.004762","0.001587","0.001587","0.004762","0.001587"
"316","0.056254","0.013342","0.003165","0.006329","0.003165","0.003164","0.000000","0.006329","0.003165"
"317","0.056166","0.013311","0.003155","0.004732","0.004732","0.001577","0.001577","0.007886","0.004732"
"318","0.056077","0.013279","0.003145","0.006289","0.003145","0.000000","0.003145","0.009434","0.006289"
"319","0.055989","0.013248","0.003135","0.007837","0.001568","0.001568","0.001567","0.007837","0.007837"
"320","0.055902","0.013217","0.003125","0.006250","0.003125","0.000000","0.000000","0.009375","0.006250"
"321","0.055815","0.013186","0.003115","0.004673","0.001558","0.001558","0.001558","0.007788","0.007788"
"322","0.055728","0.013156","0.003106","0.006211","0.000000","0.000000","0.003106","0.006211","0.006211"
"323","0.055641","0.013125","0.003096","0.007740","0.001548","0.001548","0.004644","0.004644","0.007740"
"324","0.055556","0.013095","0.003086","0.006173","0.000000","0.000000","0.006173","0.006173","0.009259"
"325","0.055470","0.013064","0.003077","0.007692","0.001539","0.001538","0.004615","0.004615","0.007693"
"326","0.055385","0.013034","0.003067","0.006135","0.000000","0.000000","0.003067","0.003067","0.006135"
"327","0.055300","0.013004","0.003058","0.007645","0.001529","0.001529","0.001529","0.001529","0.004587"
"328","0.055216","0.012975","0.003049","0.009146","0.000000","0.000000","0.003049","0.003049","0.006098"
"329","0.055132","0.012945","0.003040","0.007599","0.001520","0.001520","0.004559","0.004559","0.004559"
"330","0.055048","0.012916","0.003030","0.006061","0.000000","0.000000","0.003030","0.003030","0.003030"
"331","0.054965","0.012886","0.003021","0.004532","0.001510","0.001511","0.001511","0.004532","0.004532"
"332","0.054882","0.012857","0.003012","0.003012","0.000000","0.000000","0.000000","0.006024","0.003012"
"333","0.054800","0.012828","0.003003","0.004504","0.001502","0.001502","0.001502","0.004505","0.001502"
"334","0.054718","0.012799","0.002994","0.002994","0.000000","0.000000","0.000000","0.005988","0.000000"
"335","0.054636","0.012771","0.002985","0.004478","0.001492","0.001493","0.001493","0.007463","0.001493"
"336","0.054554","0.012742","0.002976","0.002976","0.000000","0.000000","0.000000","0.008929","0.000000"
"337","0.054473","0.012714","0.002967","0.001484","0.001484","0.001483","0.001484","0.010386","0.001484"
"338","0.054393","0.012686","0.002959","0.002959","0.002958","0.000000","0.002959","0.011834","0.002958"
"339","0.054313","0.012658","0.002950","0.001475","0.001475","0.001475","0.004425","0.013274","0.004425"
"340","0.054233","0.012630","0.002941","0.000000","0.000000","0.000000","0.005882","0.011765","0.005882"
"341","0.054153","0.012602","0.002933","0.001466","0.001466","0.001466","0.004399","0.010264","0.004399"
"342","0.054074","0.012574","0.002924","0.002924","0.000000","0.000000","0.002924","0.011696","0.002924"
"343","0.053995","0.012547","0.002915","0.004373","0.001458","0.001457","0.001458","0.013119","0.001458"
