"Sample","N^-0.5","N^-0.75","N^-1","Golden Ratio","Golden Ratio Spiral","R2","R2 Spiral","R2 Jittered","White Noise","Hammersley","Sobol","Blue Noise","Projective Blue Noise","Projective Blue Noise 2"
"136","0.085749","0.025110","0.007353","0.318310","0.318310","0.005219","0.005219","0.005219","0.031545","0.005220","0.005219","0.012572","0.005219","0.002134"
"137","0.085436","0.024972","0.007299","0.318310","0.318310","0.010157","0.010157","0.002858","0.033638","0.010157","0.002858","0.010157","0.002858","0.002858"
"138","0.085126","0.024837","0.007246","0.318310","0.318310","0.007777","0.007777","0.000531","0.035701","0.007777","0.000531","0.007777","0.007777","0.000531"
"139","0.084819","0.024702","0.007194","0.318310","0.318310","0.005431","0.012625","0.005431","0.037734","0.012625","0.001763","0.012625","0.012625","0.001763"
"140","0.084515","0.024570","0.007143","0.318310","0.318310","0.003119","0.010262","0.003119","0.039739","0.010262","0.004024","0.017404","0.010261","0.003119"
"141","0.084215","0.024439","0.007092","0.318310","0.318310","0.007931","0.007931","0.000839","0.041714","0.015024","0.006253","0.015023","0.007931","0.000839"
"142","0.083918","0.024310","0.007042","0.318310","0.318310","0.005634","0.005634","0.001408","0.043662","0.012676","0.008451","0.012676","0.012676","0.001409"
"143","0.083624","0.024182","0.006993","0.318310","0.318310","0.003368","0.003368","0.003368","0.045583","0.010362","0.003625","0.017354","0.010361","0.003625"
"144","0.083333","0.024056","0.006944","0.318310","0.318310","0.001135","0.001135","0.001135","0.047477","0.008079","0.001135","0.015023","0.008079","0.001135"
"145","0.083045","0.023932","0.006897","0.318310","0.318310","0.005828","0.001069","0.001069","0.042448","0.012725","0.001068","0.012725","0.005828","0.001069"
"146","0.082761","0.023809","0.006849","0.318310","0.318310","0.003608","0.003608","0.003241","0.044337","0.010457","0.003241","0.010457","0.003608","0.003241"
"147","0.082479","0.023687","0.006803","0.318310","0.318310","0.001418","0.001418","0.001418","0.046201","0.015023","0.005385","0.008221","0.001418","0.005385"
"148","0.082199","0.023567","0.006757","0.318310","0.318310","0.000742","0.000742","0.000742","0.041283","0.012771","0.007499","0.006014","0.000742","0.000742"
"149","0.081923","0.023448","0.006711","0.318310","0.318310","0.003838","0.002874","0.002874","0.036431","0.017261","0.009585","0.010549","0.002874","0.002874"
"150","0.081650","0.023331","0.006667","0.318310","0.318310","0.001690","0.004977","0.004977","0.031643","0.015023","0.011643","0.008357","0.004977","0.004977"
"151","0.081379","0.023215","0.006623","0.318310","0.318310","0.000429","0.000429","0.000429","0.033542","0.012816","0.007052","0.006193","0.000429","0.000429"
"152","0.081111","0.023100","0.006579","0.318310","0.318310","0.002520","0.002520","0.004058","0.035415","0.010638","0.002520","0.004059","0.002521","0.004058"
"153","0.080845","0.022987","0.006536","0.318310","0.318310","0.001952","0.001952","0.001951","0.030728","0.015024","0.004584","0.001952","0.001951","0.001951"
"154","0.080582","0.022875","0.006494","0.318310","0.318310","0.000128","0.000128","0.000128","0.032596","0.012859","0.006622","0.000128","0.006365","0.000128"
"155","0.080322","0.022764","0.006452","0.318310","0.318310","0.002181","0.002181","0.004271","0.034439","0.010722","0.008632","0.004271","0.004271","0.002181"
"156","0.080064","0.022655","0.006410","0.318310","0.318310","0.004207","0.002203","0.008613","0.036259","0.008613","0.004207","0.002203","0.002203","0.004207"
"157","0.079809","0.022546","0.006369","0.318310","0.318310","0.000161","0.006531","0.006531","0.038055","0.012900","0.006208","0.000161","0.000161","0.006208"
"158","0.079556","0.022439","0.006329","0.318310","0.318310","0.004475","0.004475","0.004475","0.039829","0.010804","0.008183","0.004475","0.001854","0.001854"
"159","0.079305","0.022333","0.006289","0.318310","0.318310","0.002445","0.008734","0.008734","0.035291","0.008734","0.003844","0.002445","0.003845","0.003845"
"160","0.079057","0.022228","0.006250","0.318310","0.318310","0.000440","0.006690","0.012940","0.030810","0.006690","0.000440","0.006690","0.005810","0.005810"
"161","0.078811","0.022125","0.006211","0.318310","0.318310","0.004672","0.004671","0.010883","0.032596","0.010883","0.001540","0.010883","0.007751","0.007751"
"162","0.078567","0.022022","0.006173","0.318310","0.318310","0.008851","0.008851","0.008851","0.034359","0.008851","0.003495","0.008851","0.009668","0.003495"
"163","0.078326","0.021921","0.006135","0.318310","0.318310","0.006844","0.012978","0.012978","0.036101","0.012979","0.000709","0.006843","0.011562","0.005427"
"164","0.078087","0.021821","0.006098","0.318310","0.318310","0.004861","0.010958","0.017056","0.031725","0.010958","0.001237","0.004861","0.013432","0.001237"
"165","0.077850","0.021721","0.006061","0.318310","0.318310","0.008963","0.015023","0.015023","0.027401","0.015024","0.003158","0.002902","0.009219","0.003158"
"166","0.077615","0.021623","0.006024","0.318310","0.318310","0.013015","0.013015","0.013015","0.029153","0.013015","0.005057","0.006991","0.011081","0.005057"
"167","0.077382","0.021526","0.005988","0.318310","0.318310","0.011031","0.011031","0.011031","0.030885","0.011032","0.000945","0.011031","0.012921","0.006933"
"168","0.077152","0.021430","0.005952","0.318310","0.318310","0.009071","0.009071","0.015023","0.032596","0.009071","0.003119","0.009071","0.014739","0.002834"
"169","0.076923","0.021335","0.005917","0.318310","0.318310","0.007134","0.013051","0.013051","0.034286","0.013051","0.001217","0.013051","0.016535","0.004700"
"170","0.076697","0.021240","0.005882","0.318310","0.318310","0.011102","0.011102","0.011102","0.035957","0.011102","0.000663","0.011102","0.018310","0.006545"
"171","0.076472","0.021147","0.005848","0.318310","0.318310","0.009176","0.009175","0.009175","0.037608","0.009176","0.002520","0.015023","0.020064","0.008368"
"172","0.076249","0.021055","0.005814","0.318310","0.318310","0.007272","0.007271","0.013085","0.033426","0.007272","0.004356","0.018899","0.021798","0.010170"
"173","0.076029","0.020964","0.005780","0.318310","0.318310","0.005390","0.005390","0.011170","0.035073","0.011170","0.006171","0.016950","0.017732","0.011952"
"174","0.075810","0.020873","0.005747","0.318310","0.318310","0.009276","0.003529","0.009276","0.030954","0.009276","0.007965","0.015023","0.013712","0.013712"
"175","0.075593","0.020784","0.005714","0.318310","0.318310","0.007404","0.001690","0.007404","0.026881","0.007404","0.004024","0.013119","0.009739","0.015453"
"176","0.075378","0.020695","0.005682","0.318310","0.318310","0.005554","0.005554","0.011236","0.028537","0.005554","0.000128","0.016917","0.011492","0.017174"
"177","0.075165","0.020607","0.005650","0.318310","0.318310","0.003724","0.003724","0.009374","0.024525","0.009374","0.001926","0.015023","0.013225","0.013225"
"178","0.074953","0.020520","0.005618","0.318310","0.318310","0.007533","0.007533","0.007533","0.020557","0.007533","0.003703","0.013151","0.014939","0.009321"
"179","0.074744","0.020434","0.005587","0.318310","0.318310","0.005713","0.005712","0.005712","0.022221","0.011299","0.005461","0.011299","0.016634","0.011047"
"180","0.074536","0.020349","0.005556","0.318310","0.318310","0.003912","0.003912","0.009468","0.018310","0.009468","0.007199","0.015023","0.012754","0.012754"
"181","0.074329","0.020265","0.005525","0.318310","0.318310","0.002132","0.002132","0.007657","0.014442","0.013182","0.008917","0.018707","0.008918","0.008918"
"182","0.074125","0.020181","0.005495","0.318310","0.318310","0.005866","0.000371","0.005866","0.016112","0.011360","0.010617","0.016855","0.005123","0.010618"
"183","0.073922","0.020098","0.005464","0.318310","0.318310","0.004095","0.001370","0.004094","0.017763","0.009559","0.006834","0.020488","0.001370","0.012299"
"184","0.073721","0.020016","0.005435","0.318310","0.318310","0.002342","0.003093","0.007777","0.013962","0.007777","0.003092","0.018647","0.003093","0.013962"
"185","0.073521","0.019935","0.005405","0.318310","0.318310","0.000609","0.000609","0.006014","0.010202","0.011420","0.004796","0.022231","0.004796","0.010202"
"186","0.073324","0.019855","0.005376","0.318310","0.318310","0.004271","0.001106","0.004271","0.011858","0.009647","0.006482","0.020400","0.006482","0.011858"
"187","0.073127","0.019775","0.005348","0.318310","0.318310","0.002546","0.002802","0.002546","0.008149","0.007893","0.008149","0.023936","0.008150","0.013497"
"188","0.072932","0.019696","0.005319","0.318310","0.318310","0.000839","0.000839","0.006158","0.004480","0.006158","0.004480","0.027435","0.004480","0.015119"
"189","0.072739","0.019618","0.005291","0.318310","0.318310","0.000850","0.000850","0.004441","0.006141","0.009732","0.006140","0.030896","0.000850","0.016723"
"190","0.072548","0.019540","0.005263","0.318310","0.318310","0.002743","0.002521","0.002743","0.002520","0.008006","0.007783","0.029058","0.002520","0.018310"
"191","0.072357","0.019464","0.005236","0.318310","0.318310","0.001062","0.001062","0.001062","0.004174","0.006297","0.004174","0.032475","0.004174","0.019881"
"192","0.072169","0.019388","0.005208","0.318310","0.318310","0.000602","0.000602","0.004607","0.005810","0.004607","0.000601","0.035857","0.005810","0.016227"
"193","0.071982","0.019312","0.005181","0.318310","0.318310","0.002248","0.002248","0.002934","0.007429","0.008115","0.002248","0.034022","0.002248","0.012611"
"194","0.071796","0.019238","0.005155","0.318310","0.318310","0.001278","0.001278","0.001278","0.009032","0.006432","0.003877","0.037360","0.003877","0.014186"
"195","0.071611","0.019163","0.005128","0.318310","0.318310","0.000361","0.004767","0.000361","0.010618","0.009895","0.000361","0.040664","0.005489","0.015746"
"196","0.071429","0.019090","0.005102","0.318310","0.318310","0.001983","0.003119","0.003119","0.007085","0.008221","0.001983","0.038833","0.007085","0.017290"
"197","0.071247","0.019017","0.005076","0.318310","0.318310","0.003589","0.001487","0.001487","0.008665","0.011639","0.003589","0.037020","0.008665","0.018818"
"198","0.071067","0.018945","0.005051","0.318310","0.318310","0.000128","0.004922","0.000128","0.005179","0.009973","0.005178","0.035225","0.005179","0.020330"
"199","0.070888","0.018874","0.005025","0.318310","0.318310","0.001727","0.003298","0.001727","0.006752","0.008323","0.001727","0.033449","0.001727","0.016802"
"200","0.070711","0.018803","0.005000","0.318310","0.318310","0.003310","0.001690","0.001690","0.003310","0.006690","0.001690","0.031690","0.003310","0.013310"
"201","0.070535","0.018733","0.004975","0.318310","0.318310","0.004877","0.000098","0.000098","0.004877","0.010048","0.000098","0.029949","0.004877","0.009852"
"202","0.070360","0.018663","0.004950","0.318310","0.318310","0.001478","0.003472","0.001478","0.001478","0.008423","0.001478","0.028225","0.001478","0.006429"
"203","0.070186","0.018594","0.004926","0.318310","0.318310","0.003039","0.006813","0.003039","0.003039","0.006813","0.003039","0.031444","0.003039","0.003039"
"204","0.070014","0.018526","0.004902","0.318310","0.318310","0.004584","0.005219","0.000317","0.000318","0.005220","0.004584","0.029729","0.004584","0.004585"
"205","0.069843","0.018458","0.004878","0.318310","0.318310","0.006115","0.008519","0.003641","0.001237","0.008519","0.006115","0.032910","0.001237","0.006115"
"206","0.069673","0.018391","0.004854","0.318310","0.318310","0.002776","0.006933","0.002078","0.002078","0.006933","0.007630","0.031205","0.002776","0.007630"
"207","0.069505","0.018324","0.004831","0.318310","0.318310","0.000531","0.005362","0.000531","0.005362","0.005362","0.004300","0.029516","0.004300","0.004300"
"208","0.069338","0.018258","0.004808","0.318310","0.318310","0.001002","0.003805","0.003805","0.003805","0.003806","0.001002","0.027844","0.005810","0.001002"
"209","0.069171","0.018192","0.004785","0.318310","0.318310","0.002520","0.007049","0.007049","0.002264","0.007049","0.002520","0.026188","0.002520","0.002264"
"210","0.069007","0.018127","0.004762","0.318310","0.318310","0.000738","0.005500","0.005500","0.000738","0.005500","0.004024","0.024547","0.004024","0.000738"
"211","0.068843","0.018063","0.004739","0.318310","0.318310","0.003965","0.008704","0.003965","0.000774","0.008704","0.005514","0.022922","0.005514","0.003965"
"212","0.068680","0.017999","0.004717","0.318310","0.318310","0.002445","0.007162","0.007162","0.002445","0.007162","0.006989","0.021313","0.006989","0.002445"
"213","0.068519","0.017936","0.004695","0.318310","0.318310","0.000939","0.005634","0.010329","0.005634","0.010329","0.008451","0.019718","0.003756","0.000939"
"214","0.068359","0.017873","0.004673","0.318310","0.318310","0.004120","0.004120","0.008793","0.004120","0.008793","0.009899","0.018139","0.005226","0.000553"
"215","0.068199","0.017810","0.004651","0.318310","0.318310","0.007272","0.002620","0.007271","0.002620","0.007272","0.006682","0.016574","0.006682","0.002620"
"216","0.068041","0.017748","0.004630","0.318310","0.318310","0.005764","0.005764","0.005764","0.001135","0.005764","0.003495","0.015023","0.003495","0.001134"
"217","0.067884","0.017687","0.004608","0.318310","0.318310","0.004271","0.004271","0.008879","0.000338","0.008879","0.004946","0.013487","0.004946","0.004271"
"218","0.067729","0.017626","0.004587","0.318310","0.318310","0.007378","0.007378","0.007378","0.002791","0.007378","0.006383","0.016553","0.001796","0.002791"
"219","0.067574","0.017566","0.004566","0.318310","0.318310","0.010457","0.005891","0.005891","0.005891","0.005891","0.007807","0.019590","0.003241","0.001325"
"220","0.067420","0.017506","0.004545","0.318310","0.318310","0.008963","0.004417","0.004417","0.004417","0.004417","0.004673","0.018054","0.004674","0.000128"
"221","0.067267","0.017446","0.004525","0.318310","0.318310","0.007482","0.007482","0.007482","0.002957","0.007482","0.006093","0.016532","0.006093","0.001568"
"222","0.067116","0.017387","0.004505","0.318310","0.318310","0.006014","0.006014","0.006014","0.001510","0.006014","0.007499","0.015023","0.002995","0.002995"
"223","0.066965","0.017329","0.004484","0.318310","0.318310","0.009044","0.004560","0.004560","0.000076","0.004560","0.004408","0.013529","0.004409","0.004409"
"224","0.066815","0.017271","0.004464","0.318310","0.318310","0.007583","0.007583","0.003119","0.001346","0.003119","0.001345","0.012047","0.005810","0.001346"
"225","0.066667","0.017213","0.004444","0.318310","0.318310","0.006135","0.006135","0.006135","0.002754","0.006135","0.002754","0.010579","0.002754","0.002754"
"226","0.066519","0.017156","0.004425","0.318310","0.318310","0.004699","0.004699","0.004699","0.004151","0.004699","0.004150","0.009124","0.000274","0.004151"
"227","0.066372","0.017099","0.004405","0.318310","0.318310","0.007681","0.007681","0.003276","0.005535","0.007681","0.001129","0.012087","0.001129","0.005535"
"228","0.066227","0.017043","0.004386","0.318310","0.318310","0.006252","0.010638","0.001866","0.006906","0.006252","0.002520","0.010638","0.002520","0.006907"
"229","0.066082","0.016987","0.004367","0.318310","0.318310","0.004834","0.009201","0.004834","0.008266","0.009201","0.003899","0.009201","0.000467","0.008266"
"230","0.065938","0.016932","0.004348","0.318310","0.318310","0.003429","0.007777","0.003429","0.005266","0.007777","0.005266","0.007777","0.000919","0.005267"
"231","0.065795","0.016877","0.004329","0.318310","0.318310","0.006366","0.010695","0.002036","0.002293","0.006366","0.002292","0.006366","0.002293","0.006622"
"232","0.065653","0.016822","0.004310","0.318310","0.318310","0.004966","0.013587","0.000656","0.000656","0.004966","0.000656","0.004966","0.003655","0.003655"
"233","0.065512","0.016768","0.004292","0.318310","0.318310","0.003579","0.012162","0.003579","0.000713","0.007870","0.000713","0.003579","0.005005","0.000713"
"234","0.065372","0.016714","0.004274","0.318310","0.318310","0.002203","0.015023","0.002203","0.002071","0.006477","0.002070","0.002203","0.006344","0.002071"
"235","0.065233","0.016661","0.004255","0.318310","0.318310","0.005094","0.013605","0.000839","0.003416","0.005094","0.003416","0.000839","0.007672","0.000839"
"236","0.065094","0.016608","0.004237","0.318310","0.318310","0.003724","0.012199","0.000513","0.004751","0.003724","0.004750","0.003724","0.004751","0.003724"
"237","0.064957","0.016555","0.004219","0.318310","0.318310","0.002365","0.010804","0.002365","0.001854","0.006585","0.006073","0.006585","0.001854","0.006584"
"238","0.064820","0.016503","0.004202","0.318310","0.318310","0.001018","0.009421","0.001018","0.003184","0.005220","0.007385","0.009421","0.003184","0.005219"
"239","0.064685","0.016451","0.004184","0.318310","0.318310","0.003866","0.008050","0.000318","0.000318","0.003866","0.004502","0.008050","0.000318","0.003866"
"240","0.064550","0.016400","0.004167","0.318310","0.318310","0.002524","0.006690","0.001643","0.001643","0.002524","0.001643","0.006690","0.001643","0.006690"
"241","0.064416","0.016349","0.004149","0.318310","0.318310","0.001192","0.009491","0.001192","0.002957","0.005342","0.002957","0.005342","0.002957","0.005341"
"242","0.064282","0.016298","0.004132","0.318310","0.318310","0.000128","0.008136","0.000128","0.000128","0.004004","0.004260","0.004004","0.000128","0.004004"
"243","0.064150","0.016248","0.004115","0.318310","0.318310","0.002678","0.006793","0.001437","0.002678","0.006793","0.001437","0.002678","0.001437","0.002678"
"244","0.064018","0.016198","0.004098","0.318310","0.318310","0.001362","0.005461","0.002736","0.001362","0.005461","0.002736","0.001362","0.002736","0.001362"
"245","0.063888","0.016148","0.004082","0.318310","0.318310","0.000058","0.004139","0.000057","0.000057","0.008221","0.004024","0.004139","0.004024","0.000057"
"246","0.063758","0.016099","0.004065","0.318310","0.318310","0.001237","0.002828","0.001237","0.001237","0.006893","0.005302","0.002828","0.005302","0.002828"
"247","0.063628","0.016050","0.004049","0.318310","0.318310","0.001528","0.001528","0.002520","0.002520","0.005577","0.002520","0.001528","0.006569","0.005577"
"248","0.063500","0.016002","0.004032","0.318310","0.318310","0.000239","0.004271","0.003794","0.000238","0.004271","0.000239","0.000239","0.007826","0.008303"
"249","0.063372","0.015953","0.004016","0.318310","0.318310","0.001041","0.002975","0.001041","0.002975","0.006991","0.001041","0.001041","0.005057","0.006991"
"250","0.063246","0.015905","0.004000","0.318310","0.318310","0.002310","0.005690","0.002310","0.005690","0.005690","0.002310","0.001690","0.006310","0.009690"
"251","0.063119","0.015858","0.003984","0.318310","0.318310","0.000415","0.004399","0.003569","0.004399","0.004399","0.003569","0.000415","0.007553","0.012367"
"252","0.062994","0.015811","0.003968","0.318310","0.318310","0.000849","0.003119","0.004818","0.003119","0.003119","0.000849","0.000849","0.004818","0.011055"
"253","0.062869","0.015764","0.003953","0.318310","0.318310","0.002104","0.001848","0.002104","0.005801","0.005801","0.002104","0.002104","0.002104","0.009753"
"254","0.062746","0.015717","0.003937","0.318310","0.318310","0.003349","0.004525","0.000588","0.004525","0.004525","0.003349","0.000588","0.003349","0.012399"
"255","0.062622","0.015671","0.003922","0.318310","0.318310","0.000663","0.003259","0.000663","0.003259","0.003259","0.000663","0.000663","0.000663","0.011102"
"256","0.062500","0.015625","0.003906","0.318310","0.318310","0.001904","0.002003","0.001904","0.002003","0.002003","0.002003","0.002003","0.001904","0.009815"
"257","0.062378","0.015579","0.003891","0.318310","0.318310","0.003135","0.004647","0.000756","0.004647","0.004647","0.000756","0.000756","0.003135","0.008538"
"258","0.062257","0.015534","0.003876","0.318310","0.318310","0.004356","0.003396","0.003396","0.003395","0.003396","0.000480","0.000480","0.000480","0.007271"
"259","0.062137","0.015489","0.003861","0.318310","0.318310","0.001707","0.002153","0.002154","0.002153","0.006014","0.002154","0.001707","0.001708","0.006014"
"260","0.062017","0.015444","0.003846","0.318310","0.318310","0.000921","0.004767","0.000921","0.004767","0.004767","0.000921","0.002925","0.000921","0.004767"
"261","0.061898","0.015400","0.003831","0.318310","0.318310","0.000302","0.007361","0.003529","0.007361","0.007361","0.000302","0.004134","0.003529","0.003529"
"262","0.061780","0.015356","0.003817","0.318310","0.318310","0.001516","0.006118","0.006118","0.006118","0.006118","0.001516","0.005333","0.002301","0.006117"
"263","0.061663","0.015312","0.003802","0.318310","0.318310","0.001082","0.008686","0.004884","0.004884","0.004884","0.001082","0.002720","0.001082","0.004884"
"264","0.061546","0.015269","0.003788","0.318310","0.318310","0.003660","0.011236","0.003660","0.007448","0.003660","0.003660","0.003916","0.003660","0.003660"
"265","0.061430","0.015225","0.003774","0.318310","0.318310","0.002445","0.009992","0.006218","0.006218","0.006218","0.002445","0.005102","0.006218","0.002445"
"266","0.061314","0.015182","0.003759","0.318310","0.318310","0.001239","0.008758","0.008758","0.004998","0.004998","0.001239","0.006280","0.004998","0.001239"
"267","0.061199","0.015140","0.003745","0.318310","0.318310","0.003788","0.011278","0.007533","0.003787","0.007533","0.000042","0.003703","0.003787","0.000042"
"268","0.061085","0.015097","0.003731","0.318310","0.318310","0.006317","0.010048","0.006317","0.002586","0.006317","0.001146","0.004877","0.002586","0.001146"
"269","0.060971","0.015055","0.003717","0.318310","0.318310","0.005110","0.008828","0.005110","0.001393","0.008828","0.002325","0.006042","0.001393","0.002325"
"270","0.060858","0.015013","0.003704","0.318310","0.318310","0.003912","0.007616","0.007616","0.003912","0.007616","0.003495","0.007199","0.000209","0.003495"
"271","0.060746","0.014972","0.003690","0.318310","0.318310","0.006413","0.006413","0.006413","0.006413","0.006413","0.000967","0.008347","0.000967","0.000967"
"272","0.060634","0.014930","0.003676","0.318310","0.318310","0.008896","0.005220","0.005220","0.005219","0.005220","0.001543","0.005810","0.001543","0.001543"
"273","0.060523","0.014889","0.003663","0.318310","0.318310","0.007697","0.004034","0.004034","0.007697","0.007697","0.000372","0.003291","0.000371","0.000371"
"274","0.060412","0.014849","0.003650","0.318310","0.318310","0.006508","0.006508","0.006508","0.006508","0.006508","0.000792","0.004441","0.002858","0.000792"
"275","0.060302","0.014808","0.003636","0.318310","0.318310","0.005327","0.005326","0.005326","0.008963","0.008963","0.001946","0.005583","0.001690","0.001946"
"276","0.060193","0.014768","0.003623","0.318310","0.318310","0.007777","0.004154","0.004154","0.007777","0.007777","0.003092","0.006716","0.004154","0.003093"
"277","0.060084","0.014728","0.003610","0.318310","0.318310","0.006600","0.002990","0.002990","0.006600","0.010210","0.004230","0.004230","0.002990","0.004231"
"278","0.059976","0.014688","0.003597","0.318310","0.318310","0.005431","0.001834","0.005431","0.005431","0.009028","0.005360","0.005360","0.001834","0.001763"
"279","0.059868","0.014649","0.003584","0.318310","0.318310","0.004271","0.004271","0.004271","0.004271","0.007855","0.002898","0.002898","0.000686","0.002898"
"280","0.059761","0.014609","0.003571","0.318310","0.318310","0.006690","0.003119","0.003119","0.006690","0.006690","0.000453","0.000453","0.000453","0.004024"
"281","0.059655","0.014570","0.003559","0.318310","0.318310","0.005534","0.005534","0.001975","0.005533","0.009092","0.001584","0.001975","0.001975","0.005143"
"282","0.059549","0.014532","0.003546","0.318310","0.318310","0.004385","0.004385","0.004385","0.004385","0.007931","0.002707","0.000839","0.000839","0.002707"
"283","0.059444","0.014493","0.003534","0.318310","0.318310","0.003245","0.003245","0.003245","0.003245","0.006778","0.003822","0.003245","0.000289","0.000289"
"284","0.059339","0.014455","0.003521","0.318310","0.318310","0.005634","0.002113","0.002113","0.002113","0.005634","0.001408","0.005634","0.001408","0.002112"
"285","0.059235","0.014417","0.003509","0.318310","0.318310","0.004497","0.000988","0.000988","0.004497","0.008006","0.002520","0.004497","0.002520","0.004497"
"286","0.059131","0.014379","0.003497","0.318310","0.318310","0.003368","0.003368","0.003368","0.003368","0.006865","0.003624","0.003369","0.003625","0.003368"
"287","0.059028","0.014341","0.003484","0.318310","0.318310","0.002248","0.002248","0.002248","0.005732","0.005732","0.001237","0.002248","0.004721","0.002247"
"288","0.058926","0.014304","0.003472","0.318310","0.318310","0.004607","0.001135","0.001134","0.004607","0.004607","0.001135","0.001135","0.002338","0.004607"
"289","0.058824","0.014267","0.003460","0.318310","0.318310","0.003489","0.003489","0.000029","0.003489","0.006950","0.000029","0.000029","0.003431","0.006949"
"290","0.058722","0.014230","0.003448","0.318310","0.318310","0.002380","0.005828","0.002380","0.005828","0.005828","0.001068","0.002380","0.004517","0.009276"
"291","0.058621","0.014193","0.003436","0.318310","0.318310","0.001278","0.004714","0.001278","0.008150","0.008151","0.001278","0.001278","0.005595","0.008150"
"292","0.058521","0.014157","0.003425","0.318310","0.318310","0.003608","0.003608","0.000183","0.007032","0.007033","0.000183","0.003608","0.006666","0.010457"
"293","0.058421","0.014120","0.003413","0.318310","0.318310","0.002509","0.005922","0.000904","0.005922","0.009335","0.000904","0.002509","0.007730","0.009335"
"294","0.058321","0.014084","0.003401","0.318310","0.318310","0.001418","0.004819","0.001418","0.004819","0.008221","0.001983","0.001418","0.008786","0.008221"
"295","0.058222","0.014049","0.003390","0.318310","0.318310","0.000334","0.003724","0.000334","0.007114","0.007114","0.000334","0.000334","0.009835","0.007114"
"296","0.058124","0.014013","0.003378","0.318310","0.318310","0.002636","0.002636","0.000742","0.006014","0.006014","0.002636","0.000742","0.007499","0.006014"
"297","0.058026","0.013978","0.003367","0.318310","0.318310","0.001555","0.004922","0.001812","0.004922","0.008289","0.001556","0.001556","0.005179","0.008289"
"298","0.057928","0.013942","0.003356","0.318310","0.318310","0.000482","0.007193","0.000482","0.003838","0.007193","0.000482","0.000482","0.002874","0.010549"
"299","0.057831","0.013907","0.003344","0.318310","0.318310","0.000584","0.006105","0.000584","0.002760","0.006105","0.000584","0.000584","0.000584","0.009449"
"300","0.057735","0.013873","0.003333","0.318310","0.318310","0.001690","0.005023","0.001643","0.001690","0.005023","0.001643","0.001643","0.001643","0.008357"
"301","0.057639","0.013838","0.003322","0.318310","0.318310","0.000627","0.007271","0.002695","0.003949","0.007271","0.002695","0.002695","0.000627","0.007271"
"302","0.057544","0.013804","0.003311","0.318310","0.318310","0.000429","0.006193","0.000429","0.006193","0.006193","0.003740","0.000429","0.002882","0.006193"
"303","0.057448","0.013769","0.003300","0.318310","0.318310","0.001478","0.005122","0.001478","0.005122","0.005122","0.001478","0.001478","0.001822","0.005122"
"304","0.057354","0.013736","0.003289","0.318310","0.318310","0.000769","0.004059","0.002520","0.007348","0.004059","0.000769","0.002520","0.000769","0.004058"
"305","0.057260","0.013702","0.003279","0.318310","0.318310","0.000277","0.003002","0.003556","0.009559","0.006280","0.000277","0.000277","0.000277","0.003002"
"306","0.057166","0.013668","0.003268","0.318310","0.318310","0.001316","0.005220","0.001316","0.008487","0.005220","0.001316","0.001952","0.001316","0.001951"
"307","0.057073","0.013635","0.003257","0.318310","0.318310","0.002349","0.004166","0.000908","0.010680","0.007423","0.002349","0.000908","0.002349","0.000908"
"308","0.056980","0.013602","0.003247","0.318310","0.318310","0.000128","0.006365","0.000128","0.009612","0.006365","0.003375","0.000128","0.000128","0.000128"
"309","0.056888","0.013568","0.003236","0.318310","0.318310","0.002079","0.005315","0.001158","0.008551","0.008551","0.004394","0.001158","0.002078","0.002078"
"310","0.056796","0.013536","0.003226","0.318310","0.318310","0.001045","0.004271","0.001045","0.007497","0.007497","0.005406","0.002181","0.004271","0.001045"
"311","0.056705","0.013503","0.003215","0.318310","0.318310","0.000018","0.003234","0.003234","0.009664","0.006449","0.003197","0.000018","0.003234","0.003233"
"312","0.056614","0.013471","0.003205","0.318310","0.318310","0.002203","0.002203","0.002203","0.008613","0.005408","0.001002","0.002203","0.002203","0.002203"
"313","0.056523","0.013438","0.003195","0.318310","0.318310","0.004374","0.001179","0.001179","0.010764","0.007569","0.002016","0.001179","0.004374","0.001179"
"314","0.056433","0.013406","0.003185","0.318310","0.318310","0.003346","0.000161","0.003346","0.009716","0.006531","0.003023","0.003346","0.003346","0.000161"
"315","0.056344","0.013374","0.003175","0.318310","0.318310","0.002325","0.002325","0.005500","0.008674","0.005500","0.004024","0.002325","0.005500","0.000850"
"316","0.056254","0.013342","0.003165","0.318310","0.318310","0.004475","0.001310","0.004475","0.007639","0.004475","0.001854","0.001311","0.004475","0.001854"
"317","0.056166","0.013311","0.003155","0.318310","0.318310","0.006611","0.000302","0.003457","0.009766","0.006611","0.002852","0.000302","0.006611","0.002853"
"318","0.056077","0.013279","0.003145","0.318310","0.318310","0.005590","0.000700","0.002445","0.011879","0.005590","0.003844","0.000700","0.005589","0.000700"
"319","0.055989","0.013248","0.003135","0.318310","0.318310","0.004574","0.001695","0.004574","0.013979","0.004574","0.001695","0.001695","0.004574","0.001439"
"320","0.055902","0.013217","0.003125","0.318310","0.318310","0.006690","0.000440","0.003565","0.016065","0.003565","0.000440","0.002685","0.003565","0.003565"
"321","0.055815","0.013186","0.003115","0.318310","0.318310","0.008793","0.000553","0.002562","0.018139","0.005678","0.000553","0.003668","0.002562","0.002562"
"322","0.055728","0.013156","0.003106","0.318310","0.318310","0.007777","0.001566","0.004671","0.017094","0.004672","0.001540","0.004645","0.004671","0.004671"
