"Sample","N^-0.5","N^-0.75","N^-1","Golden Ratio","Golden Ratio Spiral","R2","R2 Spiral","R2 Jittered","White Noise","Hammersley","Sobol","Blue Noise","Projective Blue Noise","Projective Blue Noise 2"
"323","0.055641","0.013125","0.003096","0.318310","0.318310","0.006768","0.003672","0.006767","0.016055","0.006768","0.000576","0.005616","0.003671","0.003671"
"324","0.055556","0.013095","0.003086","0.318310","0.318310","0.005764","0.002678","0.005764","0.018110","0.005764","0.000408","0.006581","0.002678","0.002678"
"325","0.055470","0.013064","0.003077","0.318310","0.318310","0.007844","0.004767","0.004767","0.017075","0.007844","0.001387","0.007541","0.001690","0.001690"
"326","0.055385","0.013034","0.003067","0.318310","0.318310","0.006844","0.003776","0.003776","0.016046","0.006844","0.002359","0.008494","0.000708","0.003776"
"327","0.055300","0.013004","0.003058","0.318310","0.318310","0.005849","0.002791","0.005849","0.015023","0.005849","0.000267","0.009441","0.002791","0.002791"
"328","0.055216","0.012975","0.003049","0.318310","0.318310","0.004861","0.004861","0.004861","0.014007","0.004861","0.001812","0.010383","0.001812","0.001812"
"329","0.055132","0.012945","0.003040","0.318310","0.318310","0.006918","0.006918","0.003879","0.012997","0.006918","0.000839","0.011319","0.000839","0.003878"
"330","0.055048","0.012916","0.003030","0.318310","0.318310","0.005933","0.005933","0.002902","0.011993","0.005933","0.000128","0.009219","0.000128","0.005932"
"331","0.054965","0.012886","0.003021","0.318310","0.318310","0.004953","0.004953","0.004953","0.010995","0.004953","0.001089","0.010153","0.001089","0.007974"
"332","0.054882","0.012857","0.003012","0.318310","0.318310","0.003979","0.006991","0.003979","0.010003","0.003979","0.002045","0.011081","0.002045","0.006991"
"333","0.054800","0.012828","0.003003","0.318310","0.318310","0.006015","0.006014","0.003011","0.012021","0.006014","0.002994","0.012003","0.002995","0.006014"
"334","0.054718","0.012799","0.002994","0.318310","0.318310","0.005044","0.005043","0.002049","0.011032","0.005043","0.003938","0.012921","0.003939","0.005043"
"335","0.054636","0.012771","0.002985","0.318310","0.318310","0.004078","0.004078","0.004078","0.010048","0.004078","0.001892","0.010847","0.004877","0.004078"
"336","0.054554","0.012742","0.002976","0.318310","0.318310","0.003119","0.006095","0.003119","0.009071","0.003119","0.000143","0.008786","0.002834","0.003119"
"337","0.054473","0.012714","0.002967","0.318310","0.318310","0.005132","0.008100","0.002165","0.011067","0.005132","0.000802","0.006737","0.003770","0.002165"
"338","0.054393","0.012686","0.002959","0.318310","0.318310","0.004175","0.007134","0.001217","0.013051","0.004175","0.001742","0.004700","0.004700","0.001217"
"339","0.054313","0.012658","0.002950","0.318310","0.318310","0.003224","0.009124","0.003224","0.015024","0.006174","0.002675","0.005625","0.005626","0.000274"
"340","0.054233","0.012630","0.002941","0.318310","0.318310","0.002278","0.008161","0.002278","0.014043","0.005220","0.003604","0.006545","0.003604","0.002278"
"341","0.054153","0.012602","0.002933","0.318310","0.318310","0.004271","0.007203","0.001338","0.013068","0.007203","0.004527","0.007459","0.001594","0.001338"
"342","0.054074","0.012574","0.002924","0.318310","0.318310","0.003328","0.006252","0.000404","0.012100","0.006252","0.005444","0.008368","0.002520","0.000403"
"343","0.053995","0.012547","0.002915","0.318310","0.318310","0.002390","0.005305","0.002390","0.011136","0.005305","0.003441","0.009272","0.000526","0.000526"
"344","0.053916","0.012519","0.002907","0.318310","0.318310","0.001458","0.007272","0.001458","0.010179","0.004365","0.001449","0.010170","0.001449","0.001449"
"345","0.053838","0.012492","0.002899","0.318310","0.318310","0.003429","0.006328","0.000531","0.009226","0.006328","0.002368","0.011063","0.000531","0.000531"
"346","0.053760","0.012465","0.002890","0.318310","0.318310","0.002499","0.008280","0.000391","0.008280","0.005390","0.003281","0.009061","0.000391","0.000391"
"347","0.053683","0.012438","0.002882","0.318310","0.318310","0.001575","0.007339","0.001575","0.010220","0.004457","0.004189","0.009952","0.001307","0.001307"
"348","0.053606","0.012411","0.002874","0.318310","0.318310","0.000656","0.006403","0.000656","0.009276","0.003529","0.002218","0.010839","0.000656","0.002218"
"349","0.053529","0.012385","0.002865","0.318310","0.318310","0.002607","0.005472","0.000258","0.008338","0.005472","0.003123","0.008854","0.000258","0.003124"
"350","0.053452","0.012358","0.002857","0.318310","0.318310","0.001690","0.004547","0.001167","0.010262","0.004547","0.004024","0.009738","0.001167","0.004024"
"351","0.053376","0.012332","0.002849","0.318310","0.318310","0.000778","0.003627","0.000778","0.009326","0.003628","0.002070","0.007768","0.000778","0.004920"
"352","0.053300","0.012305","0.002841","0.318310","0.318310","0.000128","0.005554","0.000128","0.008395","0.002713","0.000128","0.008651","0.002713","0.005810"
"353","0.053225","0.012279","0.002833","0.318310","0.318310","0.001803","0.004636","0.001029","0.010302","0.004636","0.001029","0.009528","0.001803","0.003862"
"354","0.053149","0.012253","0.002825","0.318310","0.318310","0.000899","0.006549","0.001926","0.009374","0.003724","0.001925","0.010400","0.000899","0.004751"
"355","0.053074","0.012227","0.002817","0.318310","0.318310","0.000000","0.005634","0.000000","0.008451","0.005634","0.000000","0.011268","0.000000","0.005634"
"356","0.053000","0.012201","0.002809","0.318310","0.318310","0.000894","0.004724","0.001915","0.010342","0.004724","0.000894","0.009321","0.000894","0.006512"
"357","0.052926","0.012176","0.002801","0.318310","0.318310","0.001018","0.006620","0.001018","0.009421","0.006620","0.001783","0.007385","0.001783","0.007386"
"358","0.052852","0.012150","0.002793","0.318310","0.318310","0.000126","0.008506","0.000126","0.008506","0.005713","0.002667","0.008254","0.002667","0.008254"
"359","0.052778","0.012125","0.002786","0.318310","0.318310","0.000761","0.007595","0.002024","0.007595","0.004810","0.000761","0.009118","0.003547","0.009118"
"360","0.052705","0.012100","0.002778","0.318310","0.318310","0.001643","0.006690","0.003912","0.006690","0.003912","0.001135","0.009976","0.001643","0.007199"
"361","0.052632","0.012075","0.002770","0.318310","0.318310","0.000250","0.008560","0.003020","0.005790","0.005790","0.000250","0.010831","0.002520","0.005291"
"362","0.052559","0.012049","0.002762","0.318310","0.318310","0.002132","0.007657","0.002132","0.007657","0.004895","0.000630","0.008918","0.003393","0.003393"
"363","0.052486","0.012025","0.002755","0.318310","0.318310","0.001249","0.006759","0.004004","0.006759","0.004004","0.001505","0.009770","0.004260","0.001506"
"364","0.052414","0.012000","0.002747","0.318310","0.318310","0.000372","0.005866","0.005866","0.008613","0.003119","0.002376","0.010617","0.002376","0.002376"
"365","0.052342","0.011975","0.002740","0.318310","0.318310","0.002238","0.004978","0.004978","0.010457","0.004978","0.003241","0.008721","0.000502","0.000502"
"366","0.052271","0.011951","0.002732","0.318310","0.318310","0.004095","0.006827","0.004094","0.012291","0.004095","0.004102","0.009567","0.001370","0.001362"
"367","0.052200","0.011926","0.002725","0.318310","0.318310","0.003216","0.005941","0.005941","0.014115","0.003216","0.002233","0.007683","0.000491","0.000491"
"368","0.052129","0.011902","0.002717","0.318310","0.318310","0.002342","0.005060","0.007777","0.013212","0.002342","0.000375","0.005810","0.002342","0.000375"
"369","0.052058","0.011878","0.002710","0.318310","0.318310","0.004183","0.006893","0.006893","0.012314","0.004183","0.001236","0.006657","0.001473","0.001237"
"370","0.051988","0.011854","0.002703","0.318310","0.318310","0.006015","0.006014","0.006014","0.011420","0.003312","0.002093","0.004796","0.000609","0.002094"
"371","0.051917","0.011830","0.002695","0.318310","0.318310","0.005140","0.005140","0.005140","0.013227","0.005140","0.002946","0.005641","0.000251","0.000251"
"372","0.051848","0.011806","0.002688","0.318310","0.318310","0.004271","0.004271","0.006959","0.012335","0.004271","0.003794","0.006482","0.001106","0.001583"
"373","0.051778","0.011782","0.002681","0.318310","0.318310","0.006087","0.003406","0.006087","0.014130","0.006087","0.004637","0.007318","0.001956","0.000725"
"374","0.051709","0.011758","0.002674","0.318310","0.318310","0.007893","0.002546","0.005220","0.013241","0.005220","0.005475","0.005476","0.000128","0.000128"
"375","0.051640","0.011735","0.002667","0.318310","0.318310","0.007024","0.004357","0.004357","0.012357","0.004357","0.003643","0.003643","0.001690","0.001690"
"376","0.051571","0.011711","0.002660","0.318310","0.318310","0.006158","0.003499","0.006158","0.011477","0.003499","0.001820","0.001820","0.000839","0.000839"
"377","0.051503","0.011688","0.002653","0.318310","0.318310","0.005298","0.005298","0.005298","0.010603","0.005298","0.002660","0.002660","0.000008","0.000008"
"378","0.051434","0.011665","0.002646","0.318310","0.318310","0.007087","0.004441","0.004441","0.009732","0.004442","0.003495","0.003495","0.001796","0.000850"
"379","0.051367","0.011642","0.002639","0.318310","0.318310","0.006228","0.003590","0.003590","0.008867","0.003590","0.004326","0.004326","0.003590","0.001687"
"380","0.051299","0.011619","0.002632","0.318310","0.318310","0.005374","0.002743","0.005374","0.008006","0.002743","0.002520","0.002520","0.002743","0.002520"
"381","0.051232","0.011596","0.002625","0.318310","0.318310","0.004525","0.004525","0.004525","0.007149","0.004525","0.003349","0.000725","0.001900","0.000725"
"382","0.051164","0.011573","0.002618","0.318310","0.318310","0.006298","0.003680","0.003680","0.006297","0.003680","0.004174","0.001062","0.003680","0.001062"
"383","0.051098","0.011551","0.002611","0.318310","0.318310","0.005450","0.005450","0.002839","0.005450","0.002839","0.002383","0.000228","0.005450","0.002839"
"384","0.051031","0.011528","0.002604","0.318310","0.318310","0.004607","0.004607","0.004607","0.007211","0.002003","0.000601","0.002003","0.007211","0.002003"
"385","0.050965","0.011505","0.002597","0.318310","0.318310","0.003768","0.006365","0.003768","0.008963","0.003768","0.001427","0.001171","0.008963","0.001171"
"386","0.050899","0.011483","0.002591","0.318310","0.318310","0.005524","0.005524","0.002934","0.008115","0.002934","0.002248","0.000343","0.008115","0.000343"
"387","0.050833","0.011461","0.002584","0.318310","0.318310","0.004688","0.004688","0.002104","0.009856","0.004688","0.000480","0.000480","0.009855","0.002103"
"388","0.050767","0.011439","0.002577","0.318310","0.318310","0.003855","0.003855","0.003855","0.011587","0.003855","0.001299","0.001278","0.009010","0.001278"
"389","0.050702","0.011417","0.002571","0.318310","0.318310","0.003027","0.005598","0.003027","0.010739","0.005598","0.002114","0.003027","0.008168","0.000456"
"390","0.050637","0.011395","0.002564","0.318310","0.318310","0.004767","0.007331","0.002203","0.009895","0.004767","0.002925","0.002203","0.007331","0.000361"
"391","0.050572","0.011373","0.002558","0.318310","0.318310","0.003941","0.006498","0.001383","0.011613","0.003941","0.001174","0.003941","0.009056","0.001174"
"392","0.050508","0.011351","0.002551","0.318310","0.318310","0.003119","0.005670","0.003119","0.010772","0.003119","0.000568","0.003119","0.008221","0.001983"
"393","0.050443","0.011329","0.002545","0.318310","0.318310","0.002301","0.007390","0.002301","0.009934","0.004845","0.000244","0.002301","0.007390","0.002788"
"394","0.050379","0.011308","0.002538","0.318310","0.318310","0.004025","0.006563","0.001487","0.011639","0.004025","0.001051","0.001487","0.006563","0.003589"
"395","0.050315","0.011286","0.002532","0.318310","0.318310","0.003209","0.008272","0.000677","0.013336","0.003209","0.001854","0.000678","0.005741","0.004386"
"396","0.050252","0.011265","0.002525","0.318310","0.318310","0.002397","0.007448","0.002397","0.012498","0.002397","0.002653","0.002397","0.004922","0.002653"
"397","0.050189","0.011244","0.002519","0.318310","0.318310","0.001589","0.006627","0.001589","0.011665","0.004108","0.003448","0.001589","0.004108","0.000930"
"398","0.050125","0.011222","0.002513","0.318310","0.318310","0.003298","0.008323","0.000786","0.010836","0.003298","0.004239","0.000786","0.005811","0.001727"
"399","0.050063","0.011201","0.002506","0.318310","0.318310","0.002492","0.007505","0.000014","0.012517","0.002492","0.002520","0.000014","0.004998","0.002521"
"400","0.050000","0.011180","0.002500","0.318310","0.318310","0.001690","0.009190","0.001690","0.011690","0.001690","0.000810","0.001690","0.004190","0.000810"
"401","0.049938","0.011159","0.002494","0.318310","0.318310","0.000892","0.008373","0.000892","0.013361","0.003386","0.001602","0.003386","0.003386","0.001602"
"402","0.049875","0.011139","0.002488","0.318310","0.318310","0.002586","0.007561","0.000098","0.015023","0.002586","0.002389","0.002586","0.002586","0.000098"
"403","0.049814","0.011118","0.002481","0.318310","0.318310","0.001790","0.006752","0.000692","0.016678","0.004271","0.003173","0.004271","0.001789","0.001789"
"404","0.049752","0.011097","0.002475","0.318310","0.318310","0.000997","0.005948","0.000997","0.015848","0.003472","0.003953","0.003472","0.003472","0.000997"
"405","0.049690","0.011077","0.002469","0.318310","0.318310","0.000209","0.005147","0.000209","0.017493","0.005147","0.004729","0.002678","0.002678","0.002678"
"406","0.049629","0.011056","0.002463","0.318310","0.318310","0.001887","0.004350","0.000576","0.019128","0.004350","0.005502","0.001887","0.001887","0.001887"
"407","0.049568","0.011036","0.002457","0.318310","0.318310","0.001101","0.006014","0.001357","0.020756","0.003558","0.003813","0.001101","0.001100","0.003557"
"408","0.049507","0.011016","0.002451","0.318310","0.318310","0.000318","0.005220","0.000318","0.019925","0.002769","0.002133","0.000318","0.000318","0.002768"
"409","0.049447","0.010995","0.002445","0.318310","0.318310","0.000461","0.004429","0.000461","0.019098","0.004429","0.002906","0.001984","0.000461","0.001983"
"410","0.049386","0.010975","0.002439","0.318310","0.318310","0.001202","0.003641","0.001237","0.018275","0.003641","0.003676","0.003641","0.001237","0.001202"
"411","0.049326","0.010955","0.002433","0.318310","0.318310","0.000425","0.002858","0.002008","0.017456","0.002858","0.004441","0.002858","0.002008","0.000425"
"412","0.049266","0.010935","0.002427","0.318310","0.318310","0.000349","0.004506","0.000349","0.016642","0.002079","0.002776","0.004506","0.002776","0.000349"
"413","0.049207","0.010915","0.002421","0.318310","0.318310","0.001118","0.003724","0.001303","0.015831","0.003724","0.003540","0.006145","0.003540","0.001119"
"414","0.049147","0.010896","0.002415","0.318310","0.318310","0.000531","0.002946","0.000531","0.015023","0.002946","0.004300","0.007777","0.004300","0.001885"
"415","0.049088","0.010876","0.002410","0.318310","0.318310","0.002172","0.004582","0.000238","0.014220","0.002172","0.002647","0.009401","0.002647","0.002647"
"416","0.049029","0.010856","0.002404","0.318310","0.318310","0.001402","0.003806","0.001402","0.013421","0.001402","0.001002","0.011017","0.003406","0.001002"
"417","0.048970","0.010837","0.002398","0.318310","0.318310","0.000635","0.005431","0.003033","0.015023","0.003033","0.001763","0.010227","0.004161","0.001763"
"418","0.048912","0.010817","0.002392","0.318310","0.318310","0.002264","0.004657","0.002264","0.014226","0.002264","0.002520","0.009441","0.002520","0.002520"
"419","0.048853","0.010798","0.002387","0.318310","0.318310","0.003886","0.003886","0.001499","0.015819","0.003886","0.000887","0.008659","0.000887","0.003274"
"420","0.048795","0.010779","0.002381","0.318310","0.318310","0.003119","0.003119","0.003119","0.015023","0.003119","0.001643","0.010262","0.001643","0.004024"
"421","0.048737","0.010759","0.002375","0.318310","0.318310","0.002355","0.004731","0.004731","0.016607","0.004731","0.002395","0.009481","0.002395","0.004771"
"422","0.048679","0.010740","0.002370","0.318310","0.318310","0.003965","0.006335","0.003965","0.015813","0.003965","0.003144","0.008704","0.003144","0.005514"
"423","0.048622","0.010721","0.002364","0.318310","0.318310","0.005567","0.005567","0.003203","0.015023","0.003203","0.001525","0.007931","0.003889","0.006253"
"424","0.048564","0.010702","0.002358","0.318310","0.318310","0.004803","0.004803","0.002445","0.014237","0.002445","0.000087","0.007162","0.004631","0.004631"
"425","0.048507","0.010683","0.002353","0.318310","0.318310","0.004043","0.004043","0.004043","0.015808","0.004043","0.000663","0.008749","0.005369","0.005369"
"426","0.048450","0.010665","0.002347","0.318310","0.318310","0.003287","0.005634","0.003286","0.017371","0.003286","0.001408","0.007981","0.006103","0.006103"
"427","0.048393","0.010646","0.002342","0.318310","0.318310","0.004875","0.004875","0.002533","0.016585","0.002533","0.002150","0.009559","0.004493","0.006834"
"428","0.048337","0.010627","0.002336","0.318310","0.318310","0.004120","0.004120","0.001784","0.018139","0.001784","0.002889","0.008793","0.005226","0.007562"
"429","0.048280","0.010609","0.002331","0.318310","0.318310","0.003369","0.005699","0.003368","0.017354","0.003369","0.003624","0.010362","0.005956","0.005956"
"430","0.048224","0.010590","0.002326","0.318310","0.318310","0.002621","0.004946","0.002620","0.018899","0.002620","0.004356","0.009597","0.004356","0.006682"
"431","0.048168","0.010572","0.002320","0.318310","0.318310","0.004196","0.004196","0.001876","0.018117","0.001876","0.002764","0.011157","0.002765","0.007405"
"432","0.048113","0.010553","0.002315","0.318310","0.318310","0.003450","0.005764","0.001135","0.017338","0.001135","0.001180","0.010394","0.003495","0.008125"
"433","0.048057","0.010535","0.002309","0.318310","0.318310","0.002706","0.007325","0.002706","0.018873","0.002706","0.001912","0.009635","0.004222","0.008841"
"434","0.048002","0.010517","0.002304","0.318310","0.318310","0.001967","0.006575","0.001967","0.018096","0.001967","0.002641","0.011183","0.004946","0.007250"
"435","0.047946","0.010499","0.002299","0.318310","0.318310","0.003529","0.008127","0.001230","0.017322","0.003529","0.003367","0.010426","0.005666","0.007965"
"436","0.047891","0.010481","0.002294","0.318310","0.318310","0.002791","0.007378","0.000498","0.016553","0.002791","0.004090","0.009672","0.006383","0.006383"
"437","0.047836","0.010463","0.002288","0.318310","0.318310","0.002056","0.006633","0.002056","0.018075","0.004345","0.004809","0.008921","0.004809","0.004809"
"438","0.047782","0.010445","0.002283","0.318310","0.318310","0.001325","0.005891","0.001325","0.017307","0.003608","0.005524","0.010457","0.005524","0.005524"
"439","0.047727","0.010427","0.002278","0.318310","0.318310","0.002875","0.005153","0.000597","0.018820","0.002875","0.003959","0.009708","0.003959","0.006237"
"440","0.047673","0.010409","0.002273","0.318310","0.318310","0.002145","0.006690","0.000128","0.018054","0.002145","0.002401","0.008963","0.002401","0.004673"
"441","0.047619","0.010391","0.002268","0.318310","0.318310","0.001418","0.005953","0.001418","0.017291","0.003686","0.003117","0.008221","0.000850","0.005385"
"442","0.047565","0.010374","0.002262","0.318310","0.318310","0.000695","0.005220","0.000695","0.018794","0.002957","0.003830","0.009744","0.000695","0.006093"
"443","0.047511","0.010356","0.002257","0.318310","0.318310","0.002232","0.004489","0.000025","0.018033","0.002232","0.004540","0.011261","0.000025","0.006797"
"444","0.047458","0.010339","0.002252","0.318310","0.318310","0.001510","0.003762","0.000742","0.017276","0.001510","0.002994","0.010519","0.001510","0.005247"
"445","0.047405","0.010321","0.002247","0.318310","0.318310","0.000791","0.003038","0.000791","0.018769","0.003039","0.003703","0.009780","0.000791","0.003703"
"446","0.047351","0.010304","0.002242","0.318310","0.318310","0.000076","0.004560","0.000076","0.018013","0.002318","0.004408","0.009044","0.002318","0.004409"
"447","0.047298","0.010287","0.002237","0.318310","0.318310","0.001601","0.003838","0.000636","0.017261","0.001601","0.002873","0.010549","0.003838","0.005111"
"448","0.047246","0.010269","0.002232","0.318310","0.318310","0.000887","0.005351","0.001346","0.018744","0.000887","0.001345","0.009815","0.005351","0.005810"
"449","0.047193","0.010252","0.002227","0.318310","0.318310","0.000176","0.004630","0.000176","0.020220","0.002403","0.002051","0.011312","0.006857","0.006506"
"450","0.047140","0.010235","0.002222","0.318310","0.318310","0.000532","0.003912","0.000532","0.021690","0.001690","0.002754","0.010579","0.006135","0.004977"
"451","0.047088","0.010218","0.002217","0.318310","0.318310","0.000981","0.005415","0.001237","0.020936","0.003198","0.001237","0.012067","0.007632","0.003454"
"452","0.047036","0.010201","0.002212","0.318310","0.318310","0.000274","0.006911","0.001938","0.020186","0.002487","0.001938","0.011336","0.006911","0.004151"
"453","0.046984","0.010184","0.002208","0.318310","0.318310","0.000429","0.006193","0.000429","0.019438","0.003986","0.002636","0.010608","0.006193","0.004844"
"454","0.046932","0.010167","0.002203","0.318310","0.318310","0.001129","0.005479","0.001129","0.020897","0.003276","0.003332","0.009884","0.005479","0.005535"
"455","0.046881","0.010151","0.002198","0.318310","0.318310","0.000372","0.006965","0.001826","0.022349","0.002569","0.001826","0.009163","0.004767","0.006222"
"456","0.046829","0.010134","0.002193","0.318310","0.318310","0.000327","0.008444","0.002520","0.023795","0.001866","0.000327","0.010637","0.004059","0.004713"
"457","0.046778","0.010117","0.002188","0.318310","0.318310","0.001023","0.007729","0.001023","0.023047","0.003353","0.001023","0.009918","0.005541","0.003211"
"458","0.046727","0.010101","0.002183","0.318310","0.318310","0.001716","0.007018","0.000467","0.022301","0.002651","0.001716","0.009201","0.004834","0.003899"
"459","0.046676","0.010084","0.002179","0.318310","0.318310","0.000227","0.008487","0.000227","0.023738","0.001952","0.002406","0.008487","0.004130","0.004584"
"460","0.046625","0.010068","0.002174","0.318310","0.318310","0.000918","0.007777","0.000919","0.025168","0.001255","0.003092","0.009951","0.003429","0.005266"
"461","0.046575","0.010051","0.002169","0.318310","0.318310","0.001607","0.009239","0.000562","0.024423","0.002731","0.003776","0.009239","0.002731","0.005946"
"462","0.046524","0.010035","0.002165","0.318310","0.318310","0.002292","0.008530","0.002036","0.023681","0.002036","0.004457","0.008530","0.004201","0.006622"
"463","0.046474","0.010019","0.002160","0.318310","0.318310","0.000815","0.007824","0.001345","0.025103","0.001345","0.002975","0.007824","0.005664","0.007295"
"464","0.046424","0.010003","0.002155","0.318310","0.318310","0.000656","0.009276","0.000656","0.024363","0.000656","0.001499","0.007121","0.004966","0.005810"
"465","0.046374","0.009986","0.002151","0.318310","0.318310","0.000030","0.008572","0.002120","0.023626","0.002120","0.002181","0.006421","0.006421","0.006482"
"466","0.046324","0.009970","0.002146","0.318310","0.318310","0.000713","0.007870","0.003579","0.022892","0.001433","0.002859","0.005724","0.005724","0.007151"
"467","0.046274","0.009954","0.002141","0.318310","0.318310","0.000748","0.007172","0.002889","0.024303","0.002889","0.003535","0.007172","0.005031","0.007817"
"468","0.046225","0.009938","0.002137","0.318310","0.318310","0.002203","0.006476","0.002203","0.025707","0.002203","0.004207","0.006476","0.004340","0.008481"
"469","0.046176","0.009922","0.002132","0.318310","0.318310","0.001520","0.005784","0.003652","0.024974","0.003652","0.004877","0.005784","0.003652","0.007009"
"470","0.046127","0.009907","0.002128","0.318310","0.318310","0.000839","0.005094","0.005094","0.024243","0.002967","0.005544","0.005094","0.002967","0.007672"
"471","0.046078","0.009891","0.002123","0.318310","0.318310","0.002285","0.006531","0.004408","0.023516","0.002285","0.004085","0.004408","0.002285","0.008331"
"472","0.046029","0.009875","0.002119","0.318310","0.318310","0.003724","0.005843","0.003724","0.024910","0.001605","0.002632","0.003724","0.001605","0.008988"
"473","0.045980","0.009859","0.002114","0.318310","0.318310","0.003043","0.007271","0.005157","0.026299","0.003043","0.003299","0.003043","0.000929","0.007528"
"474","0.045932","0.009844","0.002110","0.318310","0.318310","0.002365","0.006585","0.006585","0.025572","0.002365","0.003964","0.004475","0.000255","0.008183"
"475","0.045883","0.009828","0.002105","0.318310","0.318310","0.003796","0.005901","0.005901","0.024848","0.001690","0.004625","0.005901","0.001690","0.006731"
"476","0.045835","0.009813","0.002101","0.318310","0.318310","0.005220","0.005219","0.005220","0.026228","0.001018","0.003184","0.007320","0.001018","0.005285"
"477","0.045787","0.009797","0.002096","0.318310","0.318310","0.004541","0.004541","0.004541","0.025506","0.002445","0.003844","0.008734","0.002445","0.003844"
"478","0.045739","0.009782","0.002092","0.318310","0.318310","0.003866","0.003866","0.005958","0.024786","0.001774","0.004502","0.008050","0.001774","0.004502"
"479","0.045691","0.009767","0.002088","0.318310","0.318310","0.003193","0.003193","0.005281","0.026158","0.001106","0.003070","0.007369","0.001106","0.005157"
"480","0.045644","0.009751","0.002083","0.318310","0.318310","0.004607","0.004607","0.004607","0.025440","0.000440","0.001643","0.006690","0.002523","0.003726"
"481","0.045596","0.009736","0.002079","0.318310","0.318310","0.003936","0.003935","0.003935","0.026805","0.001857","0.002301","0.006014","0.001856","0.004380"
"482","0.045549","0.009721","0.002075","0.318310","0.318310","0.003267","0.003267","0.005342","0.026089","0.001192","0.002957","0.007416","0.001192","0.002957"
"483","0.045502","0.009706","0.002070","0.318310","0.318310","0.002601","0.004671","0.004672","0.027446","0.002601","0.001539","0.008812","0.000531","0.001540"
"484","0.045455","0.009691","0.002066","0.318310","0.318310","0.004004","0.004004","0.004004","0.028798","0.001938","0.002194","0.008136","0.000128","0.002194"
"485","0.045408","0.009676","0.002062","0.318310","0.318310","0.003340","0.003340","0.003340","0.028082","0.003340","0.002846","0.007463","0.001278","0.000784"
"486","0.045361","0.009661","0.002058","0.318310","0.318310","0.002678","0.002678","0.004735","0.029427","0.002678","0.003495","0.008851","0.000620","0.001437"
"487","0.045314","0.009646","0.002053","0.318310","0.318310","0.002019","0.004072","0.004072","0.028713","0.002019","0.002088","0.008179","0.000035","0.000035"
"488","0.045268","0.009631","0.002049","0.318310","0.318310","0.003412","0.005461","0.003411","0.030051","0.001362","0.000687","0.007510","0.000687","0.000687"
"489","0.045222","0.009617","0.002045","0.318310","0.318310","0.002754","0.004798","0.002754","0.029338","0.002754","0.001336","0.006843","0.001337","0.001336"
"490","0.045175","0.009602","0.002041","0.318310","0.318310","0.002098","0.004139","0.004139","0.028629","0.002098","0.001983","0.008221","0.001983","0.001983"
"491","0.045129","0.009587","0.002037","0.318310","0.318310","0.001446","0.005519","0.003482","0.029959","0.001446","0.002627","0.007556","0.002628","0.002628"
"492","0.045083","0.009573","0.002033","0.318310","0.318310","0.002828","0.004861","0.002828","0.031284","0.000796","0.003269","0.006893","0.003269","0.001237"
"493","0.045038","0.009558","0.002028","0.318310","0.318310","0.002177","0.006234","0.002177","0.032603","0.002177","0.003908","0.008262","0.003908","0.001880"
"494","0.044992","0.009543","0.002024","0.318310","0.318310","0.001528","0.005577","0.003552","0.031893","0.001528","0.004544","0.007601","0.002520","0.002520"
"495","0.044947","0.009529","0.002020","0.318310","0.318310","0.000882","0.004922","0.002902","0.031185","0.000882","0.003158","0.008963","0.003158","0.003158"
"496","0.044901","0.009515","0.002016","0.318310","0.318310","0.002255","0.006287","0.002255","0.030481","0.000239","0.001777","0.008303","0.003794","0.003794"
"497","0.044856","0.009500","0.002012","0.318310","0.318310","0.001610","0.005634","0.001610","0.029779","0.001610","0.002414","0.007646","0.004427","0.004427"
"498","0.044811","0.009486","0.002008","0.318310","0.318310","0.000967","0.006991","0.002975","0.029080","0.000967","0.003049","0.006991","0.003049","0.005057"
"499","0.044766","0.009472","0.002004","0.318310","0.318310","0.000328","0.006339","0.002331","0.030388","0.002331","0.001676","0.008343","0.003681","0.005685"
"500","0.044721","0.009457","0.002000","0.318310","0.318310","0.001690","0.005690","0.001690","0.029690","0.001690","0.002310","0.007690","0.002310","0.006310"
"501","0.044677","0.009443","0.001996","0.318310","0.318310","0.001052","0.005043","0.001051","0.030992","0.003047","0.002940","0.007039","0.002941","0.006933"
"502","0.044632","0.009429","0.001992","0.318310","0.318310","0.000415","0.006391","0.002407","0.032288","0.002407","0.003569","0.006391","0.001577","0.007553"
"503","0.044588","0.009415","0.001988","0.318310","0.318310","0.000218","0.005746","0.001770","0.031591","0.001770","0.002206","0.005746","0.000218","0.006183"
"504","0.044544","0.009401","0.001984","0.318310","0.318310","0.001135","0.007087","0.001135","0.030897","0.001135","0.000849","0.007087","0.000850","0.006802"
"505","0.044499","0.009387","0.001980","0.318310","0.318310","0.000502","0.006442","0.000502","0.030205","0.002482","0.001478","0.006443","0.001478","0.007419"
"506","0.044455","0.009373","0.001976","0.318310","0.318310","0.000128","0.005801","0.001848","0.029516","0.001848","0.002104","0.005801","0.000128","0.008033"
"507","0.044412","0.009359","0.001972","0.318310","0.318310","0.000756","0.005161","0.001217","0.028830","0.001217","0.002728","0.007134","0.001217","0.008645"
"508","0.044368","0.009345","0.001969","0.318310","0.318310","0.000588","0.004525","0.000588","0.028147","0.000588","0.001380","0.006493","0.000588","0.007286"
"509","0.044324","0.009332","0.001965","0.318310","0.316345","0.000039","0.003890","0.000039","0.027466","0.001926","0.002003","0.007820","0.000039","0.007897"
